#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.80109631   0.0027310419     0.72906054   0.0021709765     0.88923805   0.0040308129
            360      1.7380898   0.0025506099      1.6343643    0.002279226      1.8475527   0.0042375495
            380      1.9363332   0.0027148363      1.8250253    0.002381172      2.0442412   0.0035446251
            400      1.9014106   0.0025133086      1.8003696    0.003114895      1.9939978   0.0035156948
            420      1.7900135   0.0023806723      1.6987273   0.0023338289      1.8693432   0.0033767552
            440      1.6414125   0.0023839347      1.5594649   0.0022090609      1.7055602   0.0032684274
            460      1.4855005   0.0022338472      1.4142398   0.0024282765      1.5379391   0.0031190404
            480      1.3261403   0.0020696315      1.2607706     0.00380954      1.3695272   0.0029034032
            500      1.1819478   0.0023841402      1.1247785   0.0027011213      1.2187294   0.0030202613
            520      1.0446898   0.0018670945     0.99862771   0.0018041876      1.0720842    0.002607037
            540     0.92849707   0.0017147585     0.88614879   0.0016370993     0.95482821   0.0024206661
            560     0.82286696   0.0016354695     0.78612776   0.0015854931     0.84277399   0.0023323183
            580     0.73083615   0.0016567494     0.69852826   0.0016945245     0.74638894   0.0021857508
            600     0.64764238   0.0014818182     0.61846585   0.0014533702     0.66191971   0.0020085274
            620     0.57350209   0.0013519305     0.54816352    0.001659317     0.58818763   0.0018847874
            640     0.50543699   0.0012877345     0.48325414    0.001209277     0.51575401   0.0016382358
            660     0.44989122   0.0020181163     0.43135641    0.001149417     0.46180397   0.0015955388
            680     0.40253666   0.0011382356     0.38370607   0.0010805228     0.41312586   0.0015901484
            700     0.35752938   0.0010947684     0.34159992   0.0011179424     0.36474025   0.0015190016
            720     0.31836278   0.0010165827     0.30359672  0.00096448118     0.32497967   0.0014174586
            740     0.28514607  0.00096103985     0.27137413   0.0008963901     0.29204057   0.0013289424
            760     0.25339686  0.00090724458     0.24096345  0.00083938572     0.26016122    0.001250598
            780     0.22781016  0.00086936972     0.21679018  0.00086961998     0.23305933     0.00119615
            800     0.20595977  0.00084259002     0.19692282   0.0018205851     0.21073566   0.0010265104
            820     0.18439725   0.0007820084     0.17468094   0.0007319422     0.18974912  0.00096975586
            840     0.16685293  0.00073965086     0.15824055  0.00069098436     0.17142644   0.0010233936
            860     0.15084974  0.00070459743     0.14315006  0.00071706762     0.15535794  0.00097174348
            880     0.13765963  0.00067131278      0.1301815  0.00063858522     0.14183148  0.00093417605
            900     0.12173146  0.00063390414     0.11506382  0.00057340349     0.12579674  0.00086489659
            920     0.11143248  0.00061429712     0.10529778  0.00059678395     0.11507089  0.00086156698
            940     0.10213997  0.00058490827    0.096337467  0.00056926227     0.10569247  0.00080585673
            960    0.092393728  0.00055832225    0.086991571  0.00052512141    0.095684653   0.0007584212
            980     0.08360123  0.00054616606    0.078374776  0.00055955651     0.08759334  0.00074099934
           1000     0.08360123  0.00054616606    0.078374776  0.00055955651     0.08759334  0.00074099934
