#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.374102    0.066903897      12.562234    0.069811605      13.989797     0.09035658
            0.2      38.400537      0.1138374      35.984033     0.10297923      40.203453     0.16515915
            0.4      58.824196      0.1371067      55.341405     0.20268141      61.582742     0.18652068
            0.6      75.342139     0.15332297      70.812268     0.15004875      78.384763     0.31828736
            0.8      88.267925     0.17620295       83.02609     0.15478331      92.240822      0.2564831
              1      98.364949     0.17776334      92.598302     0.17012994      102.75834     0.25073774
            1.2      107.24645     0.18397866      101.24942      0.1757939      111.69944     0.25860666
            1.4       116.2747     0.19471856      109.62279     0.23079083      121.27577     0.26613203
            1.6      125.70732      0.2131121      118.82153     0.19529312      130.79521     0.29694995
            1.8      135.74289     0.27069016      128.58906     0.19878544       141.5055     0.30524202
              2      148.55215     0.21905386      140.72708     0.41904002      154.32657     0.31018629
            2.2      165.28937     0.24277446      156.98375     0.23931177      171.40369     0.33127094
            2.4      185.00023     0.29923378      176.03087     0.24679891       191.7659     0.35142226
            2.6      209.60111     0.26452494      199.84181     0.27586166      217.35281     0.37679942
            2.8      237.61866     0.30173022      226.95095     0.32377498      246.02085     0.42459086
              3      240.77439     0.29766831      230.01292     0.31254856       249.0365     0.41808445
            3.2      119.22176     0.24745698       113.2005     0.21977825      123.88548      0.3217703
            3.4      68.487558     0.16892241      64.777697     0.16389346      71.561402     0.23874301
            3.6       43.13312     0.12412918      40.523839     0.11394075      45.273496     0.17938422
            3.8      28.666192     0.12904515      26.736395    0.092432356       30.33996     0.19135971
              4      19.516161    0.083064811      18.209147    0.078756525      20.733118     0.11902976
            4.2      13.374834    0.069623506      12.431585    0.066159893      14.304949     0.09598953
            4.4      9.1442029    0.058515017       8.476202    0.052851908      9.8219172    0.080555079
            4.6      6.3982457    0.047358947      5.9251729    0.042926828        6.86113    0.067527155
            4.8      4.4032623    0.039218682       4.065941    0.035648167      4.7458522    0.056127246
              5      4.4032623    0.039218682       4.065941    0.035648167      4.7458522    0.056127246
