# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.3380494    0.027260984      2.8571765    0.023765147      3.7650834    0.033560045
            0.2      10.031811     0.10061708       8.507067    0.047076871      11.394997     0.15475129
            0.4      15.744504    0.060351467      13.539753    0.052754597      17.698876     0.07343175
            0.6      21.254035     0.07653107      18.289197    0.064862259      23.899079    0.099544392
            0.8      26.449307    0.098398279      22.843083    0.077834093      29.676818     0.14378437
              1      31.133552    0.094375257      27.104429    0.088662296      34.374103     0.26194432
            1.2      36.374692    0.094557154      31.750044    0.084121301      40.417934      0.1162554
            1.4      42.139636     0.10412892      37.068181     0.09253028      46.392146     0.12860314
            1.6      49.233535     0.12153528      43.738186     0.11636299      53.814703     0.15630643
            1.8      58.105341     0.13938358      52.083215     0.11896925      62.797123     0.17298818
              2      70.948235     0.13794781      64.311768     0.12977163      75.950709     0.17144876
            2.2       89.80811     0.15768003      82.364937     0.15222624      94.919567     0.18416706
            2.4      120.11575     0.18357357      111.56254     0.17183486       125.5141     0.21602501
            2.6      173.57187     0.24983529      163.26083     0.21986994      179.13305     0.26762785
            2.8      286.75452     0.31223423      274.18457     0.33644699      291.85452     0.38793497
              3      538.74159     0.49103522      522.85496     0.46651137      552.04152     0.65130003
            3.2      306.84739      0.3552054      298.14901     0.38834906      317.44772     0.52834528
            3.4      170.37971     0.26840841      165.09046     0.26107527      175.90034     0.39210113
            3.6         103.38      0.1999273      99.277488     0.37978001      106.98495     0.30014817
            3.8      65.349963     0.15506755      63.088076     0.20195122      67.628957     0.22527306
              4      43.463819     0.12744938       41.72919     0.12436716      45.095214     0.18488949
            4.2      29.617495     0.10538502      28.352637    0.098701284       30.84795     0.15104993
            4.4      20.338791    0.085631779      19.512532    0.077564116       21.07935     0.12459446
            4.6      14.549797    0.072532044      13.905945     0.06827789      15.205933     0.10457651
            4.8      10.408287    0.061863019      9.9397636     0.05691537      10.899404     0.08951771
              5      10.408287    0.061863019      9.9397636     0.05691537      10.899404     0.08951771
