# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.7742137    0.036104802      3.4984662    0.033319455      4.0212341    0.051024652
           -3.8      5.0318265    0.043261643      4.6572994    0.039374763      5.3860633    0.059172223
           -3.6      6.6219714     0.09465238      6.1291453    0.049342065      7.0002355     0.14643653
           -3.4      8.4776456    0.054933178      7.9008013     0.05215215      9.0070195    0.075219275
           -3.2      10.864714    0.060876372      10.162966    0.058033995      11.451611    0.084674537
             -3      13.930929    0.069965786      13.044992    0.066316586      14.651218    0.099925097
           -2.8      17.944134    0.079419498      16.825253    0.081088012       18.79586     0.11335755
           -2.6      22.578274    0.087549913      21.160108    0.078865815      23.769486     0.12074717
           -2.4      28.478533    0.098232272      26.770329    0.091996079      29.912168     0.13467845
           -2.2      35.578108     0.11034563      33.534261     0.10539711        37.1877       0.159341
             -2      44.150253     0.16629808      41.597968     0.12018702      45.891244     0.17193531
           -1.8      54.237049     0.17040389      51.192339     0.18876073      56.476651     0.21205997
           -1.6      66.354181     0.15566726      62.754688     0.15428397      69.118805     0.22066338
           -1.4      79.589288     0.17466257      75.480433     0.15834633      82.626156     0.23056796
           -1.2      94.284128     0.20713631      89.518574     0.17149563       98.12275     0.25464539
             -1      109.88769      0.1998929      104.49495     0.19424361      114.01838     0.29783108
           -0.8      125.38815     0.21110517      119.12951      0.2000188      129.88191     0.37974086
           -0.6       139.1633     0.22425568      132.22466     0.20741204      144.15758     0.31721204
           -0.4      149.97452      0.2249059      142.56866     0.22380532       155.4998      0.3115842
           -0.2      155.59579     0.22719822      147.82478     0.21125078      161.50507     0.32403636
              0      156.01746     0.22894161      148.45969     0.24594862      161.99036     0.32663571
            0.2      149.85618      0.2230029      142.69098     0.27050508      155.39935     0.31513819
            0.4       139.0426     0.29235021      132.42623     0.26901954      144.05921     0.29949971
            0.6      125.44929     0.20839262        119.236     0.23615928      130.36761     0.28971766
            0.8      109.94658     0.20271635      104.46593     0.19278547      114.41351     0.29563518
              1      94.071827      0.1833728       89.33362     0.17922781      97.634672     0.25427101
            1.2      79.861068     0.17453811      75.389141     0.39533403      82.818673     0.24140551
            1.4      65.886818     0.15073401      62.388395     0.13631302      68.525169     0.20600064
            1.6      54.520463     0.13648297      51.571696     0.14318919      56.694523     0.19480818
            1.8       44.21163     0.13827449      41.773091     0.12411864      46.237263     0.19482577
              2      35.741728     0.11534148      33.671894     0.11334562      37.447631      0.1569741
            2.2      28.408505     0.09889651      26.764696    0.093046286      29.702846     0.13685407
            2.4      22.565436    0.086888087      21.196411    0.079289366       23.66342     0.12155495
            2.6      17.944323    0.083325221      16.768396    0.076145975      18.962432     0.11645986
            2.8      14.111886    0.070508994       13.16912    0.065946519      14.967084    0.095558686
              3      11.046191    0.066814085      10.283294    0.064633154      11.762411    0.092827223
            3.2      8.4927549    0.053399285      7.9075708    0.050066985       9.032137     0.07434062
            3.4      6.6230972    0.047338217      6.1419012    0.042866951      7.0815942    0.066179153
            3.6      5.0067958    0.041867369      4.6307978    0.037771935      5.3747233    0.058711257
            3.8      3.8552177    0.036484396        3.56186    0.032699106      4.1427633    0.052875559
              4      3.8552177    0.036484396        3.56186    0.032699106      4.1427633    0.052875559
