#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.260726    0.078472027      19.024062    0.071746502      21.252257      0.1083749
            0.2      56.974942     0.13452112      53.592682     0.19976282      59.749226     0.18938756
            0.4      84.367798      0.1624129      79.298862     0.16271041      88.191461     0.22414681
            0.6      102.48039     0.21332497      96.244752     0.21837073      106.88655     0.25706238
            0.8      113.44138     0.19827971      106.88539     0.18209347      118.55245     0.28551892
              1      119.63177     0.20520175      112.92057     0.21908212      124.56207     0.38118026
            1.2      124.04799     0.22660202      116.88199     0.19319552      129.38934     0.27342451
            1.4      128.54851     0.22360231      121.28163     0.19097725      133.92955      0.3105412
            1.6      134.34549     0.26846381      127.03414     0.19786636      140.30745      0.2980763
            1.8      142.64019     0.23726929       135.0368      0.2068865      148.54301     0.30222345
              2      153.97998     0.22652158       145.9152     0.21838253      160.11448     0.31455466
            2.2      169.13696     0.24514302       160.5458     0.22840153      175.49654     0.33868822
            2.4      189.20208     0.25947868      180.04082     0.25485086      196.23322     0.35666678
            2.6      213.60606     0.28300274      203.33509     0.47549074      221.43085     0.40686308
            2.8      240.37861     0.30172894      229.62192     0.32633396      248.90445      0.4210414
              3      235.50344     0.30269908      224.88446     0.27759715      243.90235     0.43454291
            3.2      79.997613     0.17226728      75.989814     0.16984784       83.17095     0.25010564
            3.4      31.516986     0.10877655       29.58996     0.10807745      33.108946     0.14959742
            3.6      14.301024    0.083772281      13.370036    0.077537182      15.329078     0.10209138
            3.8      6.6584837    0.049580032      6.0914799    0.044979121      7.2273639    0.069506317
              4      3.2159551     0.03751023      2.9060739    0.034260297      3.5924215    0.051125664
            4.2      1.5295578    0.023539862      1.3720464    0.020426909      1.6996722    0.033468615
            4.4     0.71133625    0.015587836     0.62271874    0.012854316     0.81634194    0.022561829
            4.6     0.32794899    0.010950045     0.29124219   0.0097953675     0.36961473    0.015599093
            4.8     0.16270655   0.0089310878     0.14102928   0.0090909678     0.19454882     0.01252562
              5     0.16270655   0.0089310878     0.14102928   0.0090909678     0.19454882     0.01252562
