#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      5.2811379      0.1922482      4.3527741     0.13534841      6.4010004      0.2927546
            0.2      10.531515     0.10843544       9.225588    0.086567091      11.998251     0.15076616
            0.4      16.119011    0.079623223      14.510038    0.078464036      17.780955      0.1141518
            0.6      22.168157     0.08573003      20.013106    0.078356531       24.41223     0.11582514
            0.8      28.413903    0.095958128      25.734439    0.085309879      31.050179     0.12714815
              1      35.233296     0.10495748      32.135265     0.12177945      37.990964     0.27652504
            1.2      43.111001     0.11761972      39.490175     0.11749788      46.692634      0.1578743
            1.4      52.856071     0.14258988      48.833693     0.14388674      56.854616     0.17532983
            1.6      65.400593     0.14387317      60.556688     0.14451183      69.915822     0.19864703
            1.8      81.843102      0.1583984       76.20396     0.15802004      86.631501     0.21771676
              2      105.49564     0.18312328      98.879174     0.18629792      111.15163     0.24899436
            2.2      138.74706      0.2294448      130.70635     0.38427192       145.1961     0.28857416
            2.4      186.52768      0.2437409      177.44509     0.26024022      193.39685     0.33667027
            2.6      253.48465     0.34603764      243.18548     0.31630697      260.40031     0.40687614
            2.8      340.04727     0.33923993      327.20239      0.3478971      347.41631     0.47403461
              3      389.45707     0.35900612       376.1168     0.42013822      396.88811     0.52084788
            3.2      202.81952     0.28047644      194.23806     0.25051763        207.705     0.38439761
            3.4       120.6171     0.20357329      114.66657     0.19977541      124.70142     0.28658865
            3.6      79.060397     0.16872979      74.526288     0.15118365      82.641819     0.23108561
            3.8      53.868397     0.14836388      50.354428     0.12333754      56.550657     0.19244602
              4      37.500656     0.12065525      34.858765     0.11227816      39.806603     0.16360577
            4.2      26.681755    0.096786745      24.724522    0.090521345      28.478226     0.14595285
            4.4       19.24249    0.084976102      17.702458    0.078774857       20.72628      0.1188138
            4.6      14.033224    0.072197431      12.792768    0.065347339      15.307258    0.099116452
            4.8       10.32339    0.060004581      9.3500283    0.053117689      11.366281    0.084797134
              5       10.32339    0.060004581      9.3500283    0.053117689      11.366281    0.084797134
