# ptHiggs+top+t        central        num_err    min (scale)        num_err    max (scale)        num_err
# bar
              0      4.7519699   0.0076056743      4.6597047   0.0072902866      5.3518086    0.012356213
             10      5.6066507   0.0074310581      5.5314281   0.0070634144      5.6871016    0.010941084
             20       4.890069   0.0064655103       4.783795   0.0096678577      4.9095459   0.0063152078
             30       4.139351   0.0053850954       4.031138   0.0059679039      4.1481301   0.0055489048
             40       3.485968   0.0048195695      3.3693679   0.0047209876      3.4951254   0.0058415232
             50      2.9456785    0.005452639      2.8292962   0.0041937338      2.9783439   0.0052628845
             60      2.5092953   0.0040131907      2.3950018   0.0038445875      2.5455368   0.0046538045
             70      2.1562356   0.0036497227      2.0482362   0.0036764494      2.1987693   0.0042171687
             80       1.844918   0.0033324211      1.7424193   0.0032388256      1.8925417   0.0038520899
             90      1.6013925   0.0030132622      1.5028377   0.0029144991      1.6536583   0.0034651672
            100      1.3986765   0.0028852323      1.3067819   0.0026493207      1.4522268   0.0033653369
            110      1.2227573   0.0031464488      1.1357836   0.0027258207      1.2764858    0.003869564
            120      1.0744886   0.0023798395     0.99491515   0.0022919627      1.1247354   0.0026809926
            130     0.95210797    0.002238376     0.87779037   0.0022020639      1.0013976   0.0024927523
            140     0.83681579   0.0020447121      0.7662506   0.0019251779     0.88556604   0.0022947152
            150     0.74551338    0.001920021     0.67979994    0.001788924     0.79217648   0.0021449453
            160      0.6668819    0.001950558     0.60383057   0.0017204878     0.71402769   0.0024548758
            170     0.59548926   0.0016997799     0.53976776   0.0026672403     0.63832387   0.0018989016
            180     0.52909937    0.001707751     0.47444221   0.0016458322     0.57109453   0.0018298171
            190     0.47476826   0.0015062127     0.42313251   0.0015896499     0.51393873   0.0016793121
            200     0.42881292   0.0014285836     0.37962931   0.0013097078     0.46850267   0.0016421144
            210      0.3835995   0.0013330117     0.33814092   0.0012216053     0.42063466   0.0015686853
            220     0.34839501   0.0016725558     0.30447651   0.0013045849     0.38565759   0.0025026211
            230     0.31402215   0.0012020918     0.27291977   0.0011140802     0.34882087   0.0014169572
            240     0.28169854   0.0015469717     0.24452259  0.00099519377     0.31144863   0.0049057349
            250     0.25762628   0.0010777906     0.22081502  0.00096957657     0.29062007   0.0013132457
            260      0.2332824   0.0010592608     0.19878611  0.00090961529     0.26440225   0.0013372579
            270     0.21151648   0.0010286083     0.17947663  0.00086640849     0.24070125   0.0013115263
            280     0.19381533  0.00092657567     0.16385483  0.00087734067     0.22189748   0.0010994919
            290     0.17546695  0.00086930627     0.14697607  0.00074802545     0.20248362   0.0010376531
            300     0.16086401  0.00085094932     0.13516772  0.00099444124     0.18645031   0.0010006439
            310      0.1459025  0.00079199989     0.12125094  0.00067720231     0.16930579  0.00096918974
            320     0.13483202  0.00075769283      0.1114371  0.00064933317     0.15753515  0.00090760744
            330     0.12368376    0.000729228     0.10191245  0.00062211898     0.14487557  0.00088284922
            340     0.11272556  0.00069464758    0.092527339  0.00062267195     0.13219306  0.00086305005
            350     0.10300107  0.00067115568    0.084496495  0.00056076264      0.1215156  0.00080082162
            360     0.09532351  0.00064012678    0.077930763  0.00055387356     0.11237302  0.00084171944
            370    0.086516586  0.00064464499    0.070923598  0.00064512929     0.10170648  0.00078908774
            380    0.079754649  0.00058704713     0.06464153  0.00049226405     0.09484738  0.00070927966
            390    0.073689705   0.0005620868    0.059753121  0.00047359391    0.087558974   0.0006785659
            400    0.068761569  0.00054051431     0.05573809  0.00045067656     0.08179608   0.0006636576
            410     0.06403766  0.00052724999    0.051787059  0.00044738538    0.076281282  0.00065079973
