#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      1.1095518    0.026494621     0.95277399    0.027239661      1.3146745    0.029824376
           -3.8       1.646997    0.030977348      1.4196807    0.031211175      1.9200968    0.036024645
           -3.6      2.2005467    0.041156107      1.9094234    0.042380322      2.5393915    0.046927417
           -3.4      3.3058046    0.051484123      2.8722721    0.039269739      3.7171516    0.047938339
           -3.2      4.6121517    0.058091859      4.0890083    0.039259876      5.2978789     0.05748087
             -3      6.4817841    0.051998804      5.7637586    0.049658951      7.2454954     0.06744524
           -2.8      8.8903543    0.057168056      8.0075235    0.052280031      9.7540969    0.077310984
           -2.6      12.331254    0.065687385      11.241716    0.059753989      13.286176    0.090809219
           -2.4       17.46893    0.081245435      16.011256    0.072511175      18.663857     0.11076855
           -2.2      24.322541    0.090042595      22.565245    0.085452317      25.684861     0.13729339
             -2      33.397723     0.10494191       31.23633    0.095950323      34.934905     0.14871952
           -1.8      45.765046     0.12707162      43.057821     0.12442578      47.647278     0.17455798
           -1.6      60.485419     0.14188013      57.181932     0.14278434      62.514004     0.20076884
           -1.4        78.8053     0.16121123      74.824189     0.16304869      81.377007      0.2271338
           -1.2      99.157247     0.17867451      94.357989     0.16911269      102.33573     0.25449125
             -1      120.98927      0.2003676      115.40076     0.20311152      124.76854      0.2795236
           -0.8      142.13203     0.21271584      135.33335     0.25261908      146.86986     0.38013305
           -0.6       160.2607     0.22489018      152.99679     0.26276595      166.09583     0.31675244
           -0.4      174.22882     0.30553116      166.35268     0.27503682      180.92422     0.33751639
           -0.2       184.9142     0.29449499      174.98714     0.42905212      193.65673     0.43721037
              0      184.97948      0.2895605      175.57072     0.26288944      193.63957     0.41059049
            0.2      174.44385     0.23961566      166.18865     0.22486092      181.46154     0.33891428
            0.4      159.49402     0.24414355      152.27206     0.25503566      164.99471     0.31503021
            0.6      141.79728     0.24246124      135.26652     0.21783216      146.26581     0.30258174
            0.8        121.082     0.20006947       115.3283     0.19410474      125.01484     0.28162348
              1        99.1268     0.19218851      94.336241     0.18258102      102.12696     0.25425582
            1.2       79.05717     0.16922826      75.205198     0.20715271      81.433882     0.23073282
            1.4      60.561412     0.14482851      57.404559     0.14875708      62.478338     0.20167753
            1.6      45.565854     0.12616554      42.885115     0.12406661      47.320798     0.17651134
            1.8      33.464242     0.10710234      31.201834    0.095067813      35.074225     0.14965146
              2      24.075916    0.095691914      22.317577    0.086543287      25.326522     0.12850869
            2.2      17.197404    0.078058967      15.854372    0.068914285      18.286754     0.10853225
            2.4      12.351356    0.065341171       11.21145    0.058516233      13.428448    0.091791143
            2.6      8.8310796    0.059693621      7.9050025    0.054211713      9.6829055    0.078123774
            2.8      6.3053592    0.048561272      5.6005966    0.044375437      7.0251626    0.066346503
              3      4.5821784    0.068539035      3.9977403    0.054055498      5.1633638    0.056777932
            3.2      3.2231194    0.037010118      2.7985597    0.034822404      3.6932356    0.048058352
            3.4      2.2903656    0.032869379      1.9691143    0.031346868      2.6788409    0.040776047
            3.6      1.6171893    0.029403567      1.3929442    0.028553127      1.9077337    0.034869794
            3.8      1.0370868    0.044963039     0.87724355    0.048301142      1.2260703    0.044779229
              4      1.0370868    0.044963039     0.87724355    0.048301142      1.2260703    0.044779229
