#        ptslep        central        num_err    min (scale)        num_err    max (scale)        num_err
             10    0.054831092  0.00017924545    0.048603928  0.00015908605    0.061223205   0.0002009879
             35     0.04612138  0.00014992491    0.040898679  0.00013314663    0.051477831  0.00016795788
             65    0.025819725  0.00012853312    0.022905716   0.0001141779    0.028772705  0.00014384302
             90    0.011255912  6.0406511e-05   0.0099914088  5.3658631e-05    0.012513993  6.7598546e-05
            140   0.0032961131  3.0511234e-05   0.0029309591  2.7147159e-05   0.0036473233  3.4105661e-05
            200    0.000715484  1.1117735e-05  0.00063715705  9.9124949e-06  0.00078790616  1.2406503e-05
            300    0.000715484  1.1117735e-05  0.00063715705  9.9124949e-06  0.00078790616  1.2406503e-05
