#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0031590105  0.00091188217   0.0025449392  0.00073695374   0.0038958767   0.0011316231
           -3.8    0.042966651   0.0033862121    0.033708355   0.0026668484    0.055422943   0.0044241638
           -3.6     0.19797654    0.007365054       0.161384   0.0059676555     0.24311837   0.0093116205
           -3.4     0.71715787    0.014040855     0.58944461    0.011513421     0.87539281    0.017538237
           -3.2      2.0264781     0.02366921      1.6855814    0.019573884      2.4384875    0.029364633
             -3      4.6657769    0.035697847      3.9067072    0.029919149      5.5776684    0.044062828
           -2.8      9.1977153    0.049989065      7.7483734    0.042020177      10.927967    0.060846492
           -2.6      16.098489    0.065937721      13.618428    0.055689203      19.058695    0.079737006
           -2.4      25.714544    0.083100637       21.80176    0.070821469      30.390401     0.10135361
           -2.2      38.252919     0.10110137       32.48754    0.085799185      45.164186      0.1216443
             -2      52.968976     0.11877971      44.995084     0.10078199      62.576041      0.1427799
           -1.8      69.928853     0.13621102       59.40522     0.11555758      82.666071     0.16387829
           -1.6      87.911066     0.15245308      74.653081     0.12923266      104.01608     0.18328474
           -1.4      107.11556     0.16869502      90.908147     0.14278593      126.87781     0.20357278
           -1.2       125.4905     0.18232011      106.42086     0.15458708       148.8032     0.22160389
             -1      142.43683     0.19400557      120.74568     0.16404971      169.00443      0.2350971
           -0.8      157.41352     0.20441488      133.36698     0.17237102      186.91206     0.24757824
           -0.6      169.02679     0.21242934      143.15578     0.17891794      200.79964     0.25780376
           -0.4      177.25452     0.21862662      150.11372     0.18397848      210.58768     0.26631908
           -0.2      180.91211     0.22225831      153.17815     0.18664098      214.98973     0.27084237
              0      180.29199     0.22366374       152.6643     0.18746266       214.2376     0.27278216
            0.2      174.89805     0.22263539      148.20892     0.18858047      207.61515     0.27699565
            0.4      165.36552     0.21926633      140.19309     0.18337154      196.18398     0.26898002
            0.6      151.55502     0.21314037      128.67357     0.17924186      179.45147     0.26498169
            0.8      135.17671     0.20502422       114.9326     0.17095068      159.75068     0.25275451
              1      115.72901     0.19420808      98.602057     0.16148197       136.3723     0.24006314
            1.2      95.571805      0.1812607      81.631656     0.15023041      112.22917     0.22442575
            1.4      75.453408     0.16694667      64.723139     0.13794478      88.068996     0.20779631
            1.6      56.566658     0.14996256      48.781076     0.12354838      65.507651     0.18761101
            1.8      39.359413      0.1317873      34.206872     0.10810704      45.058976     0.16604767
              2      25.635635     0.11296608      22.511193     0.09217499      28.878553       0.143397
            2.2      15.279413    0.093922937      13.605094      0.0759018      16.822407     0.11991967
            2.4       8.121499    0.075218209      7.3916934    0.060281418      8.6116639    0.097290172
            2.6      3.5418143    0.057238209      3.3619748     0.04535184      3.5830892    0.060107787
            2.8       1.198103     0.04130374     0.94910803    0.055123329      1.2478804    0.033938478
              3     0.24616369     0.02740361    0.051511845    0.037048759     0.32669896    0.021123158
            3.2    -0.02501856    0.016219105    -0.12951718    0.022390149    0.027862498    0.012234399
            3.4   -0.017508277   0.0085732989    -0.05306766    0.011956801  0.00070502972   0.0063959856
            3.6  -0.0088618275   0.0036323629   -0.017055087   0.0052144816  -0.0043861328   0.0026294388
            3.8  0.00052650175   0.0010529508  0.00032121529   0.0014902429  0.00058992621   0.0008607483
              4  0.00052650175   0.0010529508  0.00032121529   0.0014902429  0.00058992621   0.0008607483
