#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      5.2181586    0.037585822      4.3928664    0.031635503      6.2515848    0.045634214
           -3.8      7.5871537    0.045148488       6.390164    0.038052993      9.0837398    0.054753022
           -3.6      10.759485    0.053771135      9.0675861    0.045330343      12.872364    0.065071658
           -3.4      15.157693    0.063887908      12.795338    0.053971315      18.092401     0.07770593
           -3.2      20.896955    0.074934735      17.630531    0.063214997      24.957385    0.090850097
             -3      27.847696    0.086357898      23.500668    0.072857328      33.250137     0.10448465
           -2.8      36.465177    0.098745601      30.799741    0.083667962      43.490592     0.12018882
           -2.6      46.517658     0.11137075      39.323233    0.094117674      55.416722     0.13481432
           -2.4      57.436915      0.1236684      48.579889     0.10453833      68.371337     0.14952106
           -2.2      68.878208     0.13538606      58.290297     0.11441024      81.924578     0.16355052
             -2      80.040267     0.14586643      67.758338     0.12323654      95.148571     0.17616715
           -1.8      90.655299     0.15529264      76.779637      0.1312393      107.69641     0.18761552
           -1.6      99.741966     0.16391013      84.523558     0.13884839      118.38103     0.19981007
           -1.4      106.80102     0.16891939      90.534908     0.14269369      126.68157     0.20414748
           -1.2      111.64511     0.17319186      94.687179     0.14628758      132.31017       0.209555
             -1      114.27441      0.1757055      96.981392     0.14850102       135.2795     0.21286453
           -0.8      114.92326     0.17702989      97.561355     0.14932879      135.97056     0.21432212
           -0.6      114.66486     0.17760414      97.388208      0.1498157      135.55755     0.21537757
           -0.4       113.7531     0.17793955      96.633133     0.14998068      134.42157     0.21649386
           -0.2      112.96892     0.17831811      95.978942      0.1500821      133.46175     0.21680478
              0      112.78854     0.17932157       95.84281     0.15066387      133.22499     0.21805795
            0.2      112.42553      0.1804155      95.578416     0.15410363      132.71388     0.22579185
            0.4      112.90772      0.1820533      95.955814     0.15256608      133.35751     0.22246685
            0.6      112.09067     0.18304688      95.302029     0.15487339      132.34588     0.22823421
            0.8      110.34471     0.18334258       93.79325      0.1531095      130.35249     0.22486039
              1      106.21142     0.18194688      90.347307     0.15188724      125.36347      0.2245325
            1.2      100.02965     0.17887624      85.124179     0.14882522      118.03481     0.22035163
            1.4      92.155828     0.17429359      78.469088      0.1446684      108.68318     0.21540662
            1.6      81.534194     0.16663732      69.506668     0.13812804      96.020842     0.20671099
            1.8      70.533803     0.15817126      60.223134     0.13075728      82.905644     0.19682351
              2      58.212447      0.1468353       49.81121     0.12113573      68.230935     0.18360413
            2.2      46.749326     0.13504039      40.088391     0.11102533      54.647367     0.16919323
            2.4      36.380276     0.12147944      31.279621    0.099626445      42.373454     0.15255509
            2.6      27.225885     0.10794669      23.485493    0.088205091      31.574491     0.13587259
            2.8      19.982965    0.095004531      17.311452    0.077469387       23.03875     0.12016196
              3      14.247781    0.081890832      12.397108    0.066639056      16.328907     0.10369798
            3.2      9.8068408    0.069990134      8.5798884    0.056859688      11.156147    0.088988072
            3.4      6.6760612    0.059211905      5.8780412    0.048012854      7.5273424     0.07540983
            3.6      4.5268823    0.049647116      3.9946069    0.040159059      5.0896648    0.063468818
            3.8      3.0532528    0.041374699      2.7048024    0.033477013      3.4125439     0.05299203
              4      3.0532528    0.041374699      2.7048024    0.033477013      3.4125439     0.05299203
