#         pttop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.20071867   0.0010957723     0.16860066  0.00091077114     0.24228488   0.0013530201
             10     0.59716747   0.0018831841     0.50207594   0.0015668249     0.71985236   0.0023225374
             20     0.97362717    0.002398781     0.81820445   0.0019948179      1.1741824   0.0029592154
             30      1.3229775   0.0027888317      1.1122727   0.0023202407      1.5943119   0.0034405858
             40      1.6367449   0.0030979128      1.3765319   0.0025767982      1.9711231   0.0038186254
             50      1.8929903   0.0033267923      1.5936512   0.0027690664      2.2761917    0.004096575
             60      2.1082261   0.0035079045      1.7756213   0.0029202441      2.5326678   0.0043173685
             70      2.2632083   0.0036333707      1.9081842   0.0030266299      2.7140708   0.0044668551
             80        2.37616   0.0037298461      2.0052315    0.003108259      2.8450494   0.0045850275
             90      2.4370127   0.0037691929      2.0573279   0.0031428468       2.915375   0.0046294202
            100      2.4560096   0.0037867936      2.0756118   0.0031597412      2.9325694   0.0046473067
            110       2.429675   0.0037721873      2.0552635    0.003148828      2.8962856   0.0046232643
            120      2.3778648   0.0037324705      2.0136373   0.0031181127      2.8291428   0.0045663092
            130      2.2976446   0.0036746744      1.9470021   0.0030745678      2.7300706    0.004500845
            140      2.1972412    0.003601716       1.864832   0.0030144355      2.6041837   0.0044032867
            150      2.0852168   0.0035143034      1.7712683   0.0029419452      2.4674434    0.004288418
            160      1.9593082   0.0034212249      1.6657997   0.0028740772      2.3145475   0.0042019641
            170      1.8318957   0.0033164351      1.5588969   0.0027778892      2.1603572   0.0040430752
            180      1.7047809   0.0031913899      1.4520141   0.0026757086      2.0070978   0.0038836918
            190      1.5746186   0.0030744318      1.3425999   0.0025798879      1.8502246   0.0037387922
            200      1.4436018   0.0029497858      1.2317613   0.0024762868      1.6938649   0.0035869278
            210      1.3235101    0.002829229      1.1307076   0.0023765807      1.5497228   0.0034363553
            220      1.2059712   0.0027074589      1.0314637   0.0022815192      1.4092737   0.0033032097
            230      1.0965645   0.0025883681     0.93850896   0.0021760018       1.279651   0.0031459642
            240      0.9997296   0.0024727549     0.85696944   0.0021482238      1.1637672    0.003143971
            250     0.90469376   0.0023588291     0.77628603   0.0020106343      1.0511486   0.0029334865
            260     0.82714923   0.0022550966     0.70955538   0.0018986972     0.96103496   0.0027379592
            270     0.74632469   0.0021465745     0.64073106   0.0018071551     0.86576729   0.0026036153
            280     0.67565877   0.0020479475     0.58098576   0.0017305258     0.78179248   0.0024996963
            290      0.6028619   0.0019444157     0.51870252   0.0016390857     0.69676584   0.0023634644
            300     0.54439012   0.0018477725     0.46852419   0.0015559724     0.62867385   0.0022419129
            310     0.49249533   0.0017610468     0.42445306    0.001484426     0.56739428   0.0021394399
            320     0.44079916   0.0016718869     0.38013163   0.0014083583     0.50722208   0.0020361733
            330     0.40244544   0.0015957703     0.34740073   0.0013500465     0.46222187   0.0019565584
            340     0.36046334   0.0015135134     0.31135717   0.0012972659     0.41362753   0.0018980823
            350     0.32397439   0.0014407603      0.2798985   0.0012207898     0.37139251   0.0017720143
            360      0.2925828   0.0013678516     0.25293831   0.0011543258     0.33505157   0.0016704304
            370     0.26246763   0.0012995067     0.22745165   0.0011065799     0.29939474     0.00162173
            380     0.23922188    0.001242776     0.20717025   0.0010476783     0.27307705   0.0015153076
            390     0.21446083   0.0011784358     0.18592759   0.0010026113     0.24431799   0.0014674529
            400     0.19277996   0.0011215449     0.16706663  0.00094395299     0.21977475   0.0013681213
            410     0.17558011   0.0010709016     0.15217059  0.00090078596      0.2000619   0.0013068281
