# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      8.7851089    0.049812612      7.4735124    0.042089248      10.367958    0.059903218
            0.2      24.978146    0.083693733        21.2311    0.070719079      29.508546     0.10067503
            0.4      37.843989     0.10288828      32.120095    0.086881967      44.779391     0.12430228
            0.6      47.062187     0.11452349      39.852595    0.096399404      55.843592     0.13859713
            0.8      53.334592     0.12187449      45.061744     0.10234306      63.462513     0.14770182
              1      57.423956     0.12662005      48.446437     0.10621297      68.440374     0.15425983
            1.2       61.29184      0.1307891      51.605359     0.10955096      73.236069     0.15970275
            1.4      66.076996     0.13574127      55.598788     0.11349092      79.016195     0.16559248
            1.6      72.781827     0.14241558      61.226817     0.11912959      87.053874     0.17406946
            1.8      83.374112     0.15235244      70.198548     0.12752873      99.614931     0.18621548
              2      99.607337     0.16642297      83.910604     0.13915276      118.92663     0.20312574
            2.2      125.53821     0.18658997      105.85482     0.15609898      149.70648     0.22800743
            2.4      170.67699     0.21668091      144.15631     0.18146933      203.10853     0.26460973
            2.6      253.85727     0.26259592      214.77695     0.21995223      301.49982     0.32126857
            2.8      436.30216     0.33860727      370.58003     0.28433345      515.87239     0.41685848
              3      777.45058     0.44978008      668.24332     0.37672856      906.74437     0.55965416
            3.2      183.81528     0.24584819        156.876      0.2034836      216.33425     0.30610103
            3.4      38.264005     0.11642836      32.189287    0.094849995      45.847514     0.14745822
            3.6      9.4658907    0.059304555       7.869201    0.047627848      11.511314    0.076336241
            3.8      2.4526327    0.031155969      2.0276067    0.024744789      3.0037931    0.040687356
              4     0.67198047    0.016770203     0.55354289    0.013178384     0.82660937    0.022146455
            4.2     0.17901378   0.0087927369     0.14586164   0.0068444386     0.22334936    0.011788264
            4.4    0.057206738   0.0048513139    0.046166467   0.0037417814    0.072119983   0.0065401579
            4.6    0.016321554   0.0025248819    0.012914388   0.0019348421    0.021126085   0.0034302008
            4.8   0.0057915193   0.0016648698   0.0048217925   0.0012944317   0.0070613412    0.002109992
              5   0.0057915193   0.0016648698   0.0048217925   0.0012944317   0.0070613412    0.002109992
