#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.7566174     0.03620649      4.0933756    0.031029512      5.5211311    0.042933057
           -3.8      6.9745786    0.043723697      6.0003006    0.037506004      8.0992617    0.051670007
           -3.6      9.7998306    0.052009655       8.437093    0.044571303      11.371108    0.061515854
           -3.4      13.832639    0.061701699      11.888085    0.052833422      16.093326    0.073096731
           -3.2      18.990105    0.072219887      16.336743    0.061885171       22.06789    0.085622983
             -3      25.628176    0.083922457      22.022278    0.071867083      29.835027    0.099959569
           -2.8      33.803332     0.09633377       29.03317    0.083254131       39.38946     0.11712769
           -2.6      42.925792     0.10915337      36.802073    0.093044258       50.15287     0.13040159
           -2.4       53.25962     0.12093249      45.596486     0.10303155      62.358271     0.14451408
           -2.2      64.223955     0.13347558      54.907746     0.11350384      75.338327     0.16046419
             -2      74.971501     0.14350237      64.007692     0.12192508      88.118886     0.17266707
           -1.8      85.503171      0.1532877      72.862098     0.12982377       100.7478     0.18447691
           -1.6      94.519923     0.16150832      80.429923     0.13644531      111.57664     0.19480671
           -1.4      101.67724     0.16789937       86.38221     0.14153125      120.26323     0.20331091
           -1.2      107.15624     0.17286262      90.895704     0.14538366      126.99059     0.20999122
             -1      110.33515     0.17596735      93.481653     0.14787201      130.95016     0.21458706
           -0.8      111.80146     0.17787273      94.621369     0.14919309      132.85621     0.21750483
           -0.6      112.19329     0.17896934      94.878278     0.14983943       133.4446     0.21926087
           -0.4      112.05019     0.17979592      94.677715     0.15011194      133.40786     0.22042811
           -0.2      111.45848     0.18024536      94.135307     0.15028759      132.78453     0.22133549
              0      111.32601     0.18110394      94.028723     0.15090426      132.60675     0.22282266
            0.2       111.9237       0.182557      94.597636     0.15216105      133.20877      0.2249941
            0.4       112.1112     0.18375923      94.795183     0.15359976      133.37205     0.22849024
            0.6      111.64542     0.18446696      94.494708     0.15343945      132.66179     0.22734521
            0.8      110.53878     0.18453075      93.638352     0.15358767      131.20653     0.22798521
              1      107.27996     0.18307192      91.056652     0.15345769      127.02803     0.22834869
            1.2      101.81922     0.17966991      86.520135     0.14945916      120.40292     0.22172966
            1.4      94.426548     0.17440761      80.375541     0.14725809      111.42702     0.21981913
            1.6       85.17356     0.16698713      72.615982     0.13899089      100.29534     0.20686042
            1.8      74.893912     0.15775798      63.955326     0.13127912      88.001735     0.19527579
              2      64.282514     0.14724021      54.964678     0.12256359      75.399559     0.18255776
            2.2      53.259951     0.13504117      45.597808     0.11215052       62.35343     0.16713886
            2.4      42.821326     0.12193433      36.724739     0.10133427      50.006472     0.15123881
            2.6      33.782316     0.10865393      28.993217    0.090254271      39.402346     0.13460749
            2.8      25.593276    0.095210685      22.009296    0.079153187      29.765417     0.11838055
              3      19.081726    0.082420809        16.4066    0.068404046       22.19038     0.10241867
            3.2       13.78174    0.071407779      11.850484    0.059012229      16.021709     0.08895095
            3.4      9.7908105    0.059568724      8.4271278    0.049345108      11.364353    0.073962023
            3.6       6.953193    0.050034599       5.982717    0.041516096      8.0731241    0.062282269
            3.8      4.8214916    0.041748314      4.1551003    0.034592751       5.585669    0.051869206
              4      4.8214916    0.041748314      4.1551003    0.034592751       5.585669    0.051869206
