#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       23.49555    0.084053202      20.160042    0.070998269      27.364011     0.10132488
            0.2      65.598421     0.13959196      56.299785     0.12069609      76.391205     0.17451341
            0.4      97.121125     0.16871608      83.207958     0.14259698      113.40139      0.2045688
            0.6      117.03783     0.18532548      100.16877     0.15626303      136.89437     0.22492094
            0.8      128.49652     0.19342053      109.85512     0.16312359      150.56949     0.23515488
              1      135.19869     0.19858518      115.46228     0.16788447      158.68462     0.24374943
            1.2      139.61806     0.20156397      119.06629     0.16940166      164.21675     0.24535226
            1.4      143.98493     0.20471187       122.6818     0.17196434      169.59107      0.2496455
            1.6      149.62012     0.20889917      127.37188     0.17519793      176.46533     0.25501163
            1.8      157.74194     0.21444409      134.20262     0.18069458      186.23479     0.26422053
              2       169.5787     0.22211244      144.20295     0.18616131      200.37033     0.27216443
            2.2       184.8586     0.23162723      157.13197     0.19383875      218.60703     0.28353683
            2.4      205.07435     0.24368938      174.20821     0.20421444      242.75248     0.30014419
            2.6      229.89278     0.25773344      195.20342     0.21521768      272.31397     0.31653053
            2.8      258.54292     0.27268962      219.52927     0.22768738      306.26276     0.33564976
              3       253.1245     0.27082071      214.61751     0.22560132      300.34919     0.33397094
            3.2      87.620717     0.16523538       73.52384     0.13612892      105.13791     0.20651073
            3.4       34.79159     0.10609908      28.859549    0.086236402      42.259435     0.13429668
            3.6      15.719362    0.072187589      12.896625    0.058048299      19.319937    0.092584234
            3.8      7.3631132    0.050029046      5.9773258    0.039733302       9.153617    0.064789048
              4      3.6017824    0.035210176      2.8893924    0.027632415      4.5369629    0.046209505
            4.2      1.7165824    0.024533784      1.3637247    0.019100084      2.1847312    0.032514665
            4.4     0.79966465    0.016896222     0.62970513    0.013012694      1.0271088    0.022623038
            4.6     0.38737668    0.011818692     0.30169974   0.0090096254     0.50389735    0.016053668
            4.8      0.1937551   0.0084081218     0.14892573   0.0063334456     0.25578418    0.011541843
              5      0.1937551   0.0084081218     0.14892573   0.0063334456     0.25578418    0.011541843
