#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.2928153    0.041401196      5.1901072    0.034148581      7.7758378    0.051722252
            0.2        18.0072    0.070152117      14.901362    0.057994809      22.160601    0.087191667
            0.4      28.580262    0.088903828      23.690962    0.073509499       35.09884     0.11046106
            0.6      38.000658      0.1032839      31.530398    0.085342277      46.609488     0.12848929
            0.8      47.256632     0.11595157        39.2354     0.09573846      57.905682     0.14436256
              1      55.783126     0.12672539      46.371299     0.10457859        68.2327     0.15773802
            1.2      65.213102      0.1376304       54.28841     0.11473838      79.596953     0.17356025
            1.4       76.19595     0.14924405      63.543663     0.12326996      92.752699     0.18549989
            1.6      90.256423     0.16270326      75.499894     0.13462867      109.38673     0.20177099
            1.8      109.67776     0.17923749      92.043839     0.14866947      132.29941     0.22162603
              2      136.40955     0.19963757      114.96072     0.16604109      163.54107     0.24593536
            2.2      175.61758      0.2253169      148.68646     0.18817349      209.11606     0.27655361
            2.4       231.5947      0.2570891      197.18502     0.21560148      273.48477     0.31388922
            2.6      310.34586     0.29469462      265.77587     0.24835095      363.23283     0.35909701
            2.8      410.19193     0.33470801      353.35761     0.28292023      475.72664      0.4061995
              3      456.62767     0.35309934      394.42948     0.29965766      526.97833     0.43151042
            3.2      185.96177     0.23742768      158.43087     0.19863636      217.97452     0.29499453
            3.4      82.749123     0.16144169      69.595613     0.13287745      98.317115     0.20186869
            3.6      40.577329     0.11379908       33.78063    0.092719786       48.70061     0.14378539
            3.8      20.976962    0.082048764      17.308198    0.066419945      25.386797      0.1048734
              4      11.224754    0.060394593      9.1720686    0.048264999      13.711546    0.077487845
            4.2      6.2062275    0.045415291      5.0352342     0.03608982      7.6278822    0.058590477
            4.4      3.3527573    0.033948137      2.6999521    0.026742001      4.1459058    0.044024309
            4.6      1.9085166    0.025783659      1.5313606     0.02024554       2.363644    0.033542413
            4.8      1.1134515    0.020564024     0.88416499    0.015948434      1.3947411    0.027084489
              5      1.1134515    0.020564024     0.88416499    0.015948434      1.3947411    0.027084489
