# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.3606058    0.035083067       2.793619    0.028331914      4.0748756    0.044605852
           -3.8      4.5247638    0.040429154      3.7666215    0.032730687      5.4782246    0.051245727
           -3.6      5.8843529    0.046144284      4.9219316    0.037511637      7.0812409     0.05829441
           -3.4      7.8022167     0.05283262        6.54187    0.043024291      9.3610819    0.066698705
           -3.2      10.158448    0.060052056      8.5341332    0.049053331      12.161519    0.075606989
             -3      13.077165    0.067840216      11.010787    0.055546869      15.615772     0.08514653
           -2.8      16.787026    0.076806482      14.172695    0.062998787      19.979771     0.09605107
           -2.6       21.23122    0.086174736      17.971986    0.070834914      25.190973     0.10749759
           -2.4      27.066151    0.096779135      22.965624     0.07998538      32.023608     0.12096764
           -2.2      34.034197      0.1078881      28.913557    0.089129929      40.214366     0.13374334
             -2      42.728058     0.12013939      36.393507     0.09960936      50.334701     0.14850798
           -1.8      52.958123     0.13281505      45.139145     0.11024573      62.335555     0.16372721
           -1.6      65.711209     0.14669157      56.147359     0.12337616      77.111427     0.18355896
           -1.4      80.026937     0.16074057      68.421959     0.13421804      93.852529     0.19754614
           -1.2      96.636819     0.17503328      82.689121     0.14642874      113.22882     0.21443742
             -1      114.15992     0.18859965      97.737336     0.15802923      133.66612     0.23045653
           -0.8       132.0152     0.20101928      113.07193     0.16872798      154.48372      0.2452257
           -0.6      148.95379     0.21161663      127.61649     0.17788436      174.23103     0.25767666
           -0.4      162.51993     0.21941478      139.20641     0.18473592      190.14453     0.26740706
           -0.2      171.80927     0.22430454      147.06867     0.18873601      201.17896     0.27271348
              0      174.02918      0.2241473      148.84357     0.18876224      204.00636     0.27239054
            0.2      169.68686     0.22033296      144.97946     0.18821503      199.20243     0.27339113
            0.4      159.43643     0.21270126      135.89368     0.17897615      187.78487     0.25846772
            0.6      145.32962     0.20264389      123.65547     0.17095001      171.56047     0.24806513
            0.8      128.83698     0.19053454      109.37053     0.16008777      152.56558     0.23212455
              1      111.87705     0.17726586      94.757598     0.14889123      132.86525      0.2167847
            1.2      95.384961     0.16350716      80.628729     0.13709636      113.56725     0.19993125
            1.4       80.10887      0.1497641      67.537284     0.12542189      95.688249      0.1836583
            1.6      66.148154     0.13731902      55.636184     0.11523708      79.246395     0.17079845
            1.8      54.010663     0.12296069      45.330568       0.102538      64.870544      0.1511899
              2      43.841238      0.1105553      36.673979    0.091936171      52.870744     0.13616715
            2.2      35.347541    0.099209644      29.488484    0.082346207      42.765031      0.1225431
            2.4      28.144502    0.088677715      23.431403    0.073497422      34.133549     0.10992628
            2.6      22.232499    0.078735743      18.461919    0.065101972      27.042193    0.097846154
            2.8      17.474615    0.069769145      14.472495    0.057551832      21.325387    0.086840576
              3       13.74437    0.061958217       11.35447    0.050924993      16.819663    0.077351957
            3.2      10.734648    0.054782841      8.8414231    0.044934243      13.187067    0.068558318
            3.4      8.3249731    0.048153227      6.8368025    0.039428153      10.261662    0.060426876
            3.6      6.3358521    0.042008951      5.2012618    0.034356072      7.8118913    0.052773793
            3.8      4.7830017     0.03663371      3.9114041    0.029846421      5.9239878    0.046244451
              4      4.7830017     0.03663371      3.9114041    0.029846421      5.9239878    0.046244451
