#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      1.2041194    0.019578498     0.95358864    0.015368393      1.5213638    0.025517055
           -3.8      1.8176235    0.023408857      1.4478299    0.018405452      2.2846256    0.030499111
           -3.6      2.6443287    0.027495339       2.108662    0.021745402       3.326801    0.035590405
           -3.4      3.8461908    0.032981933      3.0771457    0.026167062      4.8307433    0.042636491
           -3.2      5.6805803    0.039920323      4.5603039    0.031815641      7.1194265    0.051426035
             -3      8.2064423    0.047810173      6.6077001    0.038291582      10.268074    0.061392389
           -2.8      11.947509    0.057485582      9.6631352    0.046265274      14.893038    0.073552281
           -2.6      16.996334    0.068377529      13.812283    0.055306725      21.094445    0.087136808
           -2.4      24.480748    0.081807541       19.97002    0.066507502      30.287353     0.10358863
           -2.2      34.613641    0.096923593      28.383848    0.079641838      42.609535      0.1229903
             -2      48.035312     0.11380082      39.564653    0.093479521      58.874783     0.14229153
           -1.8       65.08403     0.13199574      53.845846     0.10895989      79.420047     0.16420186
           -1.6      85.128385     0.15062212      70.791928     0.12509058      103.31376     0.18682617
           -1.4      107.70969     0.16898149      89.994358     0.14141202      130.05577       0.209737
           -1.2      132.33037     0.18722209      111.10603       0.156773      158.92113     0.22954436
             -1      155.77164     0.20301583      131.43432      0.1727045      186.01465     0.25182352
           -0.8      177.21239     0.21588538      150.21854     0.18233745      210.46309     0.26195174
           -0.6      192.95182       0.226109      164.32998     0.19210502      227.83394     0.27422069
           -0.4      201.91491     0.23221189      172.71594     0.19751584      237.10121     0.28019558
           -0.2      201.78242     0.23432761      173.20517     0.19918507       235.8809      0.2811835
              0      194.00709     0.23352067      167.01603     0.19853847      225.91972     0.28122434
            0.2      178.70694     0.22928201      154.16207     0.19425236      207.50166     0.27661305
            0.4       158.4599     0.22134205      136.79241     0.18670747      183.78135     0.26855181
            0.6       134.7301     0.21011276      116.28187     0.17614924      156.23312     0.25636315
            0.8      111.72064     0.19639428      96.307441     0.16373677      129.67632      0.2412446
              1      89.406091     0.18028334      76.953279     0.14947176      103.88654     0.22291185
            1.2      69.525453     0.16258024      59.713981     0.13486513      80.919432     0.20466768
            1.4      52.869458     0.14413596      45.262632     0.11832117      61.702246     0.18103372
            1.6      39.258486     0.12594694      33.478449     0.10264311      45.978499     0.15834603
            1.8      28.470394     0.10839004      24.189741    0.088070441      33.438751     0.13775874
              2      20.641017    0.092234265      17.433446     0.07442358      24.386214     0.11731281
            2.2      14.960991    0.078063942      12.540256    0.062651408      17.818263    0.099719743
            2.4       10.61743    0.065423699      8.8614542    0.052586142      12.682765    0.084750912
            2.6       7.719978    0.054747346      6.3886927     0.04358785      9.3053369    0.070486678
            2.8      5.5488157    0.045908739      4.5624865    0.036387512      6.7308177    0.059367814
              3      4.1268621    0.038598782      3.3665802    0.030533337      5.0476838    0.049921284
            3.2       2.905485     0.03190977      2.3607365    0.025180118      3.5638611    0.041359957
            3.4       2.075436    0.026643752      1.6797837     0.02095687      2.5521003    0.034671677
            3.6      1.4874627    0.022454365      1.1950287    0.017610616      1.8435797    0.029355091
            3.8     0.99872728    0.019221691     0.80184521    0.015051687      1.2355539    0.025262163
              4     0.99872728    0.019221691     0.80184521    0.015051687      1.2355539    0.025262163
