#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.86518232   0.0015209806     0.72830945   0.0012785916      1.0431865   0.0018559203
            360      1.8494708   0.0022261049      1.5628478   0.0018703785      2.2174442   0.0027137138
            380      2.0486876   0.0023645308      1.7334606    0.001983639      2.4500297   0.0028847908
            400      2.0357691    0.002379507      1.7244922   0.0019944163      2.4289437   0.0029046808
            420      1.9225275   0.0023314758      1.6298585   0.0019530502      2.2895238   0.0028476123
            440      1.7741973   0.0022611392      1.5057458   0.0018933079      2.1081424   0.0027617129
            460       1.613284   0.0021677735      1.3706594   0.0018160632      1.9126515   0.0026468301
            480       1.457225   0.0020804495      1.2392424   0.0017412589      1.7240897   0.0025391732
            500      1.2997756   0.0019682207      1.1063579   0.0016485166      1.5347151   0.0023993103
            520       1.161755   0.0018709837      0.9898998   0.0015896298      1.3688915   0.0023268498
            540       1.033633   0.0017721345      0.8813161    0.001484859      1.2159032   0.0021602769
            560     0.92259239   0.0016803693     0.78708684   0.0014171904       1.083698   0.0020655926
            580     0.81571948   0.0015855998     0.69611559   0.0013335997     0.95701718   0.0019484046
            600     0.72684853   0.0015004829     0.62039331   0.0012564678     0.85195821   0.0018269116
            620     0.64749175    0.001421731     0.55325229   0.0011932705     0.75733418   0.0017384688
            640     0.57323633   0.0013407117     0.49004603   0.0011234039     0.66956276   0.0016353618
            660     0.51099788   0.0012689378     0.43706209    0.001073825     0.59602451   0.0015789929
            680     0.45769397   0.0012021831     0.39135686   0.0010072372     0.53372027   0.0014695897
            700     0.40894942   0.0011382347      0.3496235  0.00095316219     0.47672312   0.0013914751
            720     0.36630944   0.0010793315      0.3134894  0.00090620293     0.42613336   0.0013267441
            740     0.32758273   0.0010223276     0.28046526  0.00085836277     0.38061188   0.0012586455
            760     0.29731086   0.0009751261     0.25454149  0.00081878023     0.34527686   0.0012080483
            780     0.26470737  0.00092020217     0.22640986  0.00076982062     0.30765609   0.0011311231
            800     0.23823489  0.00087575256     0.20379187  0.00073147377     0.27667263   0.0010753606
            820     0.21379688  0.00083173577     0.18297632  0.00069456485     0.24794851   0.0010264436
            840     0.19303946  0.00079122516     0.16522765  0.00066163029     0.22373565  0.00097874786
            860     0.17550682  0.00075406831      0.1501661  0.00062959068     0.20341183   0.0009325865
            880     0.15836095  0.00071829639     0.13554626  0.00059971434     0.18333382  0.00089192693
            900     0.14293553  0.00068330591     0.12229899  0.00057047163     0.16548462  0.00084950047
            920     0.12988225   0.0006522053     0.11106652  0.00055259884     0.15040259  0.00083475025
            940     0.11878486  0.00062196104     0.10152281  0.00051803233      0.1375691  0.00077634949
            960     0.10737659  0.00059265313     0.09183964  0.00049661933     0.12417851  0.00074783148
            980    0.098098123  0.00056683008    0.083784778  0.00047206922     0.11363158  0.00071191541
           1000    0.098098123  0.00056683008    0.083784778  0.00047206922     0.11363158  0.00071191541
