# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      15.487487    0.068806462      13.314372    0.058373212      17.973373     0.08374811
            0.2      44.226566     0.11565205      37.994123    0.097696506      51.385229      0.1400227
            0.4      67.635363     0.14218244      58.050015     0.12009417        78.7233     0.17221888
            0.6       85.89572     0.15955428       73.60395     0.13472766      100.23177     0.19386377
            0.8       100.3604     0.17184155        85.9134     0.14489306      117.32037     0.20825495
              1      111.35089     0.18073976      95.212631     0.15219433      130.41147     0.21931824
            1.2      120.86028     0.18841232      103.27305     0.15853572      141.72921     0.22896016
            1.4      130.15235     0.19498898      111.10656     0.16399566      152.87186     0.23706943
            1.6      139.53369     0.20170767      119.01985     0.16992236      164.11338     0.24670521
            1.8      151.14869     0.20960598      128.80603     0.17632185      178.04688      0.2562844
              2      165.00201     0.21892863      140.56322     0.18385103      194.50117     0.26765255
            2.2      181.17064      0.2292739      154.22482     0.19213607      213.83164     0.28008803
            2.4      202.75091     0.24219407      172.48834     0.20287048      239.54023     0.29664312
            2.6      228.71288     0.25672039      194.46966     0.21468367      270.44214     0.31448797
            2.8      257.38603     0.27173998      218.76201     0.22716607      304.52164     0.33394551
              3      261.25296     0.27461236      221.81925     0.23019037      309.46932     0.34079432
            3.2      129.31743     0.19760659      109.16969     0.16632974      154.19979     0.24963414
            3.4      74.016065     0.15063156      62.075087      0.1242737      88.936181     0.18742537
            3.6      46.703239     0.12030109      38.989016    0.098833095      56.417571     0.15046223
            3.8      30.758629    0.097916584      25.577989    0.080158027      37.324771     0.12294856
              4      20.827404    0.080852005      17.250894    0.065958835      25.392037     0.10192525
            4.2       14.16614    0.066771645      11.697763    0.054327371      17.331526    0.084441194
            4.4      9.7848249    0.055599148      8.0544196    0.045118233      12.015014    0.070636199
            4.6      6.8932654    0.046732002       5.658007    0.037794036      8.4945357    0.059451961
            4.8      4.8295051    0.039035211      3.9507972    0.031502584      5.9773213    0.049846756
              5      4.8295051    0.039035211      3.9507972    0.031502584      5.9773213    0.049846756
