#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      23.293207    0.083861067      20.000755     0.07112211      27.102443     0.10181019
            0.2      65.124088     0.13916463      55.863167     0.11755822      75.892527     0.16823348
            0.4       96.12048     0.16810445      82.369202      0.1419462      112.20094     0.20357991
            0.6      115.99727     0.18390291      99.261123      0.1551686      135.70418     0.22324059
            0.8      127.93884     0.19326674      109.33307     0.16269572      149.99049     0.23464625
              1      134.62885     0.19782557      114.93048      0.1664457      158.09108     0.24042913
            1.2      139.54498     0.20139782      119.00453     0.16927634      164.12292     0.24521351
            1.4      143.66168     0.20453075      122.42396     0.17211332       169.1717      0.2503201
            1.6      149.54032     0.20857181      127.30688     0.17523784        176.356     0.25528455
            1.8      157.87761     0.21438806      134.32899     0.17984706      186.37709     0.26244255
              2      169.56538      0.2221605      144.15501     0.18603457      200.42485     0.27191342
            2.2      185.45039     0.23200038      157.60887     0.19409428      219.35425     0.28400076
            2.4      206.27582     0.24433486      175.25603     0.20441158       244.1277     0.29972158
            2.6      230.57757     0.25793339      195.81494     0.21543386      273.07216     0.31649868
            2.8      259.21065     0.27329417      220.06683     0.22815039      307.12739     0.33644207
              3      254.53711     0.27169191       215.8998     0.22777532      301.87079     0.33845988
            3.2      87.435811     0.16528679      73.413099     0.13856582      104.83418     0.21125081
            3.4       34.64109     0.10601791      28.727134    0.086128253      42.092477     0.13421861
            3.6      15.677201    0.072332048      12.868704    0.058098582      19.253673      0.0927606
            3.8       7.418278    0.050278542       6.013946     0.03988894      9.2396919    0.065294544
              4      3.5410232    0.034858834      2.8462239    0.027442097      4.4488209    0.045760907
            4.2      1.7020171    0.024367519      1.3582899    0.019007358      2.1537061    0.032414764
            4.4     0.83815422    0.017325394     0.65708605    0.013278761      1.0832495    0.023289911
            4.6     0.39210231    0.011934073     0.30615487    0.009147117     0.50884789    0.016142779
            4.8     0.19215617   0.0083348243     0.14821621   0.0063037784     0.25272472    0.011372754
              5     0.19215617   0.0083348243     0.14821621   0.0063037784     0.25272472    0.011372754
