#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.5173976    0.036354687      3.8532131     0.03070908      5.3208218    0.043978928
           -3.8      6.5325243    0.043696252      5.5777727    0.036957695      7.6831338    0.052762756
           -3.6      9.2700195    0.051949059      7.9102311    0.043926076      10.911315    0.062820359
           -3.4      13.217388    0.061814006      11.277673    0.052291149       15.55994    0.074740153
           -3.2        18.2504    0.072591853      15.556482    0.061337855      21.509208    0.087734723
             -3      24.547253    0.084198782      20.924307    0.071145871      28.927159     0.10189626
           -2.8      32.331393    0.096407422      27.570743    0.081491536      38.078909     0.11659711
           -2.6      41.512601     0.10912761      35.371505    0.092112307      48.940533     0.13187579
           -2.4      51.374277     0.12128604      43.791523     0.10243703      60.531957       0.146665
           -2.2      62.204696      0.1334578      53.010202     0.11260566      73.312858     0.16136476
             -2      72.315384     0.14398469      61.647682     0.12154789      85.183843     0.17446325
           -1.8      82.050947      0.1534029      69.929142     0.12929296      96.666501     0.18561213
           -1.6      90.890214     0.16164136      77.466944     0.13628291      107.05721     0.19594974
           -1.4      97.485442     0.16777397      83.135888      0.1414054      114.70831     0.20355017
           -1.2      102.08757     0.17205986      87.074238     0.14533123      120.06341     0.21000504
             -1      104.66756      0.1751654       89.32487     0.14819358      122.98557      0.2151022
           -0.8      105.74008     0.17638606       90.24173      0.1482951      124.20316      0.2141479
           -0.6       105.6323     0.17760085        90.1795     0.14935682      124.00644     0.21652317
           -0.4      105.03306     0.17713467      89.612749     0.14864397      123.39145     0.21538949
           -0.2      105.20324     0.17809089      89.813742     0.14976156      123.47707     0.21806147
              0       105.0856     0.17859481      89.655654     0.14963038      123.44367     0.21792558
            0.2      106.47995     0.18040675      90.837452     0.15106785      125.11329     0.22058868
            0.4      107.68987     0.18178165      91.834586     0.15213229      126.61357     0.22257744
            0.6      108.90714     0.18325047      92.774058     0.15332676      128.25712     0.22521887
            0.8      108.60985     0.18348527      92.457037     0.15305123      128.04551     0.22529205
              1      107.17624     0.18254778      91.140118     0.15207534      126.56819     0.22445104
            1.2      104.05121      0.1799106      88.415033     0.15067404      123.02665     0.22350607
            1.4      98.676854     0.17523626      83.735952     0.14577042       116.9007     0.21657188
            1.6       91.11742     0.16833791      77.212003     0.14022205      108.16822     0.20912953
            1.8       82.18854     0.15959419      69.562169     0.13503057      97.742106     0.20294644
              2       72.23018      0.1492143      61.000313       0.123758      86.142999     0.18505487
            2.2      61.862345       0.137651      52.088726     0.11395724      74.069574     0.17104878
            2.4      51.248704     0.12480364      43.058223     0.10337855       61.53262     0.15564838
            2.6      41.365231     0.11148409      34.694051    0.092512791      49.777176     0.13999489
            2.8      32.550711    0.098441016      27.220269    0.081348763      39.320655     0.12287737
              3      24.791752    0.085653887      20.696676    0.070759909      30.015933     0.10708691
            3.2      18.437114     0.07457789      15.371078    0.061426596      22.359095    0.093440722
            3.4      13.450578    0.062483554      11.186924    0.051570511       16.36114    0.078023664
            3.6      9.6227525     0.05277699       7.994592    0.043592543       11.72337    0.066166346
            3.8      6.7187167    0.044116822      5.5717537    0.036333618      8.2034737    0.055457601
              4      6.7187167    0.044116822      5.5717537    0.036333618      8.2034737    0.055457601
