#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.15492196   0.0082281185     0.12218953   0.0062267204     0.19754991    0.011223743
           -3.8     0.28292616    0.011006254     0.22298932   0.0083714493     0.36218732    0.014899996
           -3.6     0.47306307     0.01412309     0.37735734    0.010862248     0.59687894    0.018882888
           -3.4     0.83722575    0.018623682     0.67560896    0.014473966      1.0425314    0.024742944
           -3.2      1.4380515    0.024350648      1.1659156     0.01901688      1.7823601    0.032018104
             -3      2.2622062    0.030268306      1.8495818    0.023838814      2.7766841    0.039602642
           -2.8      3.6061036    0.038209551      2.9681018     0.03023852      4.3969617    0.049649743
           -2.6      5.6274156    0.047301998      4.6696464    0.037782375      6.7961437    0.061110702
           -2.4      8.7479333    0.058664934      7.3014387    0.047104898      10.507423    0.075040342
           -2.2      13.111535    0.071252235      11.021987    0.057904754      15.621354    0.091368243
             -2      19.832597    0.086372003      16.729626    0.070257642      23.560563     0.10891464
           -1.8      29.180619      0.1035456      24.723559    0.084709155      34.515845     0.12990603
           -1.6      42.374172     0.12301476      36.037997     0.10121197      49.932037       0.153424
           -1.4       60.90281     0.14484998      51.908634     0.11990109      71.635259     0.17973372
           -1.2       85.47592     0.16869216      73.039531     0.14122701      100.27862     0.21055664
             -1      116.65957     0.19347014      99.774783     0.16141881      136.77042     0.23743622
           -0.8      153.60474     0.21807761      131.53676     0.18264952      179.84081     0.26658878
           -0.6      192.67428     0.24003048      165.03626     0.20163534      225.53214     0.29284976
           -0.4      227.65997      0.2568329      195.02888     0.21781167       266.4551     0.31586905
           -0.2      250.62311     0.26621053      214.49744     0.22421847      293.69089     0.32325138
              0      255.04398     0.26643768      218.01809     0.22512685      299.35679     0.32482382
            0.2      240.51862     0.25761809      205.19646     0.21720881      283.05648      0.3132536
            0.4      212.03836     0.24143176      180.41928     0.20324154      250.39638     0.29366924
            0.6      176.02792     0.22101565      149.34717     0.18565843      208.64483     0.26976625
            0.8       140.0183     0.19670795      118.41058     0.16585795      166.61837     0.24302913
              1       107.3324     0.17278275       90.37848     0.14437071      128.39395      0.2119739
            1.2      79.782767     0.14884745      66.889244     0.12396601      95.914344     0.18340527
            1.4      57.879948     0.12693267      48.321975     0.10555047      69.910115     0.15765661
            1.6      41.536691     0.10757092      34.488477    0.088827739      50.481645      0.1340077
            1.8      29.020159    0.090123831      23.960314    0.073963956      35.486273     0.11273001
              2      19.683907    0.074346705      16.161996    0.060738873      24.213223    0.093694131
            2.2      13.247132    0.061128817       10.80905    0.049601887      16.409013    0.077627571
            2.4      8.7683189    0.049846207      7.1089639    0.040162305      10.937322    0.063816111
            2.6       5.648679    0.040136508      4.5494281    0.032134596      7.0968657     0.05169448
            2.8      3.6289567    0.032118318      2.9058429    0.025596945      4.5870485    0.041809191
              3      2.2241197    0.025410159      1.7688772    0.020057307      2.8325489    0.033235724
            3.2      1.3757321    0.019941083      1.0837927    0.015600547      1.7704767    0.026284296
            3.4     0.80282246    0.015125571     0.62820992    0.011779769      1.0407457    0.020021636
            3.6     0.46311691    0.011767808     0.36033275   0.0090841789     0.60413156    0.015734505
            3.8     0.28252183   0.0091601283     0.21669132   0.0069916392     0.37456384     0.01239813
              4     0.28252183   0.0091601283     0.21669132   0.0069916392     0.37456384     0.01239813
