#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0097402824   0.0016012125   0.0082707813   0.0013636719    0.011364913   0.0018807946
           -3.8    0.047121907   0.0036379851    0.040554397   0.0031048671    0.053939922   0.0042727584
           -3.6      0.2100742   0.0076562903     0.18007167   0.0065219479     0.24271272   0.0090623835
           -3.4     0.64608917    0.013334773     0.55474136    0.011398425     0.74616125    0.016002864
           -3.2      1.7048282    0.021663123      1.4661773    0.018535231      1.9696957    0.025673046
             -3      3.8536962    0.032519866      3.3135424    0.027894486       4.458993    0.038650508
           -2.8      7.6370902    0.045723049       6.558942    0.039152523       8.867401    0.054143544
           -2.6      13.630353    0.061045801      11.700502    0.052249371      15.856288    0.072454831
           -2.4      22.148829    0.077829443      19.017318    0.066583797      25.780657    0.092555084
           -2.2      33.293686    0.095385974      28.540873    0.081469912      38.870454     0.11367249
             -2       47.21849       0.113592      40.444029    0.097797407      55.217894     0.13879695
           -1.8      63.235739     0.13150267      54.055502     0.11189822      74.177956      0.1578246
           -1.6      81.127698     0.14943402       69.21557     0.12678535      95.431708     0.18005225
           -1.4      100.00846     0.16534791      85.162398     0.13989306      117.94793     0.19919012
           -1.2      118.94366     0.18054082      101.15234     0.15243453      140.51422     0.21814674
             -1       137.0632     0.19458864      116.41982     0.16386306      162.17001     0.23598037
           -0.8      153.37328     0.20555318      130.15319     0.17302366      181.66827     0.25015133
           -0.6      166.22436     0.21465721      140.93813      0.1803785      197.09052     0.26155494
           -0.4       175.5129     0.22150316      148.73117     0.18567741      208.24003     0.27030755
           -0.2      180.04174     0.22557842      152.52613     0.18881808      213.69027     0.27579733
              0      180.09555     0.22705744      152.57923     0.18984025      213.73121     0.27812585
            0.2      175.11257     0.22580371      148.42538     0.18924361       207.7025     0.27874982
            0.4      166.24728     0.22191971      140.93368     0.18509929      197.15869     0.27274859
            0.6      153.26746      0.2156726      130.06545     0.18000156      181.53426      0.2662945
            0.8      137.42267     0.20653807      116.75013      0.1726581      162.54465     0.25606702
              1      118.71952     0.19498814      101.01313      0.1621332      140.15142     0.24102697
            1.2      100.06504     0.18168063      85.248296     0.15080417      117.94517     0.22498635
            1.4      81.293307      0.1661949      69.404739      0.1405307      95.537579      0.2120677
            1.6       62.96946     0.14869029      53.822031     0.12312213      73.878009     0.18542756
            1.8      47.080769     0.13123733      40.315747     0.10824008      55.080885     0.16413245
              2       33.32246      0.1115386       28.56021    0.091837025      38.913508     0.13996529
            2.2      21.983587    0.092300969      18.875289    0.075843338      25.588929     0.11645302
            2.4      13.653909    0.073519825      11.709015    0.060036693      15.904571    0.092967533
            2.6      7.6717531     0.05583282      6.5948017     0.04553119      8.8939135    0.071349452
            2.8      3.8471813    0.040515371      3.3213038    0.032899373      4.4281462      0.0519701
              3      1.7546777    0.027510967      1.5082168    0.022166856       2.028396    0.035574989
            3.2     0.63803512    0.017065085     0.54998628    0.013637814     0.73325617    0.022245472
            3.4     0.18613288   0.0094265219     0.16185462   0.0075026438     0.21059965    0.012589449
            3.6    0.040794875   0.0046214746    0.036105649   0.0036360669    0.045250972    0.005746888
            3.8   0.0096974005   0.0018113288   0.0081390104   0.0014699663    0.011459436   0.0023048035
              4   0.0096974005   0.0018113288   0.0081390104   0.0014699663    0.011459436   0.0023048035
