#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.8971738    0.032922114      3.1986465     0.02696083      4.8431599    0.041435439
            0.2      11.136293    0.055622745      9.1823743    0.045765889      13.764051    0.069574238
            0.4      18.282951    0.071462922      15.109606     0.05889235      22.533056    0.089195897
            0.6      25.274569    0.084482415      20.942264    0.069690401      31.049565     0.10531208
            0.8      32.479063    0.096019034      26.941449    0.079260701      39.837848     0.11960373
              1      40.343662     0.10749194       33.53694    0.088778188      49.340927     0.13369044
            1.2      48.935748     0.11864356       40.76908    0.098137666      59.667771     0.14737502
            1.4      59.859432     0.13155948      50.000768     0.11012141      72.721618     0.16536529
            1.6      73.230621     0.14592486        61.3287     0.12101189       88.63264     0.18045824
            1.8      91.565193     0.16336934      76.959215     0.13580907       110.2674       0.201481
              2      116.60194      0.1841237      98.386127     0.15346979      139.61768      0.2262218
            2.2      152.72794     0.21047213      129.49946     0.17608715      181.55976     0.25787872
            2.4      204.63328     0.24220713      174.45446     0.20346324      241.31841     0.29526662
            2.6      279.20054     0.28060216      239.36181     0.23645472      326.42823      0.3403984
            2.8      375.01531     0.32164999      323.43625      0.2724984      434.36511     0.39045455
              3      433.35445     0.34490157      374.74425      0.2919355      499.59464     0.41825515
            3.2      224.67489     0.25722453      191.89642     0.21719461      263.09889     0.31954883
            3.4      132.82668     0.20085881      112.29581     0.16746393      157.50301     0.25117854
            3.6      86.248266     0.16291555      72.310749     0.13413134       103.3169     0.20278021
            3.8      58.257048     0.13448503      48.554742      0.1102162       70.27591     0.16852659
              4      40.586269     0.11243892      33.632416    0.091801648      49.293005     0.14189339
            4.2      28.764969    0.094856751      23.705267      0.0769378      35.162422     0.11980562
            4.4      20.246312     0.07995696      16.625098    0.064584966      24.846613     0.10143406
            4.6      14.582303    0.067994778       11.92971    0.054759392      17.968142    0.086584917
            4.8      10.612927    0.058217941      8.6484961    0.046733578       13.13193    0.074544684
              5      10.612927    0.058217941      8.6484961    0.046733578       13.13193    0.074544684
