#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      15.684812    0.069108947      13.473277    0.058348342      18.220621    0.083395581
            0.2      44.572524     0.11595569        38.3122      0.1012889      51.752783     0.14727481
            0.4      68.542229     0.14294187      58.797609     0.12076255      79.835374     0.17336025
            0.6      87.028053     0.16046614      74.573092      0.1354475      101.55416     0.19456874
            0.8      100.70817     0.17219925      86.235143     0.14521473      117.68642     0.20855912
              1      112.36963     0.18138385      96.098104     0.15304399      131.58855     0.22063999
            1.2      121.82471     0.18865443      104.08657     0.15878286      142.88316     0.22912115
            1.4      130.45811     0.19516547      111.39158     0.16520012       153.1924     0.24000538
            1.6      139.94811     0.20275665      119.40171     0.17059643      164.54891     0.24798007
            1.8      150.87049     0.20967415      128.57315     0.17678275      177.71853     0.25704868
              2      164.40414     0.21860298      140.03677     0.18340459      193.83338     0.26679534
            2.2      181.26528     0.22925582       154.3038     0.19220982      213.94447      0.2802811
            2.4      202.37304     0.24204875      172.14357     0.20268931      239.13689     0.29643996
            2.6      227.51682     0.25592848      193.41258     0.21413827      269.09917     0.31398908
            2.8      256.45618     0.27137151      217.98005     0.22712657      303.40044     0.33442465
              3      260.28059     0.27390527      220.95075     0.22850213      308.39563     0.33724759
            3.2      128.75421     0.19699531      108.62858      0.1633581      153.64552     0.24383582
            3.4       73.71738      0.1504894      61.861306     0.12428699      88.506646     0.18745923
            3.6      46.794694     0.12050034      39.079666    0.099015228      56.495387     0.15060445
            3.8      30.661815    0.098005418      25.502803    0.080208486      37.196375     0.12301041
              4      20.587566    0.080497887       17.06775    0.065724383       25.07021     0.10144906
            4.2      14.066416     0.06681649      11.610829    0.054277732      17.219404    0.084552045
            4.4       9.851554    0.055800986      8.1073222    0.045226595      12.103252    0.070684475
            4.6      6.7662197    0.046361266      5.5495928    0.037482205      8.3457718    0.059010679
            4.8       4.807806    0.039055589       3.935873     0.03150987      5.9440308     0.04975152
              5       4.807806    0.039055589       3.935873     0.03150987      5.9440308     0.04975152
