# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      4.4279569    0.035390052      3.7577102    0.029845841      5.2441041    0.042678985
            0.2      12.898486    0.060216871       10.92655    0.050717344       15.30827    0.072688784
            0.4      20.353645    0.075679181      17.237121    0.063766287      24.162417    0.091583931
            0.6      27.021535    0.087100456       22.84685    0.073223788      32.142053     0.10536349
            0.8      33.071951    0.096201226      27.949904    0.080878947      39.354218     0.11679905
              1      38.659717     0.10397566      32.621385    0.087217099       46.08879      0.1261446
            1.2      44.177785     0.11104999      37.248624    0.093086912      52.716498     0.13494093
            1.4      50.262179     0.11852552      42.369691    0.099343617      59.989056      0.1442991
            1.6      57.644494     0.12684508      48.564035     0.10632335      68.844701     0.15479895
            1.8      67.362206     0.13692271       56.73493     0.11461205      80.479515      0.1667998
              2      80.580874     0.14969466      67.886252     0.12532297      96.231328      0.1826214
            2.2      100.45629     0.16686824      84.636115     0.13960415      119.95405     0.20346987
            2.4      132.86248     0.19144079      112.01457     0.16028625      158.51978     0.23395664
            2.6      190.71097     0.22874644      160.98821     0.19185152      227.21495     0.28100829
            2.8       314.9737     0.29101239       266.5657     0.24398712      374.19551     0.35753436
              3      583.66743     0.39527261      499.20229     0.33169656       685.0914      0.4900506
            3.2      328.39975     0.31234618      282.18801     0.26185025       382.9873     0.38371973
            3.4      182.74338     0.23794906      156.70947     0.19920058      213.50918     0.29223175
            3.6      111.29335     0.18744847      95.109536     0.15696017      130.52797     0.23187109
            3.8      70.857165     0.15029207      60.317873     0.12502008      83.481907     0.18547257
              4      46.619782     0.12226682      39.583712     0.10149924      55.085752     0.15132327
            4.2      31.801888     0.10094427      26.917083    0.083663262      37.724945     0.12534223
            4.4      22.114484    0.084161824      18.657087    0.069600979      26.340253     0.10483697
            4.6      15.762386    0.070933492      13.273564    0.058582683      18.812458    0.088377099
            4.8      11.336518    0.060253303      9.5428437    0.049757972      13.535021    0.075406732
              5      11.336518    0.060253303      9.5428437    0.049757972      13.535021    0.075406732
