#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.8214289    0.036581335      3.9462282     0.02986723      5.9646552    0.046099869
           -3.8      6.4037757    0.042187499      5.2539517    0.034531968      7.9004376    0.053066197
           -3.6       8.279341    0.047981398      6.8091145    0.039350919      10.186586    0.060230346
           -3.4      10.702608    0.054622966      8.8197926    0.044846996      13.134156    0.068581676
           -3.2      13.853427    0.062098163      11.443674    0.051115917      16.956329    0.077511589
             -3      17.639551    0.070173803      14.600049    0.057813926       21.54301    0.087304991
           -2.8      22.370052    0.078953412       18.57101    0.065297614      27.221063    0.098168887
           -2.6      28.315252    0.088898637      23.564659    0.073597634      34.356056     0.11012537
           -2.4      35.468459    0.099514047       29.59398    0.082655097      42.903695     0.12324603
           -2.2      44.041978     0.11088823      36.846882    0.092281161      53.104895      0.1366013
             -2      54.029761     0.12294648      45.326705     0.10271913      64.930039     0.15174811
           -1.8      66.281391     0.13624886      55.753262     0.11386928      79.396031     0.16740279
           -1.6      80.119183      0.1498998      67.555347     0.12557968      95.689501     0.18395008
           -1.4      95.407095     0.16365902       80.66694      0.1395882      113.55638     0.20502319
           -1.2      111.82515     0.17781952      94.735891     0.14917285      132.76403      0.2171516
             -1      129.04832     0.19058655      109.56487     0.16016325      152.78754     0.23222403
           -0.8      145.14676     0.20257067      123.52862     0.17070486      171.30075     0.24724233
           -0.6      159.63175     0.21296358      136.13537     0.18021905      187.87338     0.26107908
           -0.4      169.23155     0.22011125       144.5454     0.18532039      198.75332     0.26748406
           -0.2      174.55013     0.22436009      149.29613     0.18920641      204.60367     0.27336579
              0      171.35356     0.22395077      146.69231     0.18847793      200.62469      0.2722956
            0.2      162.18585     0.21929295      138.91721     0.18531263      189.76323     0.26913571
            0.4      148.52609     0.21151893       127.2397     0.17774156      173.74934     0.25758568
            0.6      131.62306     0.20125969      112.72643     0.16874876      154.03732     0.24544667
            0.8      113.72211     0.18835143      97.373838     0.15785619       133.1289     0.23023489
              1      96.281985     0.17524434       82.38886     0.14649276      112.80076     0.21468345
            1.2      79.815944     0.16055241      68.265306      0.1346106      93.557225     0.19863889
            1.4      65.780377     0.14679525       56.17227     0.12227842      77.261519     0.18066177
            1.6      53.217161     0.13319842      45.381564     0.11064154      62.598867     0.16419996
            1.8      42.806651     0.12003653       36.44058    0.099599518      50.458068     0.14891325
              2      34.227184     0.10772411      29.070085    0.089047401      40.455756     0.13344932
            2.2      27.129633    0.096565627      23.005332    0.079604164      32.125494     0.12004717
            2.4      21.446009     0.08602308      18.130926    0.070738256      25.487083     0.10723443
            2.6      16.753045    0.076428868      14.139107    0.062697436      19.949525    0.095426696
            2.8      13.052372    0.067644835      10.984217    0.055338372      15.596475      0.0847996
              3      10.120572    0.059774234       8.499483     0.04878956      12.121805    0.075037153
            3.2      7.8492439    0.052750322      6.5721771    0.042936946      9.4362675    0.066446182
            3.4      5.9933308    0.046266539      5.0058851    0.037603266      7.2262698    0.058504012
            3.6      4.4813677    0.040321406      3.7408299    0.032716464      5.4054518    0.051336465
            3.8       3.505336    0.035403944      2.9164693    0.028664843      4.2445947    0.045083741
              4       3.505336    0.035403944      2.9164693    0.028664843      4.2445947    0.045083741
