              0     0.19378996    0.009076879     0.18129109   0.0063785871     0.20402322     0.01368908
             10     0.58816399    0.017322851     0.54580954    0.012181894     0.62526973    0.025948539
             20     0.92635565    0.021394428     0.86953073    0.015140061     0.96818989    0.031936393
             30      1.2564476    0.026054722      1.1707737    0.018435956      1.3326927    0.038806418
             40      1.6322059    0.029902074      1.5176827    0.021191739      1.7376654    0.044488443
             50      1.8174025    0.030065491      1.6965994    0.021210356        1.92288    0.045102836
             60      2.0159229    0.033355767      1.8829527    0.023566373      2.1347478     0.04988137
             70       2.176979    0.040422251      2.0234529    0.028786072      2.3270652    0.059593761
             80       2.200739    0.044898444      2.0726001    0.031666397      2.3040979      0.0667285
             90      2.3315714    0.037328718      2.1781054    0.026300634      2.4687913    0.055993911
            100      2.2919412    0.041684052      2.1547107    0.029486249      2.4062259     0.06205212
            110      2.2039489    0.044562092      2.0905534    0.031737023        2.28643    0.065720983
            120      2.1704617    0.043724024      2.0499288     0.03106913      2.2621858    0.064660815
            130      2.1447171    0.040795457      1.9975256    0.028813661      2.2766368    0.060835045
            140      1.9759043    0.039801582      1.8674551    0.027997797      2.0451233    0.059624091
            150      1.9095657    0.037924349      1.7918116    0.026653371      2.0130699    0.056999599
            160      1.7733335    0.039110097      1.6794674    0.027603324      1.8350223    0.058389607
            170      1.6399242    0.038472382      1.5511326    0.027146646      1.6950318    0.057384124
            180      1.5745802     0.03856138      1.4682239    0.027008112      1.6693438    0.057852141
            190       1.461194    0.035039899      1.3571552    0.024609573       1.557797    0.052543893
            200      1.2872193    0.033221391      1.2092603    0.023337683      1.3445276     0.04981365
            210       1.168523    0.032522789      1.1021282     0.02286754      1.2168348    0.048708605
            220       1.043597     0.03209888     0.98481289    0.022602096      1.0789761    0.047867178
            230     0.97520074    0.029390663     0.91599473    0.020712243      1.0191608    0.043877025
            240     0.85747652    0.025972003       0.814062    0.018189735     0.88683302    0.039184778
            250     0.77756809    0.025187433     0.73869332    0.017666217     0.79878565    0.037882607
            260     0.72134319    0.023749197     0.67640885     0.01667611     0.75540821    0.035648518
            270     0.62545653    0.022464565     0.58864006    0.015716812     0.65360654     0.03382398
            280     0.56460474    0.020714361     0.53668964    0.014488265     0.57644563    0.028504341
            290     0.51769677    0.019167943      0.4893994    0.013390904     0.53627033    0.028973472
            300     0.45288041     0.01828171     0.42610904    0.012741705     0.46953735    0.027632317
            310     0.40056807    0.017057931     0.38063401    0.011911728     0.41030631    0.025751451
            320     0.40572896    0.016401925     0.37224665    0.011441638     0.43852651    0.024743362
            330      0.3346246    0.015395533     0.31583735    0.010778248     0.34836513    0.023166751
            340     0.30448871       0.014626     0.28626708    0.010250577     0.31775519    0.021972997
            350     0.26296676    0.013411078     0.24984665   0.0093944888     0.27004109    0.020158799
            360     0.22814396     0.01208225     0.22023997   0.0084450803     0.22981122    0.016524443
            370     0.21066536    0.011198764     0.19925272    0.007846575     0.21516986    0.015233409
            380     0.19975709    0.010468391     0.18714991   0.0073109824     0.21040676     0.01581802
            390     0.17262058    0.010373943     0.16285595   0.0071718808     0.17822837    0.014238247
            400     0.16739633   0.0087766129     0.15462812   0.0061264291     0.18126588     0.01329297
            410     0.12494691    0.008132794     0.11777843    0.012400594     0.12527389   0.0074389047
            420     0.12649523   0.0075071304      0.1211829   0.0052053638     0.12762936     0.01031496
            430     0.12377952   0.0070330411     0.11440398   0.0048905846      0.1328463    0.010692689
            440    0.093458704   0.0068207197    0.090533957    0.010308165    0.093576775   0.0075775701
            450    0.087548137   0.0068740368    0.084246843   0.0048061449     0.08771633   0.0092685517
            460    0.077930083   0.0061401198    0.073876922   0.0042810872    0.080376563    0.008292431
            470    0.069611582    0.005299682    0.066349213   0.0036319843    0.070491571   0.0059584035
            480    0.066064999   0.0047639227    0.063614467   0.0032931243    0.067007965   0.0053036803
            490    0.066708354   0.0045930455    0.062150916   0.0031985642    0.071432048   0.0069975491
            500    0.060284177   0.0045480414    0.055351715   0.0031470214    0.064225385   0.0069211266
            510    0.048856131   0.0041297325    0.046080173   0.0028658946    0.050478151   0.0062822998
            520    0.045830352   0.0038130941    0.043231795    0.002643096    0.047452548   0.0051953456
            530    0.044854797   0.0034657312    0.041132515   0.0024048764    0.048368211   0.0052747707
            540    0.037970481   0.0033267652    0.036076378   0.0022993078    0.039235442   0.0045443046
            550    0.031805012   0.0028999454    0.030875015   0.0020081691    0.031976077   0.0039843064
            560    0.032425156   0.0027641025    0.030422405   0.0019065876    0.033399314   0.0042394402
            570     0.02366478   0.0026007827    0.022914928   0.0039840456     0.02371263   0.0029045506
            580    0.021652714    0.002295172    0.019926697   0.0035414338    0.022034037   0.0020919366
            590    0.021630117   0.0022219772    0.020085199   0.0034383115     0.02194659    0.002016586
            600    0.018678138   0.0021184032       0.017792   0.0032538271    0.018973104   0.0019228785
            610      0.0192933   0.0019950011    0.018499267   0.0013855252    0.019728556   0.0027220689
            620    0.018147376   0.0020706434    0.017162177   0.0014219454    0.018500948   0.0028091027
            630    0.015733914   0.0018513977    0.014913601   0.0012826667    0.015939874   0.0020684955
            640    0.015210826   0.0017671106     0.01406894   0.0012198808    0.015831093   0.0026920857
            650     0.01324607   0.0014505519    0.012324376  0.00099955386    0.013897702    0.001982624
            660    0.012907223    0.001419353    0.012087449  0.00098443547    0.013744292   0.0021831279
            670    0.013643092    0.001296683    0.012467236  0.00089795634    0.015077619   0.0020011431
            680   0.0091119153   0.0011993419   0.0088239496  0.00082348406   0.0091351493   0.0013449899
            690    0.009873802   0.0011822707   0.0092978709   0.0008134469     0.01034236   0.0018221994
            700    0.010001839   0.0010888866   0.0090655928  0.00075192098    0.010955435   0.0016723734
            710   0.0057065039   0.0011495331    0.004977412   0.0017604068    0.005853038  0.00087605318
            720   0.0065712735   0.0010314095   0.0062754354   0.0015733071   0.0065712735   0.0010314095
            730   0.0072901725  0.00095071564    0.006789124  0.00065453999   0.0077776097   0.0014644469
            740   0.0045481056    0.001116282   0.0038143279   0.0016708474   0.0047812575  0.00078282388
            750   0.0051120122  0.00078290358   0.0049728643   0.0012143588    0.005147505  0.00070839361
            760   0.0034635642  0.00076059501    0.002455805   0.0011715382   0.0038348231  0.00052463519
            770   0.0057153716  0.00069121075   0.0053008383  0.00048332941   0.0063108353   0.0010655456
            780   0.0059935029  0.00078960118   0.0054877161  0.00054657435   0.0065274822   0.0012105835
            790    0.002485042  0.00075975567   0.0020765821    0.001148382   0.0026220302  0.00052655968
            800    0.002485042  0.00075975567   0.0020765821    0.001148382   0.0026220302  0.00052655968
