#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.7880001    0.036613536      4.1024487    0.031208813      5.5464352    0.043636986
           -3.8      6.3303873    0.042082482      5.4364298    0.035964928      7.3148128    0.050105361
           -3.6      8.2485685    0.048037341      7.1057311    0.041144567      9.4929786    0.057014469
           -3.4      10.677412    0.054540058      9.2235352    0.047341989      12.241169    0.066278979
           -3.2      13.855618    0.062157851        12.0044    0.053737274      15.828622    0.073758933
             -3      17.733721    0.070262456      15.386532    0.060633503      20.229112    0.082523981
           -2.8       22.43976    0.078968028      19.551278    0.071213035      25.444633     0.10319302
           -2.6      28.366513    0.088957034      24.772517    0.077567374       32.08107     0.10495881
           -2.4      35.368737    0.099339296      30.959873    0.086310256      39.884854     0.11581766
           -2.2      44.000395     0.11082421      38.635006    0.096558347      49.416723     0.12886509
             -2       54.04017     0.12292748      47.594296      0.1075055      60.444649     0.14338053
           -1.8      66.146965     0.13600493       58.40171     0.11888242      73.744786     0.15732335
           -1.6      79.767175     0.14945193      70.616954     0.13086401      88.606552     0.17259215
           -1.4      94.960766     0.16322314       84.34883     0.14377784      104.98746     0.19000615
           -1.2      111.76794     0.17765802      99.521873     0.15624363      123.16426     0.20510515
             -1      128.70612     0.19036853      114.86756      0.1678808      141.35479      0.2200364
           -0.8      144.30317     0.20196556      129.10442     0.17785113      157.90664     0.23202815
           -0.6      158.92104     0.21242096       142.4805      0.1876798      173.35246     0.24553929
           -0.4      169.04976     0.21988427      151.88979     0.19383809      183.78787     0.25286748
           -0.2      173.63684     0.22378471      156.25826     0.19715908      188.30602     0.25690575
              0      170.65262     0.22342099      153.88327     0.19717845      184.47837     0.25740847
            0.2      161.72117     0.21902661      146.02542     0.19379979      174.44018      0.2548832
            0.4      147.93155     0.21113562      133.73348     0.18617469      159.26667     0.24402092
            0.6      130.90231     0.20080487      118.41736     0.17646627      140.77669     0.23151227
            0.8      113.21465     0.18801217       102.5211     0.16512967      121.52983     0.21665611
              1      95.953491     0.17451595      86.899343     0.15306923      102.95561      0.2016399
            1.2      79.574472     0.16074087      72.119272     0.14062915      85.250274      0.1859701
            1.4      65.362088     0.14652034      59.217075     0.12807538      70.029753     0.16988567
            1.6      53.054593     0.13305168      48.048011     0.11593673      56.840449     0.15442236
            1.8      42.670005     0.11982477      38.595729     0.10428492      45.774438     0.13965434
              2      34.135597     0.10760102      30.824926    0.093558053      36.692225     0.12602668
            2.2      27.058241    0.096486284      24.395305    0.083506989      29.140299     0.11290182
            2.4      21.398485    0.086062866      19.244269    0.074299455      23.123641     0.10108235
            2.6      16.686556    0.076417832      15.000762    0.066752739      18.024592    0.092260271
            2.8      13.066113    0.067747353      11.701264    0.058133486      14.188697    0.079938844
              3      10.086106    0.059800326      9.0145897    0.051181151      10.981396    0.070827415
            3.2      7.8466434    0.052802648      6.9980225    0.045112725       8.565884     0.06264872
            3.4      5.9421179    0.046186925      5.2928989    0.039415966      6.4935177    0.055118721
            3.6      4.5106485    0.040357731      4.0087381    0.034417005      4.9436018    0.048537249
            3.8      3.4279647    0.035294497      3.0417496    0.030081659      3.7621846    0.042714847
              4      3.4279647    0.035294497      3.0417496    0.030081659      3.7621846    0.042714847
