#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      8.9994624    0.049478137      7.5639858    0.041509448      10.682678    0.060201515
           -3.8       11.22471    0.055210019      9.4747526    0.046511694      13.256341    0.066790201
           -3.6      13.997996    0.061552807      11.845706    0.052031494       16.48444    0.074121999
           -3.4      17.309247    0.068334157      14.716851    0.058038146      20.264324    0.081833759
           -3.2      21.425708    0.075960108      18.287856    0.065155306      24.957859    0.092065103
             -3      26.427518    0.084239739      22.640939    0.074779936       30.64228     0.10987829
           -2.8      32.284776    0.093071523      27.743943    0.079850019      37.303463     0.11008591
           -2.6      39.333346     0.10266498      33.925349      0.0884148      45.234246     0.12111179
           -2.4      47.570268     0.11286089      41.203144     0.09762184      54.411425     0.13286077
           -2.2      57.214659     0.12367399      49.722089     0.10719896        65.1661     0.14448164
             -2      67.997467     0.13483835      59.345659     0.11747677      77.024664     0.15742872
           -1.8      79.800043     0.14606911      69.895484     0.12744265      89.976337      0.1695586
           -1.6      92.615987     0.15731929      81.503609     0.13875383      103.77568      0.1846044
           -1.4      104.64727     0.16741964      92.456376     0.14712767      116.64468     0.19281124
           -1.2      116.83228     0.17709472      103.63243     0.15617864      129.53072     0.20301577
             -1      127.55722     0.18656628      113.72572     0.16498534       140.4312      0.2141199
           -0.8      136.03132     0.19269842      121.84509      0.1715219      148.77501     0.22116182
           -0.6      142.15728     0.19761804      127.83869      0.1758051      154.59583     0.22478267
           -0.4      144.92883     0.20092961      130.85942     0.17889544      156.67554     0.22744966
           -0.2      143.91275     0.20200562      130.46395     0.17989226      154.62184     0.22791351
              0      139.80505     0.20166544      127.22868     0.17984923      149.30286     0.22898307
            0.2      132.51243     0.19898946      121.01647     0.17811704      140.68539     0.22911972
            0.4      123.05576     0.19482042      112.66757     0.17298251       130.0638     0.22162355
            0.6      111.88223     0.18865311      102.62771     0.16725228      117.82274     0.21618267
            0.8      100.12982     0.18115506      91.884362     0.16001537      105.29819     0.20837954
              1      87.845267     0.17209133      80.619726     0.15121967      92.280709     0.19829053
            1.2      75.898845     0.16215829      69.628282     0.14206691      79.704764     0.18823545
            1.4      65.092722     0.15178081      59.617423     0.13253492      68.465544     0.17713248
            1.6      54.850263     0.14066138      50.135465     0.12214061      57.828627     0.16453376
            1.8      45.765627     0.12953413      41.728112     0.11212159      48.390474     0.15224235
              2      37.958606     0.11870853      34.483683      0.1022205      40.325317     0.13986651
            2.2      31.013695     0.10835391      28.104135    0.092874433       33.04818     0.12814523
            2.4      25.432526    0.098318312      22.944229    0.083970771      27.263226     0.11674742
            2.6      20.854744    0.089082073       18.73381    0.076179564      22.488215     0.10694798
            2.8      16.932304    0.080589813      15.140458     0.06829415      18.369838    0.096417362
              3      13.770883    0.072759887      12.268325    0.061990713      15.008976    0.089228555
            3.2      11.075604    0.065243424      9.8089942    0.054904641       12.17375    0.078819964
            3.4      9.0118141     0.05875963      7.9352047    0.049287683      9.9862398    0.071175325
            3.6      7.2604555     0.05288744       6.360552    0.044135506      8.0975551    0.064438261
            3.8      5.8622496    0.047315717      5.1048543    0.039371063      6.5907506    0.057832853
              4      5.8622496    0.047315717      5.1048543    0.039371063      6.5907506    0.057832853
