#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      15.372609    0.068532688      13.847527    0.060351894      16.583155    0.078604105
            0.2      43.873892     0.11512804      39.509105      0.1013668      47.371322     0.13229381
            0.4        67.2497     0.14177293      60.488114     0.12483452      72.777447     0.16293027
            0.6      85.892936     0.15943499      77.217801     0.14057223      93.068956     0.18339156
            0.8      99.630713     0.17136595      89.523527     0.15088028      108.09028     0.19702682
              1      111.15851     0.18048087      99.779098     0.15883528      120.83359     0.20715016
            1.2      120.90988     0.18798812       108.5144     0.16530369      131.49848     0.21586454
            1.4      129.89318     0.19477609      116.56745     0.17123348      141.33979     0.22396069
            1.6         139.91     0.20231688      125.47855     0.17805888      152.41632     0.23407614
            1.8      150.60378      0.2097884      135.08003     0.18411396       164.1059     0.24113496
              2      164.03586     0.21832744      147.15166     0.19256102      178.73734     0.25427241
            2.2      181.03191     0.22892677      162.39027     0.20092172      197.31074     0.26376028
            2.4      201.74526      0.2417791        181.058     0.21205744      219.78082     0.27898854
            2.6      227.85417     0.25597143      204.63895     0.22561051      247.97338     0.29862972
            2.8      256.41407     0.27125706      230.46355     0.23904074      278.69967     0.31841697
              3      260.05225     0.27373549      233.60084     0.23994959      282.81824     0.31787931
            3.2       128.9226     0.19701709      115.09306     0.17214948      141.29826     0.23115225
            3.4      73.672648      0.1504935      65.370534     0.13071759      81.361682     0.17757265
            3.6      46.767343      0.1205291      41.272035     0.10400189       52.00211     0.14245017
            3.8      30.531794    0.097931092      26.837147     0.08407511      34.126922     0.11606063
              4      20.598722     0.08051082      18.033171    0.068884975      23.141633    0.095808985
            4.2      14.159387    0.067007088      12.333772    0.057022122       16.01292    0.080119061
            4.4      9.6525079    0.055391381       8.389739      0.0470719      10.941931    0.066521704
            4.6      6.8064621    0.046608309       5.893937    0.039438852      7.7559857    0.055979164
            4.8      4.7864694    0.039182795      4.1384782      0.0331243      5.4641964    0.047308505
              5      4.7864694    0.039182795      4.1384782      0.0331243      5.4641964    0.047308505
