#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.2493657    0.041185638      5.5173285     0.03785314      7.0246279    0.051402922
            0.2       18.10592      0.0702203        16.0246     0.06194933      20.278165    0.080047528
            0.4      29.029323    0.089423907      25.754193    0.078911688      32.384809     0.10201779
            0.6      38.804805     0.10424296      34.483808    0.091828992      43.175244     0.11923708
            0.8      48.020668     0.11667818      42.692784     0.10258436       53.35821     0.13368168
              1      56.933746      0.1276973      50.649166     0.11213524      63.171746      0.1464803
            1.2      65.983003     0.13828858        58.7381     0.12128153      73.100835     0.15920213
            1.4      76.807049      0.1497726      68.462305     0.13156104      84.877878     0.17329936
            1.6      90.949606     0.16313745      81.130944     0.14295505      100.32609     0.18809328
            1.8      110.37135     0.17955725       98.60906      0.1574077      121.39197     0.20666332
              2       136.8275     0.19976762      122.47717     0.17535477      149.96585     0.23022009
            2.2       175.4195     0.22509178      157.35588     0.19855965      191.48713     0.26142695
            2.4      231.05408     0.25674391      207.73894     0.22586545      251.11746      0.2950038
            2.6      308.05198     0.29375327      277.72221     0.25878402      333.06945     0.33824286
            2.8      406.88981     0.33364619      367.86431     0.29421713      437.57502     0.38529236
              3      451.26957     0.35163421      408.27145      0.3094772       484.1361     0.40855181
            3.2      183.30511     0.23615984      163.35778     0.20510548      200.27112     0.28039358
            3.4      81.371667     0.16028776      71.298068     0.13642135      90.739602     0.19207382
            3.6      40.060543     0.11321873      34.621374    0.097746066       45.37336     0.14684122
            3.8      21.001806     0.08207176      17.885075    0.068483048      24.208237     0.10209939
              4      11.403546    0.060788094      9.5628911    0.049732219        13.3838    0.075929525
            4.2      6.3209185     0.04587562       5.231016    0.037063858      7.5337353     0.05784618
            4.4      3.5812967    0.035283796      2.9226165    0.028104279      4.3386031    0.045150506
            4.6      2.0307981    0.027034159      1.6421324    0.021335169      2.4841914    0.034956236
            4.8      1.2112588    0.021580767     0.96923149    0.016853577      1.4996001    0.028224381
              5      1.2112588    0.021580767     0.96923149    0.016853577      1.4996001    0.028224381
