#       ptHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      0.4214605    0.001575677     0.37710718   0.0013917044     0.46173204   0.0018160098
             10      1.2258588   0.0026781238      1.0971446   0.0023643072       1.342426   0.0030816553
             20      1.9490545   0.0033710575      1.7450495   0.0029639686      2.1329642   0.0038639106
             30      2.5393764   0.0038339002      2.2736407   0.0033694478      2.7786635   0.0043939612
             40      2.9638252   0.0041278849      2.6536861    0.003627917      3.2428251   0.0047355791
             50      3.2374952   0.0043050739      2.8989662   0.0037846706      3.5412643   0.0049412652
             60      3.3585106    0.004383248      3.0077969   0.0038573551       3.672251   0.0050461429
             70      3.3497765    0.004388616      3.0002912   0.0038564503      3.6615519   0.0050490204
             80       3.244777   0.0043291928      2.9070509   0.0038045534      3.5443874   0.0049891767
             90      3.0776775   0.0042292496      2.7578284   0.0037138378      3.3601267   0.0048707876
            100       2.865161   0.0040930898      2.5675497   0.0035935788      3.1273061   0.0047198167
            110      2.6206675   0.0039327156      2.3492493     0.00345252      2.8583174   0.0045407974
            120      2.3748708   0.0037565181      2.1291264   0.0032998895      2.5890116   0.0043519107
            130      2.1352296    0.003575786      1.9141552   0.0031345041      2.3272962   0.0041359417
            140       1.909494   0.0033943035      1.7125628   0.0029834137      2.0792087   0.0039515315
            150      1.6982049    0.003210039      1.5231141   0.0028148349      1.8484089   0.0037215269
            160      1.5040447   0.0030303705      1.3487786   0.0026532125       1.637085   0.0035117555
            170      1.3191345   0.0028499325      1.1829908   0.0024943643      1.4352614   0.0033155595
            180      1.1681878   0.0026868173       1.047485   0.0023524485      1.2708445   0.0031344526
            190      1.0311336   0.0025297869     0.92514479   0.0022414337      1.1204233   0.0030175626
            200     0.90762367   0.0023804129     0.81384197   0.0020802011     0.98675749   0.0027728884
            210      0.7949498   0.0022313113     0.71264215   0.0019469859     0.86416674   0.0025964199
            220     0.69786994   0.0020964349     0.62559889   0.0018295079     0.75841293   0.0024460352
            230     0.62443786   0.0019825782     0.55935285   0.0017348097     0.67906196   0.0023349223
            240     0.54364299   0.0018592506     0.48739178   0.0016188703      0.5903191   0.0021716302
            250     0.48187496   0.0017498373     0.43169642   0.0015309387      0.5235637   0.0020694024
            260     0.42935924   0.0016514867     0.38476452   0.0014413632     0.46618201   0.0019400997
            270     0.37671936   0.0015519993     0.33746192   0.0013505285     0.40916305   0.0018195192
            280     0.33334019   0.0014628848     0.29871008   0.0012724844     0.36165821   0.0017180938
            290     0.29576717   0.0013788088     0.26490996   0.0011976811     0.32107144   0.0016160895
            300     0.26046206    0.001295113     0.23343317   0.0011254891     0.28229561   0.0015193707
            310     0.23307766   0.0012267391     0.20890979   0.0010669194     0.25249751   0.0014431632
            320     0.20836074   0.0011601795     0.18631943   0.0010046398      0.2264891    0.001359681
            330     0.18328827   0.0010916102     0.16446306  0.00094923698      0.1981274   0.0012871215
            340     0.16553285   0.0010397617      0.1485815  0.00091219165     0.17866456    0.001265791
            350     0.14749033  0.00098123702     0.13273335  0.00092685413     0.15849447   0.0013864069
            360     0.13414488  0.00093287651     0.11997243  0.00080804094       0.145604   0.0011007336
            370     0.11697471  0.00087406263     0.10520903  0.00085727568      0.1256232   0.0013715257
            380     0.10614945  0.00083220885    0.095260099  0.00072308654     0.11451014  0.00098654797
            390    0.094994497  0.00078943858    0.085199723  0.00068665507     0.10248307  0.00093997651
            400    0.086399229   0.0007517782    0.077332087  0.00064988281    0.093475238  0.00088782173
            410    0.075060858  0.00070559568    0.067303603  0.00060936163    0.080982153  0.00083279915
            420    0.069359029   0.0006751844     0.06207203  0.00058252205    0.075010544  0.00079533082
            430    0.062112227  0.00064037244    0.055836601  0.00055653113    0.066695763  0.00076741892
            440    0.056062764  0.00061001122    0.050491691  0.00053610452    0.059975015  0.00075741934
            450    0.051220249  0.00058206668    0.045976542  0.00050362981    0.055097783  0.00068696629
            460    0.045460641  0.00055188668    0.040893227  0.00047947709    0.048738614  0.00065687872
            470    0.041298216  0.00052387254    0.037090748  0.00045423043    0.044369313  0.00062398699
            480    0.037458896  0.00049942328    0.033668282  0.00043321441    0.040171777  0.00059482734
            490    0.034435968  0.00048042418    0.030867193  0.00041336643    0.037082369   0.0005702452
            500    0.031128019  0.00045321539    0.028025113  0.00039362633    0.033253038  0.00054043451
            510    0.027661464  0.00043610502    0.024820302  0.00037414861    0.029723858  0.00051755909
            520    0.025925841  0.00041641321    0.023299093  0.00036138147    0.027816313  0.00049741236
            530    0.022966136  0.00039564372    0.020780118  0.00034118194    0.024327816  0.00047395984
            540     0.02122231  0.00037644992    0.019057684  0.00032615224     0.02277041  0.00044983888
            550    0.019230248  0.00035933525    0.017238083  0.00030890207    0.020678256  0.00042464674
            560    0.016739665  0.00033836805    0.015045365  0.00029084064    0.017933898  0.00040212898
            570     0.01608972  0.00033073589    0.014521046  0.00028571731    0.017121548   0.0003961809
            580    0.014521725  0.00031438542    0.013071612  0.00026951436    0.015484778  0.00037826664
            590    0.013190071  0.00030010199    0.011835154   0.0002575829    0.014142881  0.00035794898
            600    0.012151263   0.0002872442    0.011038692  0.00026611887    0.012785878  0.00038387468
            610    0.010748874  0.00027184914   0.0097390343  0.00023550001    0.011356413  0.00032398769
            620   0.0099992693  0.00026476407   0.0089847964  0.00022562351    0.010676303  0.00031900725
            630   0.0093549087  0.00025091777   0.0084228288  0.00021710211     0.00997282  0.00029761021
            640   0.0084682775  0.00024280223   0.0076370803  0.00020858036   0.0089950155  0.00028902453
            650   0.0078151501  0.00023252642   0.0071136994  0.00020079894   0.0081669391  0.00028362263
            660   0.0070511034  0.00022231102   0.0063626293  0.00019130562   0.0074758719  0.00026880871
            670   0.0063538404  0.00021354164   0.0057854132  0.00018322168   0.0066268041  0.00025970541
            680   0.0061492177  0.00020463945   0.0055405809   0.0001749345   0.0065449564   0.0002459877
            690    0.005732846  0.00019471914   0.0051318245   0.0001670172   0.0061543133  0.00023206689
            700   0.0049187938  0.00018652361   0.0044345422  0.00015904624   0.0052157235  0.00022368011
            710   0.0045329934  0.00017869315   0.0040684715  0.00015198819   0.0048453009  0.00021477897
