#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.26361276   0.0087190071     0.21098683   0.0069371007     0.32963148    0.011262423
           -3.8     0.46841218    0.011598512     0.38059716   0.0093756699     0.57468789    0.014817389
           -3.6     0.81540897    0.015354743     0.66754745     0.01246308     0.99192258    0.019484723
           -3.4      1.3682138    0.019818619      1.1330217    0.016328666       1.641119    0.024851433
           -3.2      2.2380903    0.025428684      1.8606418    0.020939084      2.6744274    0.031750666
             -3      3.5604984    0.031860397      2.9845934    0.026792084      4.2152265    0.039816073
           -2.8       5.652324    0.040155404      4.7634415    0.034260724       6.651999    0.051401745
           -2.6      8.7996622    0.049958386      7.4701035    0.042132894      10.272818    0.060715626
           -2.4       13.25688    0.061316503      11.344184    0.052092568      15.330442    0.074003323
           -2.2      19.780058    0.074540425      17.047212    0.066792912      22.672928    0.099842452
             -2      28.746404     0.08972321      24.906818    0.077206426      32.762428     0.10648276
           -1.8      41.051192     0.10690579      35.768288    0.092651287      46.483305     0.12628216
           -1.6      57.857274     0.12688399      50.750048     0.11066115      64.977515     0.14928175
           -1.4      79.578348     0.14863662      70.144479     0.12993102      88.845105     0.17306527
           -1.2      106.92441     0.17201438      94.658842     0.15085398      118.73643     0.19920034
             -1      139.80369     0.19639215      124.22029     0.17254098      154.52415     0.22627415
           -0.8      175.78539     0.21997734      156.69199     0.19375507      193.46623     0.25373744
           -0.6      211.64997     0.24114802      189.28486     0.21295053      231.87493     0.27836947
           -0.4      240.46216     0.25808855      215.58294     0.22757039      262.50337     0.29736729
           -0.2      254.19895     0.26585144      228.37545      0.2344823      276.62375      0.3056526
              0      249.58716      0.2656531      224.70699     0.23395927      270.70384     0.30500976
            0.2      226.34055     0.25620735      204.22654     0.22653336      244.61076     0.29771934
            0.4      191.63876     0.23971177      173.28057     0.21094303      206.37526     0.27676615
            0.6       153.2374     0.21761598      138.81367     0.19132836      164.44975     0.25145124
            0.8      116.24979      0.1931958      105.45854     0.16913376      124.36321     0.22315145
              1      84.997223     0.16836429        77.2402     0.14710519      90.569067     0.19553595
            1.2      60.598049     0.14464353      55.093078     0.12593293      64.415379      0.1688514
            1.4      42.111374     0.12285061      38.261301     0.10676917      44.722024     0.14560012
            1.6      28.968372     0.10342626      26.276472    0.088950788        30.7717     0.12217174
            1.8      19.494232     0.08628157      17.626368    0.073730094      20.759392     0.10268305
              2      13.155944    0.071491157      11.816337    0.060618963      14.116791    0.085834258
            2.2       8.650055    0.058515932      7.7388307    0.049279366      9.3124809    0.070912886
            2.4      5.6251265    0.047767674      4.9954723    0.039890212      6.1095741    0.058344903
            2.6      3.5797112    0.038328649      3.1613194    0.031751689      3.9085961    0.047226859
            2.8      2.2838515    0.030424687      1.9972902    0.025121084      2.5256458    0.037830573
              3      1.3961138    0.024054389       1.210349    0.019657165      1.5593457    0.030093366
            3.2     0.83480067    0.018762097     0.71982732    0.015247786     0.93769864    0.023796894
            3.4     0.48122831    0.014267923     0.41256139    0.011522987     0.54354044    0.018244028
            3.6     0.27640645    0.010964633     0.23424797   0.0087367578     0.31712205    0.014077657
            3.8     0.14565324   0.0082620299     0.12353204   0.0065385017     0.16625859     0.01073569
              4     0.14565324   0.0082620299     0.12353204   0.0065385017     0.16625859     0.01073569
