#      ptt+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.31171293   0.0013718989     0.28021667   0.0012106559     0.33943655    0.001576308
             10     0.91438537   0.0023425354     0.82109334   0.0020608363     0.99729337   0.0026801404
             20      1.4599459   0.0029600198      1.3120002   0.0026121543      1.5902206   0.0034197831
             30      1.9394062   0.0033966539      1.7414447   0.0029871216      2.1148685   0.0039027214
             40      2.3164855     0.00369483      2.0808258   0.0032500722      2.5243948   0.0042378347
             50      2.5928732    0.003900095       2.328344   0.0034305103      2.8262492   0.0044774736
             60      2.7636552   0.0040337785      2.4820053   0.0035482556      3.0112633   0.0046443486
             70      2.8399309   0.0040825915      2.5504633   0.0035884218      3.0936928   0.0046990035
             80      2.8490206   0.0040893871      2.5572976    0.003593019      3.1050764   0.0047074287
             90      2.7799601   0.0040413853      2.4947658   0.0035525184      3.0301141   0.0046547354
            100      2.6726134   0.0039690735      2.3972799   0.0034860645      2.9144872    0.004574668
            110      2.5372574   0.0038708732      2.2763786   0.0033990759      2.7648812   0.0044582034
            120      2.3771013   0.0037542532      2.1321197   0.0033029865      2.5905927   0.0043523468
            130      2.2050961    0.003621457      1.9772462   0.0031928893      2.4033716   0.0042220111
            140      2.0245154   0.0034779958      1.8144866   0.0030503849      2.2074816   0.0040191424
            150      1.8572323   0.0033330134      1.6636114   0.0029237514      2.0262985   0.0038551176
            160      1.6905823    0.003187322      1.5142673   0.0028119885      1.8436945   0.0037398226
            170       1.533464   0.0030402791      1.3729339   0.0026617813      1.6729543   0.0035202248
            180      1.3904749   0.0028981126      1.2441615   0.0025403078      1.5179189    0.003372616
            190      1.2569831   0.0027619013      1.1244248   0.0024162577      1.3724088   0.0032029058
            200      1.1300762   0.0026212247      1.0106591   0.0022960681      1.2336649   0.0030556917
            210      1.0175696    0.002488635     0.90939242    0.002174215      1.1117053   0.0028842694
            220     0.91885036   0.0023651772     0.82113468   0.0020682767      1.0035232   0.0027480756
            230      0.8265955   0.0022460412     0.73857404   0.0019607944     0.90278758   0.0026070649
            240     0.74180916   0.0021297972     0.66231429   0.0018587427     0.81079586   0.0024737123
            250     0.67254579   0.0020307289     0.60020918   0.0017782436     0.73539957   0.0023889611
            260     0.59745528    0.001916409     0.53340107   0.0016710872     0.65276061   0.0022274365
            270     0.54377968    0.001828325     0.48510426   0.0015935764     0.59451065   0.0021262463
            280     0.49152689   0.0017384725     0.43856694   0.0015168036      0.5371971   0.0020290958
            290     0.43989568   0.0016451919     0.39198133   0.0014321087     0.48157092   0.0019165206
            300     0.39340835   0.0015606511     0.35091778   0.0013576924       0.429813   0.0018178611
            310     0.35810121   0.0014847335     0.31917617   0.0012950804     0.39154304   0.0017419578
            320     0.32498653   0.0014169899      0.2895924   0.0012321394     0.35544831   0.0016519848
            330     0.29235693   0.0013450442     0.26071841    0.001171753     0.31929901   0.0015734136
            340      0.2627077   0.0012751495     0.23412557   0.0011166632     0.28711401   0.0015197959
            350      0.2391546   0.0012171893     0.21362227   0.0011878079     0.26017139   0.0018508015
            360     0.21859698   0.0011644442     0.19470955   0.0010115464     0.23901744    0.001355085
            370     0.19746425   0.0011052456     0.17594231  0.00096204611     0.21579002   0.0012917107
            380     0.17788385   0.0010501753     0.15836118   0.0009127145     0.19455941   0.0012286667
            390     0.16175814   0.0010029649     0.14414403  0.00087110618     0.17665476   0.0011712277
            400     0.14633017  0.00095502262     0.13035199  0.00082952588     0.15981639   0.0011213864
            410      0.1317521   0.0009089301     0.11740839  0.00078765179     0.14380227    0.001063717
            420     0.12117254  0.00086730019     0.10796678   0.0007543628     0.13227529   0.0010157923
            430     0.11069929  0.00083085075    0.098731219  0.00072442208     0.12064032   0.0009830062
            440    0.099742602  0.00078934841    0.088821686  0.00068375565     0.10886873  0.00092784681
            450    0.092130312  0.00075960555    0.082122776  0.00065897425     0.10039827  0.00089263411
            460    0.084086511  0.00072581233    0.074997377  0.00063012377     0.09153001  0.00085334451
            470    0.076275186  0.00069087423    0.068018234   0.0006002243    0.083075178  0.00081359777
            480    0.069860393  0.00066077639    0.062291198  0.00058171854    0.076079452  0.00080396379
            490    0.063506228  0.00063347922    0.056579696  0.00054802652    0.069225693  0.00074361142
            500    0.058179234  0.00060324903    0.051858229  0.00052564788    0.063340122  0.00071465373
            510    0.053056686  0.00058146615    0.047445114  0.00050959975    0.057488986  0.00069611432
            520    0.048736795  0.00055466413      0.0434676  0.00048168037    0.053023189  0.00065649979
            530    0.044729206  0.00053068592    0.039887192  0.00046043919    0.048656984  0.00062302692
            540    0.040772301    0.000508131    0.036340593  0.00043933243    0.044373218  0.00059676255
            550    0.037629201  0.00048548794    0.033457619  0.00041944549    0.041132333   0.0005694194
            560    0.034684221  0.00046820579    0.030939163  0.00040459157    0.037720125  0.00055022551
            570      0.0316037  0.00044791277    0.028078252  0.00038559156    0.034558444  0.00052687588
            580      0.0294555   0.0004308787    0.026312668  0.00037401966    0.031920514  0.00051036708
            590    0.026296465  0.00041288592    0.023474445  0.00035698848    0.028555405  0.00048807771
            600    0.024884804  0.00039581383    0.022146163  0.00034105507    0.027153696   0.0004664667
            610    0.022151507  0.00037575539    0.019770587  0.00032427626    0.024042799  0.00044337327
            620    0.021000437  0.00036536166    0.018751577  0.00031754105    0.022758958  0.00043412101
            630    0.018615455  0.00034767525    0.016796049   0.0003038488    0.019849941  0.00041853516
            640    0.016826781  0.00032987384    0.015160017  0.00030157713    0.018011862  0.00042542135
            650    0.016495485  0.00032664951    0.014738747  0.00028137324    0.017857346  0.00038588242
            660    0.015786797  0.00031484462    0.014108101  0.00027321582    0.017086247  0.00036900512
            670    0.013839255   0.0002980902    0.012352173  0.00025761583    0.015018485   0.0003506677
            680    0.012509771  0.00028518179    0.011258254  0.00024798852    0.013393872  0.00033936905
            690    0.011739872   0.0002741749    0.010552862  0.00023779292    0.012566913  0.00032596278
            700     0.01057617  0.00026448892   0.0095286086  0.00022937023    0.011303526  0.00032011261
            710    0.010010096  0.00025375107   0.0089328074  0.00021816971    0.010853653   0.0003013217
            720   0.0097664266  0.00024931592   0.0087351385  0.00021915107    0.010528741  0.00030974775
            730   0.0087652733   0.0002394824   0.0078253256  0.00020594562   0.0094854155  0.00028280237
            740   0.0081618627  0.00022901569   0.0073059064  0.00019876321   0.0088154482  0.00027191523
            750   0.0077001445  0.00022585092   0.0069157055  0.00019484367    0.008255612  0.00027030408
            760   0.0066669762  0.00020968375   0.0060110721  0.00018225062   0.0071114888  0.00024913317
            770   0.0065257558  0.00020383278   0.0058066291  0.00017545894    0.007105415  0.00023954676
            780   0.0059366953  0.00019550784   0.0053767602  0.00018644868   0.0062951042  0.00026377288
            790   0.0052389872   0.0001881608   0.0047221097  0.00016217366   0.0055943236  0.00022370288
            800   0.0052389872   0.0001881608   0.0047221097  0.00016217366   0.0055943236  0.00022370288
