#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      5.2594614    0.037699903      4.6360363    0.033202667      5.8865596    0.043046987
           -3.8      7.5051374    0.044977346      6.6173604    0.039634094      8.3941704    0.051199683
           -3.6      10.706319     0.05368484      9.4556556    0.047361967       11.94637    0.061160113
           -3.4      15.036778    0.063634008      13.304551    0.059648754      16.724465    0.085432407
           -3.2      20.682235    0.074533412      18.292851    0.066236034      23.017102    0.086267024
             -3      27.687465    0.086045811      24.515452    0.076165783      30.773232    0.097784252
           -2.8      36.262515    0.098453688      32.135749    0.087170937      40.249554     0.11201168
           -2.6      46.267567     0.11105492      41.039595     0.09835643        51.2871     0.12583106
           -2.4      57.236594     0.12332427      50.852012       0.109421      63.294193     0.13963996
           -2.2      68.484013     0.13485524      60.888484     0.11964966      75.650159     0.15263867
             -2      79.769385     0.14552823      70.989321       0.129303      87.983545     0.16519232
           -1.8      90.311694     0.15480526      80.424776     0.13799158      99.507309     0.17681572
           -1.6      99.451505      0.1633213      88.642578     0.14483601      109.40813      0.1853069
           -1.4      106.50237     0.16896329      94.994572     0.15009084       117.0185     0.19203298
           -1.2      111.37899     0.17280376      99.418255     0.15325684      122.20629     0.19565407
             -1      113.97794     0.17545177      101.80812     0.15567403      124.89446     0.19923946
           -0.8      114.85134     0.17688828      102.63999     0.15677797      125.72715     0.20142184
           -0.6      114.30251     0.17737339      102.25197     0.15751558      124.90746     0.20359257
           -0.4      113.48321     0.17764807      101.51824     0.15702535        123.989     0.20270608
           -0.2      112.80722     0.17812085      100.94253     0.15720073      123.19007     0.20360829
              0       112.4649     0.17893876      100.66462     0.15781583      122.76142     0.20539676
            0.2      112.54136     0.18039874      100.78133     0.15984022      122.75099     0.21102493
            0.4       112.5369     0.18175738      100.77949     0.15960786      122.76725     0.20958875
            0.6      111.84215     0.18277026      100.18236     0.16033589      121.97786     0.21211677
            0.8      110.24002      0.1831974      98.788742     0.16005244       120.1795      0.2120902
              1      105.89302     0.18181705      94.990451     0.15849835      115.28159     0.21179092
            1.2      99.525255     0.17865693        89.3892     0.15548017      108.16462     0.20905291
            1.4      91.589374     0.17381764      82.358511     0.15113145      99.384401     0.20481731
            1.6      81.080994     0.16642302      73.099588     0.14485452      87.635352     0.19805793
            1.8      70.126415      0.1575719      63.337444      0.1364817      75.587178     0.18763847
              2      58.206198     0.14662025      52.721057     0.12629028      62.450557     0.17459952
            2.2      46.687925      0.1353369      42.478354      0.1158677      49.737902     0.16175597
            2.4      35.926078     0.12115092      32.843432     0.10348504      37.971812      0.1454776
            2.6      27.048919     0.10780725      24.846963    0.091749191      28.361075     0.12968574
            2.8        19.8181    0.094784923       18.31911    0.080470874      20.560713     0.11470312
              3      14.010174    0.081621675      13.029917    0.069154237      14.399725    0.084538071
            3.2       9.714518    0.069807665      9.0998886    0.058946927      9.9796172    0.072351151
            3.4      6.5982216    0.058923855      6.2379704    0.049770097      6.7691417     0.06108625
            3.6      4.4945484    0.049567572      4.2689157    0.041681884      4.6147507    0.051457083
            3.8      3.0085581    0.041124416      2.8772049    0.034640576      3.0848456    0.042683552
              4      3.0085581    0.041124416      2.8772049    0.034640576      3.0848456    0.042683552
