#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      23.125959    0.083534975      20.806397    0.073595074      25.027848    0.095623251
            0.2      64.753966     0.13876248      58.212147     0.12223069      70.183479     0.15916563
            0.4      95.537039     0.16758384      85.841691     0.14767378       103.6683      0.1924536
            0.6      115.58949     0.18422677      103.77876     0.16211875      125.61429     0.21174904
            0.8         127.38      0.1925715      114.32805     0.16945297      138.52267     0.22125335
              1      134.20186     0.19791447      120.36008     0.17390657      146.13818     0.22758214
            1.2      138.78787     0.20102847      124.41488     0.17655019      151.25626     0.23122852
            1.4      143.51486     0.20440983      128.61054     0.17941756      156.51195     0.23518202
            1.6      149.66272     0.20876529      134.06528      0.1835678      163.33822     0.24170014
            1.8      157.78787     0.21439529      141.34152     0.18793554       172.2548     0.24687928
              2      168.91625     0.22156913      151.35051     0.19516704      184.35599     0.25857987
            2.2      184.57661     0.23140119      165.44386     0.20292578      201.38618     0.26721816
            2.4      204.77001     0.24346212      183.59679     0.21378117      223.36632     0.28270107
            2.6      230.14336     0.25782376      206.52999     0.22686694      250.72664     0.30132185
            2.8      258.43609     0.27251324      232.10076     0.23982456      281.19064     0.31984024
              3      253.15371     0.27078626      227.25314      0.2374383      275.50932     0.31582607
            3.2      87.244197     0.16513075      77.625595     0.14317932      95.844213     0.19507845
            3.4      34.748458     0.10618772      30.531017    0.090823811      38.718367     0.12776901
            3.6      15.813947     0.07246856      13.719628    0.061040321      17.881546    0.087987534
            3.8      7.4184901    0.050113321      6.3762647    0.041771358      8.4728212    0.061886594
              4      3.5956519    0.035186342      3.0459761    0.028886926      4.1805229    0.043893888
            4.2      1.6968828    0.024321199      1.4276302    0.019817016      1.9858408    0.030871122
            4.4     0.82688855    0.017071167     0.68701638    0.013789383     0.98212136    0.021975519
            4.6     0.38714237    0.011494736     0.31784763   0.0092289747     0.46636475    0.014806212
            4.8     0.19475893   0.0082485657     0.15827615   0.0065301009     0.23725143     0.01071736
              5     0.19475893   0.0082485657     0.15827615   0.0065301009     0.23725143     0.01071736
