#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.6696105    0.035835902      4.2057871    0.032157317      5.0424399    0.039900571
           -3.8      6.8777559    0.043438187      6.1991665     0.03898171      7.4226951     0.04824832
           -3.6      9.6029613    0.051338827      8.6551215    0.046040279      10.368029    0.057062805
           -3.4       13.47812    0.060910285      12.143356    0.054585041      14.563854    0.067705441
           -3.2      18.660534    0.071569379      16.807313    0.064100614      20.180003    0.079644205
             -3      25.319459    0.083341893      22.811207    0.074653032      27.373242    0.093026002
           -2.8      33.166287    0.095447961      29.880015    0.085497266      35.878988     0.10662529
           -2.6      42.346228     0.10842271      38.097624    0.096742134      45.913359     0.12154357
           -2.4       52.53038      0.1200793      47.256416      0.1073465      56.980753     0.13491288
           -2.2      63.449992      0.1327721      57.020785     0.11822618      68.939039     0.14945896
             -2       74.33318     0.14284625      66.770963     0.12725155      80.828714     0.16062231
           -1.8      84.949919     0.15284743      76.247777     0.13592187       92.48434     0.17231637
           -1.6       94.13036     0.16109376       84.40136     0.14301553      102.62154     0.18199841
           -1.4      101.41163     0.16765164      90.874223      0.1494298       110.6476     0.19264568
           -1.2      107.04189     0.17268015      95.818839     0.15271624      116.94531     0.19642838
             -1       110.4894     0.17604673      98.834348     0.15528814      120.81793      0.2005487
           -0.8      111.99873      0.1779658      100.12481     0.15721973      122.54559     0.20466584
           -0.6      112.69542     0.17926092         100.71     0.15905108      123.33834     0.21102035
           -0.4       112.5978     0.18006843      100.57622     0.15823309      123.30935     0.20735859
           -0.2      112.05044     0.18058051      100.06335     0.15837629      122.75054     0.20857022
              0       111.9647      0.1814051      100.01801     0.16009541      122.58238     0.21373963
            0.2       112.3718     0.18272644       100.3788     0.16015685      123.05573     0.21260042
            0.4      112.74676     0.18410521      100.75953     0.16080173      123.39438     0.21383799
            0.6        111.764     0.18452043      99.930258     0.16089029      122.25769     0.21481193
            0.8      110.30546     0.18448812      98.652956      0.1606857      120.64277      0.2152961
              1      107.12405     0.18294028      95.896656     0.15926607      117.02188     0.21386408
            1.2      101.51475     0.17943774      90.933392     0.15591646      110.81071     0.20999943
            1.4      93.913876     0.17401382      84.201132     0.15151241       102.4015     0.20535204
            1.6      84.575136     0.16655918      75.883672     0.14442972      92.123107     0.19603678
            1.8       74.54073     0.15755368      66.944684     0.13654318      81.083796     0.18612332
              2       63.40585       0.146291      56.982746     0.12670685      68.889043     0.17342963
            2.2      52.550312     0.13443858      47.298674     0.11621585      56.957332     0.15940441
            2.4      42.234288     0.12128195      38.025934     0.10479276      45.740112     0.14418938
            2.6      33.202467     0.10799415      29.907968    0.093535518      35.929076     0.12926834
            2.8      25.063122    0.094410491      22.595094    0.081340991      27.071919     0.11269401
              3       18.66423    0.081904054      16.836804    0.070523528      20.133734    0.097690611
            3.2      13.652862    0.071242203      12.314518    0.061354364      14.724783    0.086543996
            3.4      9.7277444    0.059311993      8.7639515    0.050907864      10.506574    0.070849184
            3.6      6.8309918    0.049702298      6.1539702    0.042645732      7.3771566    0.059387494
            3.8      4.6994952    0.041359475      4.2381415    0.035573417      5.0649162      0.0495936
              4      4.6994952    0.041359475      4.2381415    0.035573417      5.0649162      0.0495936
