#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0081454386   0.0014628908   0.0074507596   0.0013451024   0.0083709895    0.001514033
           -3.8    0.039938925    0.003364737    0.037423663   0.0030836946    0.040656107   0.0034811211
           -3.6     0.18287823   0.0072811241     0.16793172   0.0065752899     0.18788599   0.0077713374
           -3.4     0.62079498    0.013071427     0.56710918    0.011895291      0.6458007    0.014146374
           -3.2      1.6674597    0.021407624      1.5208967    0.019458857      1.7474243    0.023437453
             -3      3.7705178    0.032108711      3.4298895    0.029159824       3.977097    0.035596629
           -2.8      7.4082279    0.045100768      6.7244948    0.040740968      7.8640668    0.049728435
           -2.6      13.270139    0.060232285      12.026773    0.054331127      14.152166    0.066341842
           -2.4      21.738183    0.077059868      19.665176    0.069361988      23.291424    0.085338025
           -2.2      32.703116    0.094527437      29.534856    0.084927844      35.182382     0.10501974
             -2      46.396447     0.11253626      41.854947     0.10126153      50.040323     0.12704262
           -1.8      62.567192     0.13072047      56.348828     0.11693773      67.706208     0.14655103
           -1.6      80.447834     0.14883495      72.369401     0.13268738      87.241991     0.16770339
           -1.4      99.400863     0.16485393      89.224108     0.14684653      108.18161     0.18641882
           -1.2      118.63668     0.18020827      106.36141     0.16046158      129.34971     0.20552957
             -1      136.85967     0.19437839      122.53525     0.17190848      149.52302     0.22099565
           -0.8      153.04148      0.2053325      136.88682     0.18140436      167.42865     0.23423559
           -0.6      166.47929     0.21474212      148.83223     0.19067734      182.23462     0.25078649
           -0.4      176.09147     0.22172693      157.27549      0.1949629      193.02777     0.25423434
           -0.2      180.31763      0.2256332      161.02566     0.19812106      197.70341     0.25997867
              0      180.43795     0.22705872       161.1592     0.20001053      197.77063     0.26530755
            0.2      175.42443     0.22586285      156.72767     0.19784436      192.20516     0.26217642
            0.4      166.40667     0.22200647      148.70875     0.19377541      182.26847     0.25765521
            0.6      152.72587     0.21540432      136.63031     0.18770573      167.02912     0.25112982
            0.8      137.09574      0.2064284      122.74071     0.17978425      149.78891     0.24197752
              1      118.59979     0.19483796      106.31833     0.16925515      129.32039     0.22923533
            1.2      99.324734     0.18109502      89.177087      0.1569365      108.06594        0.21341
            1.4      80.552003     0.16560681      72.404128     0.14305982      87.465991     0.19624975
            1.6      62.328445      0.1481655      56.131884     0.12764366       67.44729     0.17653631
            1.8      46.448059     0.13053792      41.923053     0.11299867       50.06347     0.15908557
              2      32.761988     0.11096614      29.606709    0.095095414      35.210852     0.13381751
            2.2      21.573474    0.091659817      19.517439    0.078115489      23.114047     0.11109726
            2.4      13.326274    0.073046495      12.087677    0.062134209      14.193427    0.089480325
            2.6      7.4327132      0.0554024      6.7496422    0.047262741      7.8807798    0.069467533
            2.8      3.7696456    0.040175481      3.4308772    0.033750337      3.9748191    0.049811465
              3      1.6802767    0.027033681      1.5299869     0.02262762      1.7649308    0.033729057
            3.2     0.62000237    0.016766558     0.56742489     0.01414217     0.64410496    0.021588331
            3.4     0.18581415   0.0092291707     0.17309613     0.00775382     0.18878891   0.0098449005
            3.6    0.047767211   0.0047717462    0.043905815    0.003933833    0.048850868   0.0056502371
            3.8   0.0076289716   0.0018923239   0.0072119141   0.0015978919   0.0076697396   0.0020072836
              4   0.0076289716   0.0018923239   0.0072119141   0.0015978919   0.0076697396   0.0020072836
