#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0021020487  0.00091016825   0.0013276336   0.0010164936   0.0023155338  0.00092255291
           -3.8    0.017604658    0.002560896    0.015275872   0.0021105967    0.019442622   0.0032075339
           -3.6     0.12313266   0.0062535386      0.1092581   0.0053928308     0.13242367   0.0074793781
           -3.4     0.50957648    0.012710921     0.45163009    0.010984936     0.55212581    0.015012866
           -3.2      1.5831996    0.021862842      1.4115212    0.019112409      1.7069757    0.025465043
             -3       3.705078    0.033088717      3.3241878     0.02923201      3.9717201    0.037896441
           -2.8      7.6588888    0.047130171      6.8928883    0.042548198      8.2028959    0.055995766
           -2.6       13.74789    0.062936679      12.383339    0.056257374      14.749653    0.072436118
           -2.4       22.40493     0.07996719       20.20006    0.071280822      24.067829     0.09007962
           -2.2      33.579284    0.097904578       30.31232    0.087304264      36.073761     0.11008352
             -2       47.13505     0.11590687      42.573883     0.10362463      50.672686     0.13130778
           -1.8       62.33742     0.13345849       56.30467     0.11881185      67.083916     0.15046299
           -1.6      79.039534     0.15024032      71.378688     0.13360449      85.150085     0.16962414
           -1.4      96.152587     0.16579381      86.810088     0.14725671      103.67935     0.18750721
           -1.2      113.36892     0.18001925      102.25144     0.15960792      122.44985      0.2038795
             -1      129.42273     0.19262034      116.65246     0.17070653      139.94559     0.21953116
           -0.8      143.30443     0.20313361      129.09189     0.17936097      155.10461     0.23105024
           -0.6      154.88641      0.2119583      139.47279     0.18688787      167.73609     0.24203104
           -0.4      163.43922      0.2184521       147.1144     0.19384343      177.09783     0.25557074
           -0.2      167.42052     0.22155325      150.61499     0.19567894      181.57895      0.2574517
              0      168.08906     0.22304641      151.16506     0.19584137      182.39894     0.25701901
            0.2      165.57433     0.22238019      148.82678     0.19549781      179.82489     0.25827756
            0.4      158.75085     0.21892435      142.56102     0.19137132      172.66976     0.25360624
            0.6      148.93957      0.2130995      133.65457     0.18635393       162.1925     0.24860188
            0.8      137.03486     0.20521208      122.73917     0.17881716      149.66707     0.23956918
              1      122.93425     0.19502904      109.94332     0.16981938      134.57264     0.22900643
            1.2      107.58361     0.18273096      95.962406      0.1586009      118.23381     0.21500336
            1.4      91.273562     0.16856131      81.145205     0.14611524      100.78853     0.19996955
            1.6      75.732475     0.15279843      66.965112     0.13187797      84.254083     0.18150325
            1.8      60.453724     0.13579833      53.114535     0.11687321       67.85024     0.16247283
              2       45.83278     0.11767316      39.981543     0.10113032      51.925675     0.14290346
            2.2      33.009656    0.099133946      28.535761    0.084584262      37.845847     0.12072524
            2.4      22.003213    0.080317097      18.825731    0.067940646      25.561806    0.098218393
            2.6      13.272334    0.063454443      11.242762    0.053195093      15.611028    0.079306857
            2.8      7.1547302    0.045267244      5.9831841    0.037667048      8.5510189    0.056662923
              3       3.265694    0.030473291      2.6860241    0.024961032      3.9849711     0.03913574
            3.2      1.2201696    0.018632632     0.98885937    0.015054804      1.5159871    0.024038822
            3.4     0.36469665    0.010046233     0.28844479   0.0079456165      0.4666737    0.013304503
            3.6    0.064683179   0.0042069049    0.050460651   0.0033099172      0.0840001   0.0056365688
            3.8    0.007366554    0.001440845   0.0056404861   0.0011104079   0.0097787196   0.0019729216
              4    0.007366554    0.001440845   0.0056404861   0.0011104079   0.0097787196   0.0019729216
