# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.3845751    0.035164799      2.9952008    0.029778086      3.7302254    0.042233225
           -3.8      4.4657414    0.040443398      3.9721306    0.034351564      4.8879943    0.048317962
           -3.6      5.9006075    0.046278316      5.2555308    0.039392876      6.4491155    0.055154981
           -3.4      7.7442841    0.052740885      6.9172994      0.0451052      8.4309817    0.062984975
           -3.2      10.102386     0.05999419      9.0410253    0.051435175       10.97404    0.071193708
             -3      12.872977    0.067605605      11.546791    0.058015071      13.942067    0.079823704
           -2.8      16.703369    0.076691917      15.006438    0.066044586      18.063879     0.09031976
           -2.6      21.287072    0.086236989       19.17294    0.075137444      22.938108     0.10362821
           -2.4      26.917232    0.096597985      24.285693    0.083588614      28.953142     0.11334912
           -2.2      34.163544     0.10796312      30.861109    0.093738732      36.703569      0.1261925
             -2      42.851995      0.1202383      38.760414     0.10492603      45.978874      0.1405781
           -1.8       53.04089     0.13290589      48.003425     0.11584621      56.885752     0.15436414
           -1.6       65.35993      0.1464334      59.205734     0.12791143      70.045434     0.16948918
           -1.4      79.704862      0.1604969      72.218828     0.14068034      85.415015      0.1862962
           -1.2      96.130017     0.17465415      87.085352     0.15360938      103.10718     0.20263922
             -1      113.54661     0.18818998      102.79836     0.16522865      121.93505     0.21675665
           -0.8      131.69179     0.20068218      119.13713     0.17651822       141.6069     0.23103542
           -0.6      148.29114     0.21109411      134.06831     0.18614892      159.64985     0.24353828
           -0.4      161.93651     0.21900902      146.20315     0.19286264      174.72291     0.25158322
           -0.2      170.53624     0.22361094      153.75811      0.1982793      184.38119     0.26166209
              0       173.1765      0.2236001      155.81439     0.19689886      187.85015     0.25657573
            0.2      168.48734      0.2195766      151.40505     0.19467109      183.11975     0.25681483
            0.4      159.08498     0.21245114      142.57595     0.18700842       173.6363     0.24360859
            0.6      145.31042     0.20253027      129.97228     0.17842786      159.07224      0.2330298
            0.8      128.24898     0.18999935      114.46279     0.16773128       140.8427     0.22020092
              1      111.68969     0.17711399      99.428331     0.15570705      123.11128     0.20421392
            1.2      95.379004     0.16340029      84.697703     0.14352957       105.5003     0.18868866
            1.4      79.683095     0.14939369      70.579364     0.13107154      88.443316     0.17287567
            1.6      66.212422     0.13679016      58.460192     0.11948449      73.812952      0.1587928
            1.8      53.892637      0.1232229      47.454107     0.10743783      60.297775     0.14304023
              2      43.687666     0.11040753        38.3728    0.096215908       49.04221     0.12844633
            2.2      35.288306     0.09917337      30.900222    0.086434987      39.768885     0.11629114
            2.4      28.199696    0.088694866      24.646102    0.077714936      31.855788     0.10547826
            2.6       22.32411    0.078966841      19.429801    0.068260535      25.360045    0.092697163
            2.8      17.567033    0.069952568      15.261197    0.060516103      20.002873    0.082474015
              3      13.799208    0.062113458      11.945699    0.053404725      15.784569    0.073251683
            3.2       10.65373    0.054564085      9.1987885    0.046829195      12.228029    0.064442658
            3.4      8.2371298    0.047893228      7.0941229    0.041031052      9.4850334    0.056752568
            3.6      6.2645843    0.041819122      5.3755533    0.035689092      7.2468536    0.049692852
            3.8      4.7116273    0.036282266      4.0369501    0.030928894      5.4586589    0.043341118
              4      4.7116273    0.036282266      4.0369501    0.030928894      5.4586589    0.043341118
