#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.8458347    0.032718824      3.3968268    0.030660412      4.3170181    0.042855896
            0.2      11.234001    0.055787927      9.9292108     0.04904724      12.596753    0.063937366
            0.4       18.48532    0.071722048      16.376106    0.063149615      20.656951    0.082062288
            0.6      25.787281     0.08513589      22.901617    0.074966531      28.704162    0.097550873
            0.8      33.075942    0.096772207      29.405287    0.085139258      36.748506     0.11077612
              1      40.881445     0.10798766      36.393501    0.095031062       45.31533     0.12368711
            1.2        49.7025     0.11939753      44.281365     0.10497065      55.004962      0.1367258
            1.4      60.461548     0.13214596      53.980176     0.11633882      66.680602     0.15169553
            1.6      73.897801     0.14649307      66.072649     0.12913053      81.274104     0.16884328
            1.8       92.17326     0.16357327      82.523362     0.14391168      101.11751     0.18741971
              2      117.14668     0.18447206      105.06419     0.16227309      128.08268     0.21117293
            2.2      152.86968     0.21033383      137.46844     0.18613839      166.33299     0.24360828
            2.4        204.246     0.24190083      184.07856     0.21339061      221.29381     0.27722228
            2.6      277.48546     0.27970472      250.71439     0.24721234      299.15835     0.32118079
            2.8      371.99185     0.32065425       336.9902     0.28337177      398.98758      0.3693617
              3      428.49995     0.34363595      388.43253     0.30304949      458.59013     0.39818791
            3.2      222.74155     0.25633631      199.57992     0.22374976      242.16199     0.29953509
            3.4      131.39777     0.19991568      116.53804     0.17338997      144.80527     0.23719731
            3.6      85.022664     0.16193922      74.747615     0.13883326      94.805028     0.19170962
            3.8      57.798085     0.13391393      50.447992     0.11435785      65.056103     0.16054887
              4      40.287895     0.11206038      34.958124    0.097605888      45.682413     0.14333346
            4.2      28.608889    0.094652134      24.631157    0.079748356      32.783582     0.11416119
            4.4      20.275598    0.079864678      17.364348    0.066972653      23.392312    0.096973118
            4.6      14.595292     0.06805036      12.429814    0.056816726      16.958091    0.083256162
            4.8      10.779904    0.058452353      9.1128946    0.048444158      12.645111    0.071817738
              5      10.779904    0.058452353      9.1128946    0.048444158      12.645111    0.071817738
