#       ptHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    0.059153006  0.00021564861    0.042199029    0.000154674     0.10847924  0.00047488207
             10     0.17281144  0.00036573724     0.12327814  0.00026229431     0.31502994  0.00080428856
             20     0.27454056  0.00045789422     0.19581764  0.00032837415     0.49457888  0.00096778497
             30     0.35879981  0.00052010814     0.25586549  0.00037291616     0.63643152   0.0011525261
             40     0.42195222  0.00056085804     0.30080809  0.00040204302     0.73522622   0.0011653865
             50     0.46107304  0.00058374421     0.32860012  0.00041829547     0.78901665   0.0011892433
             60     0.48102592  0.00059421074     0.34268778  0.00042561546     0.80714198   0.0011800879
             70     0.48276639  0.00059372564     0.34377751  0.00042503379     0.79538057   0.0011868313
             80     0.47190787  0.00058598471     0.33591592   0.0004192499     0.76285691   0.0011622937
             90     0.44905668  0.00057098186     0.31951152  0.00040826393     0.71170031   0.0010910883
            100     0.41979538  0.00055184177     0.29855079  0.00039428091     0.65588334   0.0010478778
            110     0.38925297   0.0005312756     0.27671524  0.00037935231     0.59804998   0.0010429245
            120     0.35431567  0.00050705662     0.25174585  0.00036176928     0.53468018     0.00105041
            130      0.3202197  0.00048177385     0.22743236  0.00034348681     0.47697802  0.00088275715
            140     0.28808854   0.0004568384     0.20453541  0.00032549457     0.42079158  0.00099867773
            150     0.25874858  0.00043249476      0.1836461  0.00030792578     0.37504537  0.00062541025
            160     0.22961683   0.0004074612     0.16289986  0.00028991804     0.33299789  0.00058966409
            170      0.2034287   0.0003832283     0.14427924  0.00027251661      0.2951295  0.00055497871
            180     0.18117932  0.00036163637     0.12844872   0.0002570116     0.26297791  0.00052407679
            190     0.16013848  0.00033968189     0.11349522  0.00024128092     0.23253184  0.00049257337
            200     0.14222043  0.00031984042     0.10077226  0.00022706511     0.20657768  0.00046409603
            210     0.12493062  0.00029963007    0.088510612  0.00021264716     0.18149785  0.00043495707
            220     0.11059708  0.00028164933    0.078328788  0.00019977636     0.16074385  0.00040913111
            230    0.097833459    0.000264653    0.069277678  0.00018765288     0.14222479  0.00038461163
            240    0.086892881  0.00024937095    0.061504154  0.00017672085     0.12638654   0.0003626504
            250     0.07729435   0.0002350396    0.054699602  0.00016651331     0.11245307  0.00034194085
            260    0.068123406  0.00022050058    0.048197553  0.00015615274    0.099141115  0.00032094212
            270    0.060743958  0.00020815252    0.042978041  0.00014740661    0.088405183  0.00030306079
            280    0.054147039  0.00019646739    0.038295438  0.00013906874    0.078837848  0.00028614512
            290    0.048452305  0.00018576712    0.034267307  0.00013147789    0.070550536  0.00027061035
            300    0.043017928  0.00017503753     0.03042518   0.0001238878    0.062635515  0.00025498177
            310    0.038484818  0.00016556428    0.027210069   0.0001171425    0.056056973  0.00024128335
            320    0.034475957  0.00015667984    0.024376427  0.00011086181     0.05021923   0.0002283524
            330    0.030787686  0.00014803284    0.021770701  0.00010474684    0.044842148  0.00021574634
            340    0.027575288   0.0001400987    0.019486948  9.9071725e-05    0.040191822  0.00020432762
            350    0.024627688  0.00013241449    0.017403803   9.363557e-05    0.035896023   0.0001931298
            360    0.022286844  0.00012598592    0.015744298  8.9062292e-05    0.032496723   0.0001838237
            370    0.019897763   0.0001190275    0.014056734   8.414329e-05    0.029012643   0.0001736721
            380    0.017902066   0.0001129163     0.01264607  7.9818264e-05    0.026105144  0.00016477599
            390    0.016176125  0.00010732402    0.011428663  7.5876872e-05    0.023584227   0.0001565903
            400    0.014567926  0.00010186737    0.010288736  7.1995762e-05     0.02124858  0.00014869468
            410    0.013088804  9.6576931e-05   0.0092419397  6.8241524e-05    0.019095884  0.00014100233
            420    0.011966811   9.236888e-05   0.0084510008  6.5280438e-05    0.017456053  0.00013483675
            430    0.010727497  8.7408743e-05    0.007574725  6.1762991e-05    0.015650689  0.00012762598
            440   0.0098453671  8.3749397e-05   0.0069498116  5.9160387e-05    0.014368502  0.00012232309
