# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.1166835   0.0087789341      1.5080024   0.0062612365       3.743346    0.016877293
            0.2      5.9717089    0.014663553      4.2550224      0.0104609      10.481592    0.028670253
            0.4      9.2076753    0.018112226      6.5622731    0.012925644      16.000379      0.0406498
            0.6       11.67875    0.020350848       8.323645    0.014526397      20.062076    0.038915253
            0.8      13.696004    0.022000077      9.7622348    0.015707644      23.253057    0.040932214
              1      15.302769     0.02325008       10.90566     0.01660168      25.695464    0.043147887
            1.2      16.815048     0.02436419      11.982415    0.017399601      27.936003    0.047827485
            1.4      18.252581    0.025384588       13.00447    0.018129673       30.03952    0.047805938
            1.6       19.92701    0.026530971      14.194707    0.018951954      32.500057    0.056474409
            1.8      21.773741    0.027741956      15.506233    0.019818858      35.193496    0.052283399
              2      24.196933    0.029240544      17.227694    0.020893284      38.894593    0.056898413
            2.2      27.199666    0.030971653      19.360388    0.022133974      43.422753    0.060507296
            2.4      31.094503    0.033073746      22.125194    0.023641072      49.099628    0.059718367
            2.6      35.956439    0.035493986      25.571572    0.025374811      55.781938    0.069272889
            2.8      41.713116    0.038125751      29.648077    0.027260269       62.52773    0.067716066
              3       43.21191    0.038897828      30.682833    0.027802458      62.585585    0.056012907
            3.2      20.268206    0.027451479      14.341935    0.019552898       29.47466    0.039695994
            3.4      10.935561    0.020441482      7.7123449     0.01450991      15.965104     0.02968089
            3.6      6.5507067    0.015960482      4.6084487    0.011299839      9.5916199    0.023247498
            3.8       4.083296    0.012728552      2.8658353   0.0089904542      5.9954202    0.018594337
              4      2.6349068    0.010309555      1.8456161   0.0072655869      3.8780085    0.015102073
            4.2      1.6892611   0.0083717486      1.1813267   0.0058906527       2.491036    0.012288694
            4.4      1.0972554   0.0068688442     0.76583325   0.0048241511      1.6216989    0.010106613
            4.6     0.72064911   0.0056695847     0.50261268   0.0039792405       1.066083   0.0083504174
            4.8     0.47617862   0.0046800874     0.33170559   0.0032764325     0.70545421    0.006914153
              5     0.47617862   0.0046800874     0.33170559   0.0032764325     0.70545421    0.006914153
