#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.23941495   0.0041367364     0.16545763   0.0030081939     0.37862812   0.0062103259
            0.2     0.73121067   0.0065572515     0.51107067   0.0047512194      1.0789325   0.0098292159
            0.4      1.2513684   0.0081387136     0.87974051   0.0058850144      1.8285737    0.011572302
            0.6      1.8394771   0.0094676014      1.2981566   0.0068316043      2.6779479     0.01349015
            0.8      2.4698358    0.010675787      1.7469528    0.007691594      3.5878521    0.015235549
              1      3.2001261    0.011918937      2.2671273   0.0085794392      4.6415191    0.017025619
            1.2       4.123337    0.013303829      2.9248085   0.0095675416      5.9735146    0.019022182
            1.4      5.3912802    0.014954069      3.8286365    0.010743009        7.80166    0.021404725
            1.6      7.0952892    0.016902613      5.0433536    0.012132812      10.258539    0.024214404
            1.8      9.6354845    0.019396117      6.8543184    0.013910376      13.920774    0.027811642
              2      13.468207    0.022570378      9.5883318      0.0161747       19.44339    0.032388421
            2.2      19.589261    0.026747727      13.955091    0.019155432      28.262553     0.03840989
            2.4       29.45776    0.032117661      20.995354    0.022986316      42.911092    0.064066753
            2.6      45.496683    0.038807492      32.439648    0.027759933      69.035294    0.071204376
            2.8      70.236768    0.046324026      50.088673    0.033121792      109.75748    0.088514753
              3       88.49157    0.050464334      63.078054    0.036055043       141.4381    0.090803836
            3.2      38.563947    0.035891718      27.364122    0.025537014      64.614973    0.070147363
            3.4       18.94211    0.025964237      13.376098    0.018401029      33.650462    0.059052569
            3.6      10.437264    0.019631713      7.3390902     0.01386801      19.650084    0.048284658
            3.8      6.0687621    0.015232063       4.248426    0.010727286      12.047487     0.04737412
              4      3.6507776    0.012044564      2.5435579   0.0084570558      7.5806314     0.04117269
            4.2      2.2938312   0.0097190794      1.5915086   0.0068062563      4.8260445    0.038348266
            4.4      1.4821679   0.0080549134      1.0238072   0.0056252242      3.0961303    0.047141108
            4.6     0.97198101   0.0068235573     0.66804406   0.0047530942      1.9652937    0.032545709
            4.8     0.66058112   0.0059144339     0.45166794   0.0041076246      1.2815673     0.01863932
              5     0.66058112   0.0059144339     0.45166794   0.0041076246      1.2815673     0.01863932
