#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.54766627   0.0050040504     0.37777033   0.0034959306      0.8951609    0.015254041
           -3.8      0.7044074   0.0055402033     0.48806733   0.0038817915      1.1496471    0.014948701
           -3.6     0.88710738   0.0061425709     0.61611912   0.0043119742      1.5024958    0.023716319
           -3.4      1.1583157    0.006905911      0.8071789   0.0048592296      2.0172757     0.03361231
           -3.2      1.5111122   0.0078202605      1.0555079   0.0055126191      2.6724058    0.029170659
             -3      1.9492389   0.0088002795      1.3651583   0.0062132334      3.5191191    0.029619924
           -2.8      2.5448677   0.0099796331      1.7861718   0.0070544847      4.5294714    0.028811577
           -2.6      3.3375385    0.011345008      2.3478216   0.0080329309      5.8374161    0.030294468
           -2.4       4.322538    0.012832166      3.0471779   0.0090987657      7.4207473    0.029763709
           -2.2       5.574981    0.014492084      3.9369344    0.010288764      9.3761811    0.032152781
             -2      7.1583502    0.016333082      5.0641376    0.011610612      11.790459     0.03390613
           -1.8      8.9909705    0.018212348      6.3713426    0.012962867      14.525111    0.036367637
           -1.6      11.114025    0.020164439       7.887863    0.014369912      17.702318    0.040864002
           -1.4      13.495016    0.022134254      9.5904331    0.015792727      21.149349    0.042104571
           -1.2      16.030136    0.024026904      11.407074    0.017162465      24.775312    0.047054886
             -1      18.590005    0.025778722      13.242263    0.018431553      28.517183    0.044926177
           -0.8      20.980626    0.027305197      14.959501    0.019540897      31.990955    0.046910504
           -0.6      23.087485    0.028588656      16.472273     0.02047384      35.054742     0.05598316
           -0.4      24.506832    0.029437346      17.491841    0.021093449      37.158504    0.052280543
           -0.2      25.317811    0.029918141      18.074439    0.021444786      38.365129    0.050951998
              0      25.309754    0.029923533      18.067717    0.021448473       38.30259    0.054220538
            0.2      24.597445    0.029478772      17.557516    0.021123372      37.277136    0.048192748
            0.4      23.067458    0.028578057      16.458097     0.02046641      35.085445    0.049210693
            0.6      21.005557    0.027325331      14.976699    0.019555088      32.032113    0.045876058
            0.8      18.586268    0.025774782      13.240627    0.018429457      28.500472    0.045646434
              1      16.063858    0.024040853      11.431447    0.017171973      24.863915    0.043908952
            1.2      13.456479    0.022089986      9.5644481    0.015761942      21.069934    0.041164996
            1.4      11.112476    0.020163572      7.8862452    0.014368811      17.604064     0.04254112
            1.6      8.9742329    0.018193731      6.3594922    0.012949115      14.499363    0.035445469
            1.8      7.1140243    0.016288014      5.0330574    0.011579402      11.688593    0.036374709
              2      5.5881254     0.01450177      3.9468885    0.010295767      9.3956895    0.033136275
            2.2      4.3196287    0.012838293      3.0449652   0.0091038629      7.3726687    0.041542381
            2.4       3.340017     0.01136114      2.3496093   0.0080454361      5.8476488    0.029863571
            2.6       2.568813    0.010021557      1.8033741   0.0070858227      4.5801345    0.026447149
            2.8      1.9538944   0.0087962849      1.3683201      0.0062086      3.5083388    0.025442728
              3      1.4923444   0.0077618087      1.0426581   0.0054712974      2.6894254    0.024610585
            3.2      1.1541965   0.0069087271     0.80401716   0.0048603634      1.9770108      0.0302113
            3.4     0.90356988   0.0061739188     0.62791494   0.0043348746      1.5597988    0.034400697
            3.6     0.70288329   0.0055550348     0.48718778   0.0038924788      1.1758636    0.015809666
            3.8     0.54558662   0.0049933752       0.376663   0.0034902919     0.88933238    0.012929804
              4     0.54558662   0.0049933752       0.376663   0.0034902919     0.88933238    0.012929804
