# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      17.296502    0.024729702      12.307323    0.017631257      28.606184    0.049765193
            0.2      17.168256    0.024631473      12.215893    0.017561442      28.212926    0.049526152
            0.4      17.006154    0.024529981      12.100137     0.01749152      27.814591      0.0504574
            0.6      16.935866    0.024495247      12.050722    0.017470191      27.602495    0.052875446
            0.8      17.028447    0.024588536      12.117061    0.017539402      27.619575    0.053869218
              1      17.440036    0.024901975       12.40936    0.017765542      28.249158    0.050315048
            1.2      18.073752    0.025372256      12.859152    0.018102402      29.279961    0.050669948
            1.4      19.138404    0.026123897      13.615937    0.018643227      30.827372    0.055452565
            1.6      20.546298    0.027090931      14.615418    0.019336688      33.218595    0.052059595
            1.8      22.539714    0.028373172      16.030539    0.020255545      36.341547    0.055109058
              2      25.208956    0.029986142      17.923575    0.021408896      40.386046    0.056326551
            2.2      28.606592    0.031929535      20.334134    0.022802333      45.526971    0.061508524
            2.4       33.03183    0.034241827      23.469567    0.024455848      51.863056    0.066455187
            2.6      38.593968    0.036889526      27.406523    0.026347594       58.85299    0.069004476
            2.8      44.550073    0.039501315      31.616289    0.028213047      64.565689    0.056936392
              3      34.304212    0.035252923      24.330237    0.025174074      49.749114    0.050824889
            3.2      34.304212    0.035252923      24.330237    0.025174074      49.749114    0.050824889
