# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      109.98139    0.055858917      78.263041    0.039973445      165.92388     0.12718095
            3.2      118.90253    0.057387646        84.6247    0.041089866      186.71283     0.12375839
            3.4      59.694453    0.044183626      42.446365    0.031566646       94.62037    0.088648469
            3.6      34.270066    0.034499173      24.334365    0.024594912       53.95604    0.072985738
            3.8      20.651501    0.027184362        14.6445    0.019343464       32.29046    0.055107348
              4      13.021591    0.021778935      9.2223183    0.015472341      20.275845    0.048115848
            4.2      8.5772723    0.017771836       6.068785    0.012609417      13.434953    0.036337035
            4.4      5.8572465    0.014768464      4.1409265     0.01046943      9.1785162    0.031303793
            4.6      4.1115961    0.012416855      2.9050528   0.0087953644      6.5153772    0.030733941
            4.8       2.977564    0.010589567      2.1029563   0.0074955885      4.7162318    0.023826135
              5       2.977564    0.010589567      2.1029563   0.0074955885      4.7162318    0.023826135
