#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00053479816  0.00013807647  0.00037404687  9.6752648e-05  0.00087748004  0.00027014874
           -3.8   0.0012835156  0.00032283741  0.00082986111  0.00022133111   0.0020780035  0.00049118316
           -3.6   0.0095550605  0.00075290617   0.0063131228  0.00051573559    0.016625852   0.0014416983
           -3.4    0.035439821   0.0013835053    0.023762194  0.00095629916    0.056158941   0.0034431216
           -3.2       0.106968   0.0023479663    0.072182174    0.001626846     0.18700655   0.0066508003
             -3     0.28816334   0.0036759987     0.19672494   0.0025579186     0.46539078     0.01857293
           -2.8      0.6237422   0.0053143752     0.42956422    0.003719919     0.95431651    0.010346607
           -2.6      1.2495252   0.0073365448     0.86705747   0.0051575584      1.9699786    0.015613885
           -2.4      2.2524434   0.0096695306      1.5733654   0.0068251539       3.558309    0.023203742
           -2.2      3.6515648     0.01216149      2.5631825   0.0086134843      5.8359042    0.029855972
             -2      5.5968259    0.014855422      3.9451888    0.010550652      8.9465399    0.032167016
           -1.8      8.0765695    0.017628681      5.7107977    0.012544629      12.860786    0.039490212
           -1.6      10.945569      0.0203018      7.7594678    0.014470628      17.342707    0.050457084
           -1.4      14.214943    0.022917347      10.094993    0.016352822      22.386894     0.04948195
           -1.2      17.621396     0.02529116      12.529528    0.018058118      27.679736    0.056258175
             -1      20.906995    0.027368536      14.878799    0.019551851      32.748097     0.05484954
           -0.8       24.02132    0.029143524      17.106151    0.020826393      37.500867    0.058217659
           -0.6      26.509439    0.030473536      18.885639    0.021782045      41.241505    0.057916903
           -0.4      28.359281    0.031416079      20.206632    0.022455136       44.04264    0.061061993
           -0.2      29.324508    0.031879091      20.895847    0.022786799      45.434967    0.062323945
              0      29.265072    0.031860438      20.854702    0.022774465      45.292849    0.064979866
            0.2      28.393559    0.031447789      20.230391    0.022479384      43.965006    0.062059282
            0.4      26.470679    0.030449544      18.857535    0.021763919      40.992328    0.059820753
            0.6      23.983284    0.029135572      17.078935     0.02082209      37.080443    0.054488984
            0.8      20.922212    0.027379514      14.889209    0.019559992      32.328189    0.053594017
              1      17.576735    0.025289793      12.497724    0.018059174      27.335257    0.055884493
            1.2      14.177218    0.022886862      10.067347    0.016329212      21.978381    0.049265858
            1.4       10.96512    0.020343639      7.7719708    0.014499928      17.078927     0.04106582
            1.6      8.0796038    0.017634614      5.7135564     0.01254947      12.635379    0.037777806
            1.8      5.6173166    0.014868232      3.9595558    0.010558963      8.7364928    0.042585595
              2      3.6682283    0.012166394      2.5746199   0.0086148165      5.6503459    0.030294294
            2.2      2.2308246   0.0096247889         1.5582    0.006792896      3.4284141    0.022564476
            2.4      1.2493583   0.0073307946     0.86714567   0.0051522771      1.9028641    0.018512666
            2.6     0.63325903   0.0053320593     0.43588394   0.0037287347     0.95011752    0.007884712
            2.8     0.28519929   0.0036633228     0.19436286   0.0025470049      0.4361923   0.0076993353
              3     0.11078705   0.0023547235    0.074766116   0.0016283938       0.170345   0.0039262426
            3.2    0.033778115   0.0013518514    0.022463043  0.00093045914    0.052783888   0.0020440399
            3.4   0.0079787068  0.00070628552   0.0052498863  0.00048455049    0.013176798   0.0015451076
            3.6   0.0024244183  0.00037050154   0.0016079267  0.00025311236    0.003821263  0.00056644557
            3.8  0.00028522569   0.0001512562   0.0001945638  0.00010529279  0.00044610111  0.00023700419
              4  0.00028522569   0.0001512562   0.0001945638  0.00010529279  0.00044610111  0.00023700419
