#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      0.4573218   0.0044063629     0.31964393   0.0030965726     0.67481425   0.0064778316
           -3.8     0.62223272   0.0050703729     0.43558904   0.0035698893     0.91645164   0.0074368673
           -3.6     0.83671197   0.0058314372     0.58626404   0.0041084233      1.2310526   0.0085448199
           -3.4      1.1328506   0.0067380294     0.79501693   0.0047556729      1.6636471   0.0098520266
           -3.2       1.497472    0.007690831      1.0520198   0.0054336767      2.1963775    0.011230432
             -3      2.0006714   0.0088567312      1.4071458   0.0062641935      2.9303972    0.012914773
           -2.8      2.5957194    0.010021256      1.8285015   0.0070964808      3.7951532    0.014590418
           -2.6      3.3673697    0.011386811      2.3748261     0.00807376      4.9166122    0.016553089
           -2.4      4.3676838    0.012913085       3.084515   0.0091665465      6.3668938     0.01874416
           -2.2      5.5661346    0.014516263      3.9365457    0.010318636      8.1004066    0.021036396
             -2       7.031742    0.016261668      4.9791178    0.011571317      10.218677    0.023535557
           -1.8      8.7767072     0.01810627      6.2224922    0.012898932      12.978185    0.044313273
           -1.6      10.784888    0.019993554      7.6551618     0.01425691       16.19669    0.041464442
           -1.4      13.130462    0.021965923      9.3291133    0.015675843      20.020034    0.040658682
           -1.2      15.705825    0.023923647      11.168945    0.017086563      24.370329    0.046866204
             -1      18.371006    0.025759068      13.074642    0.018408462       28.85276    0.047367431
           -0.8      21.085973    0.027462444      15.016535     0.01963404       33.49325    0.053437708
           -0.6      23.492219    0.028871507      16.737957     0.02064846      37.596759    0.056115807
           -0.4      25.365258    0.029911013      18.077863    0.021395687      40.904984    0.061279768
           -0.2      26.420897    0.030482631       18.83298    0.021807179      42.767847    0.056741564
              0      26.438928    0.030479452      18.846146    0.021804339      42.821581    0.056861985
            0.2      25.364087    0.029915128      18.077053    0.021399637      40.980328    0.061277048
            0.4      23.514647    0.028883188      16.753807      0.0206564      37.780242    0.054888552
            0.6        21.0276    0.027441992      14.975314    0.019621182      33.512016    0.052714134
            0.8      18.408041    0.025780578      13.100879    0.018423815      28.973071    0.056739683
              1      15.704617    0.023920909      11.168651    0.017084965      24.572666    0.046224494
            1.2      13.114835    0.021955281      9.3182668    0.015669107      20.277936    0.043347477
            1.4      10.809337    0.020020956      7.6714218    0.014275574      16.552886    0.037797434
            1.6      8.7606484    0.018090889      6.2110749    0.012887605      13.229104    0.034866398
            1.8      7.0336823    0.016261109      4.9811249    0.011570828      10.534833     0.03257751
              2      5.5649747    0.014522271      3.9357642    0.010322643      8.1999124    0.030809679
            2.2      4.3749424    0.012931385       3.089593   0.0091802455      6.4384835     0.03131375
            2.4      3.4029799    0.011447993       2.400273   0.0081168359      4.9678239    0.016642652
            2.6      2.6157077    0.010076153      1.8426871   0.0071360593      3.8240906    0.014668981
            2.8      1.9817744   0.0088115384      1.3940641   0.0062327048      2.9066907    0.023455525
              3      1.4957565   0.0077117878      1.0507008   0.0054470208      2.1941038    0.011264743
            3.2      1.1262515   0.0067242476     0.79037192   0.0047442929       1.654046    0.009836067
            3.4      0.8238288   0.0057988784     0.57708955   0.0040860324      1.2171766    0.015155322
            3.6     0.62019497   0.0050552409      0.4343498    0.003559243     0.92081591    0.020248812
            3.8     0.45149167   0.0043725195     0.31561109   0.0030751542      0.6661212   0.0064231948
              4     0.45149167   0.0043725195     0.31561109   0.0030751542      0.6661212   0.0064231948
