#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.1505345    0.010723198      2.2473894   0.0076601907      5.6385118    0.021896482
            0.2      8.8230967    0.017802087      6.2933626    0.012718046      15.434022    0.039219328
            0.4      13.065531    0.021548604      9.3184252    0.015397098      22.272266    0.044763688
            0.6      15.877217    0.023690289      11.322028    0.016927351      26.541869    0.057676709
            0.8       17.50392    0.024859774      12.476096    0.017759781      28.834681     0.04758987
              1      18.585208    0.025624414      13.241405    0.018302666      30.244698    0.052564317
            1.2      19.412997    0.026197736      13.824948    0.018707218      31.309479    0.052156346
            1.4       20.20574    0.026752613      14.384416    0.019102384      32.429181    0.053990541
            1.6      21.278108    0.027473385      15.143647    0.019617045      33.991791    0.055065823
            1.8      22.845069    0.028474249       16.25484    0.020332445      36.420087    0.054309025
              2      24.894592    0.029753277      17.708983    0.021251303      39.672333     0.05991518
            2.2      27.754451    0.031394565      19.738661    0.022428307      44.051113    0.062202054
            2.4      31.520345    0.033426614      22.411683    0.023886972      49.527453    0.068563344
            2.6      36.330295    0.035811995      25.820691    0.025597279      56.119569    0.063412875
            2.8      42.100624    0.038432155      29.905297    0.027473548      62.572318    0.069240732
              3      42.078622    0.038579574      29.855334    0.027562139      60.997416    0.055589316
            3.2      13.492996    0.022529482      9.5076902    0.015958113      19.720665     0.03279355
            3.4      4.8940633    0.013728277      3.4222768   0.0096330173      7.2178673    0.020203658
            3.6      2.0274637   0.0090022764      1.4078223   0.0062630292      3.0150158    0.013382754
            3.8      0.9022455   0.0061068564      0.6219282   0.0042123438      1.3532499   0.0091701904
              4      0.3995729   0.0041774119     0.27387111   0.0028606919     0.60336109   0.0063261497
            4.2     0.18124373   0.0028592534     0.12332619   0.0019447824     0.27597717   0.0043635222
            4.4    0.079089005   0.0019258367    0.053518655   0.0013010322      0.1212207   0.0029629244
            4.6    0.036563665   0.0013046488    0.024601715  0.00087503167    0.056413286   0.0020240445
            4.8    0.016919528  0.00092000416    0.011317436  0.00061266912    0.026287691   0.0014398943
              5    0.016919528  0.00092000416    0.011317436  0.00061266912    0.026287691   0.0014398943
