#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       5.748247    0.051423653      4.9015751    0.042038469      6.7856638    0.066878775
            0.2      16.960965    0.077873732      14.724077    0.065926327      19.669341    0.099436757
            0.4      26.698784    0.093046782      23.425611    0.080207065       30.48392     0.11720558
            0.6      35.456268     0.10496165      31.372813    0.091609548      40.174477     0.13157542
            0.8      43.915022     0.11615533      38.985839     0.10207685      49.580045     0.14475999
              1      52.082161     0.12671104      46.393841     0.11173577      58.637985     0.15810487
            1.2      60.630312     0.13640914       54.23792     0.12072404      67.929169     0.17005869
            1.4      71.675923     0.14867003      64.367653     0.13273793      79.964905       0.184291
            1.6      85.417244      0.1621771      77.029926     0.14527618      94.905935     0.20060645
            1.8      104.14357     0.17886548      94.544081     0.16154086      114.88071     0.22070218
              2       131.1042     0.20092282      119.69974     0.18217451      143.85285     0.24771365
            2.2      168.70233     0.22749792      155.36647     0.20840958      183.30635     0.28029919
            2.4      222.88429     0.26036967       206.9666      0.2406493      239.88336      0.3217347
            2.6      298.73748     0.30114867      279.59215     0.28091668      318.71102     0.37279478
            2.8      392.43455     0.34370204      370.02208     0.32250755      415.05572     0.42809032
              3      433.12005     0.36022822      409.58272     0.33826945      456.82153     0.45138272
            3.2      171.99594     0.23040046      160.76432     0.21177419      183.31918     0.28589985
            3.4      74.677061     0.14943232      68.671155     0.13504986      81.081287     0.18619536
            3.6      35.474935       0.101696      32.106295     0.09021578      39.293085     0.12724949
            3.8       17.64814     0.07060706      15.643206    0.061483677      20.032525    0.089133248
              4      8.9817817    0.049864008       7.792703    0.042641756      10.470807    0.063544877
            4.2      4.6692718    0.035141154      3.9616757    0.029433552      5.5990033    0.045374567
            4.4      2.3123428    0.024152237      1.9053204    0.019656403      2.8691674    0.032068672
            4.6    0.076320583   0.0044024043    0.076320583   0.0044024043      1.2133902    0.020520747
            4.8    0.062085465   0.0040152497    0.003240612  0.00077197025     0.50312744    0.013304486
              5    0.062085465   0.0040152497    0.003240612  0.00077197025     0.50312744    0.013304486
