#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      45.850177      0.1318369      40.265193     0.11303785      52.437105     0.16707069
            0.2       45.92636     0.12408829      40.379252     0.10750103      52.438868      0.1559484
            0.4      47.286789     0.12312977      41.728289     0.10762919      53.713255     0.15387236
            0.6      49.915786     0.12497968       44.13846     0.10987514      56.651365      0.1556148
            0.8      54.025121     0.12919521      47.948834     0.11378459      61.028693     0.16069006
              1      59.819516      0.1354455      53.269078     0.11971084      67.388721     0.16838718
            1.2      67.951955     0.14435796      60.777439     0.12822704      76.202879     0.17896674
            1.4      79.860309     0.15662614      71.788249     0.14007172      89.055515      0.1933721
            1.6      96.304852     0.17166133      87.093353     0.15437634      106.69607     0.21178857
            1.8      119.50177     0.19159769      108.78317     0.17354893       131.4497      0.2358081
              2      153.01286     0.21601086      140.25104     0.19691398      167.09368     0.26606216
            2.2      200.86784     0.24644517      185.61186     0.22630039       217.4474     0.30400349
            2.4      267.85391     0.28403845      249.48158     0.26358996      287.27524     0.35063929
            2.6      357.54372     0.32796358      335.55883     0.30723139      380.09218     0.40626153
            2.8      458.29273     0.36912779      432.87514     0.34734561      483.93428     0.46158283
              3      369.11864     0.33506556      349.49842     0.31368597      388.63084      0.4207689
            3.2      369.11864     0.33506556      349.49842     0.31368597      388.63084      0.4207689
