#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.256639    0.075683481      18.594587    0.067621421      21.865392    0.094645749
            0.2      57.809588     0.12823168      53.287259      0.1160691      62.199895     0.15944857
            0.4      86.029223     0.15666965      79.446172     0.14212203      92.453008     0.19520178
            0.6      104.68253     0.17364256      96.684146     0.15853335      112.53156     0.21519916
            0.8      116.41994     0.18396762      107.54994     0.16846433      125.25484     0.22806849
              1      123.19464     0.19028096      113.78091     0.17431863      132.68067     0.23560214
            1.2      128.23308      0.1948076      118.37184     0.17746757      138.34277     0.24120678
            1.4      133.44072     0.19915279      123.28819     0.18198842      143.97177     0.24694983
            1.6      140.10491     0.20570673      129.36369     0.18800319      151.55027     0.25483747
            1.8      149.27182     0.21301451      138.04279     0.19462957      161.34262     0.26411413
              2      161.61162     0.22366485       149.4237     0.20428622      174.80639     0.27697758
            2.2      178.19193     0.23667959       164.9965     0.21684234      192.66748     0.29365962
            2.4       200.1748     0.25370493      185.51546     0.23320862      216.30704     0.31480742
            2.6      226.25981     0.27370499      209.88105     0.25167292      244.74827     0.33998366
            2.8      255.08017     0.29077964      236.98379     0.26776306      275.79332     0.36255141
              3      249.89782     0.29009151      232.18591     0.26613894      270.21762     0.36353226
            3.2      83.738893     0.16797985      77.133289     0.15179856      91.384034     0.20993627
            3.4      31.993952     0.10167638      29.075018    0.090126685      35.407455     0.12771865
            3.6      13.893491    0.065887228      12.433748    0.057492012      15.647812    0.083308703
            3.8      6.0751317    0.042301036      5.3675758    0.036252774      6.9515527    0.054121007
              4        2.58329    0.026726554        2.21167    0.022242889      3.0719807    0.035105308
            4.2     0.97037353    0.016202168     0.75224529    0.012659062      1.2396629    0.022197994
            4.4     0.21296701   0.0080433445   0.0019317752  0.00089731381     0.32966491    0.010384847
            4.6  0.00055334574  0.00032164789  0.00055334574  0.00032164789     0.27137806    0.012490801
            4.8    0.021471077   0.0041775809   0.0046751079   0.0015587961     0.19263597    0.012510801
              5    0.021471077   0.0041775809   0.0046751079   0.0015587961     0.19263597    0.012510801
