# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.121917    0.060624415       12.00553    0.053727202      14.209313    0.075950634
            0.2      38.526468     0.10448376      35.465923    0.094432271      41.434609     0.12994099
            0.4      59.535725     0.13000821      54.919097      0.1176817      63.986802     0.16201466
            0.6      76.466221     0.14832107      70.543329     0.13476701      82.204848     0.18388975
            0.8       89.90831     0.16090119      82.960675     0.14668463      96.792276     0.19960881
              1       101.0008     0.17174354      93.200825     0.15635787      108.77036     0.21285138
            1.2      110.61947     0.18035549      102.17685     0.16447377       119.1181     0.22352958
            1.4      119.93965     0.18842529      110.87853     0.17231605      129.15684     0.23370881
            1.6      130.06816     0.19756635      120.24355     0.18064703       140.3233     0.24472841
            1.8      142.03894     0.20735335      131.42078     0.19002122       153.3186     0.25721057
              2      156.01092     0.21865695       144.3982     0.20012905       168.4892     0.27095499
            2.2        173.649     0.23292536      160.87361     0.21341265       187.4502      0.2883569
            2.4      195.72216     0.24901753      181.51169     0.22828737      211.26045     0.30978677
            2.6      222.84307      0.2700417      206.85621     0.24835793      240.69712     0.33494136
            2.8       252.6408     0.28832521      234.81239      0.2659501       272.7787     0.35905545
              3      256.64334     0.29306069      238.51097     0.26925096      277.24015     0.36640676
            3.2      125.41426     0.20447564       115.8852     0.18573186      136.26839     0.25520412
            3.4      71.081579     0.15227175       65.26608     0.13688521      77.772318     0.19034462
            3.6      44.403711     0.11888972      40.575236     0.10611571      48.784469     0.14872712
            3.8       28.89305    0.095227094      26.233942    0.084424629      31.959265     0.11921308
              4       19.40792    0.077110661      17.566681    0.067952126      21.565004    0.096915711
            4.2      13.004121    0.062309329      11.701425    0.054439712      14.570044    0.078859366
            4.4      8.6643579    0.050531716      7.7674313    0.043806476      9.7295171    0.064357221
            4.6      5.9178025     0.04121101      5.2599519    0.035393951      6.7328972    0.052905852
            4.8      4.0634128    0.033968966      3.5931417    0.029054606      4.6520922    0.043619144
              5      4.0634128    0.033968966      3.5931417    0.029054606      4.6520922    0.043619144
