#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.253495    0.060857565      12.104228    0.053985686      14.381692    0.076228854
            0.2      38.797004     0.10466074      35.695902    0.094208135      41.760887     0.13028866
            0.4      59.802881     0.13009011      55.088644      0.1179475      64.350718      0.1618022
            0.6      76.746893     0.14866868      70.758051     0.13517289      82.609182     0.18398698
            0.8      90.351814     0.16100978      83.454523     0.14672401      97.084376      0.1997754
              1      100.92341     0.17110345      93.170498     0.15576925      108.71862     0.21257601
            1.2      110.64773     0.18048846      102.19635     0.16523889      119.12861     0.22314663
            1.4      120.39749     0.18867632      111.27353     0.17259475      129.80325     0.23422665
            1.6      130.55146     0.19799059      120.67551     0.18133713      140.83115     0.24496363
            1.8      141.89067     0.20742834      131.20146     0.18996099      153.09989     0.25687562
              2      155.81239     0.21931298      144.29632     0.20033559      168.07468     0.27112075
            2.2      173.90327     0.23309474       161.0904     0.21368119      187.72288     0.28902505
            2.4      195.40803     0.24994414      181.23767     0.22922172      211.02311     0.31021337
            2.6      222.24458     0.26769229      206.33639     0.24610402      240.23604     0.33351979
            2.8      252.45042     0.28836221      234.74094     0.26537386      272.56813     0.36038437
              3      256.00195     0.29359857      238.05126     0.27006133      276.53038     0.36751055
            3.2       125.3146     0.20502448      115.90995     0.18634244      135.91482     0.25538952
            3.4      71.039942     0.15258491      65.241645     0.13733193      77.655616     0.18993221
            3.6      44.315958      0.1186162      40.489343     0.10582401      48.707354     0.14859926
            3.8      28.959633    0.094933533      26.345984    0.084138495      32.009215     0.11926392
              4      19.444394    0.076868955      17.575276    0.067660751      21.627455     0.09678422
            4.2      13.058384    0.062459636      11.735171    0.054538768       14.63725    0.079037184
            4.4      8.7655731     0.05068618      7.8359533    0.043976053       9.894753    0.064485965
            4.6      5.9742808    0.041536218      5.3225186    0.035713072       6.776178    0.053175175
            4.8      3.9352283      0.0333927      3.4308741    0.028203794      4.5309161    0.043434103
              5      3.9352283      0.0333927      3.4308741    0.028203794      4.5309161    0.043434103
