#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.9618304    0.033666592      2.5309164    0.027788135      3.4694966    0.043354203
            0.2      9.9452245      0.0608811      8.5887079    0.050831496       11.54035    0.078257572
            0.4       16.45027    0.074774637      14.321635    0.063492841      18.935211    0.095152197
            0.6      22.915839    0.085807598      20.054144    0.073844586      26.243291     0.10804609
            0.8      29.672478    0.095810052      26.141779    0.083210842      33.775627     0.12034862
              1      36.908151     0.10722279      32.674561     0.09382747      41.773654     0.13405095
            1.2      45.230326     0.11840975      40.194233     0.10405149      51.011099     0.14781657
            1.4      55.540626      0.1314522      49.673815     0.11640034      62.294739     0.16346293
            1.6       68.89403     0.14582937      61.937458     0.13011249      76.832992     0.18078582
            1.8      86.300243     0.16326669      78.106903     0.14702083      95.479823     0.20180741
              2      111.10096     0.18554998      101.24885     0.16781801      122.13732     0.22926902
            2.2      146.37357     0.21243955      134.44759     0.19416759      159.43913     0.26149732
            2.4      196.57547      0.2456087       182.1946     0.22617832      212.04374     0.30393492
            2.6      267.39155     0.28685837      250.04764     0.26762184      285.47139     0.35442096
            2.8      358.67909      0.3294204       337.9774     0.30835907      379.78023     0.41016622
              3      410.63074     0.35111105      388.45019     0.32984396      432.89474     0.44030165
            3.2       211.8769     0.25508917      198.44462     0.23576828      225.42313     0.31624623
            3.4       124.5793     0.19430007      115.58299     0.17746765      133.94289     0.24134571
            3.6      80.620622     0.15532184      74.149709     0.14053277      87.574273     0.19276186
            3.8      54.136272      0.1263355      49.434367     0.11321127      59.321792     0.15745782
              4       37.15375     0.10407263      33.683055     0.09253542      41.083768     0.12989355
            4.2      26.078171    0.087030368      23.500323    0.076741885      29.049103     0.10891366
            4.4      18.426265    0.072597869      16.484436    0.063512601      20.713968    0.091373497
            4.6      13.114353    0.060624091      11.621169    0.052482209      14.914921    0.076851203
            4.8      9.4819745    0.051070009       8.344648     0.04396599       10.88842    0.065025056
              5      9.4819745    0.051070009       8.344648     0.04396599       10.88842    0.065025056
