#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      115.62361     0.18279032      106.44653      0.1668438       124.8762     0.22638227
            0.2      114.61795     0.18235416      105.60821     0.16628928      123.57918     0.22561903
            0.4      113.72685     0.18216467      104.75411     0.16614867      122.80304     0.22549068
            0.6      113.37497     0.18173779       104.4542     0.16587741      122.43176     0.22519069
            0.8      114.15736     0.18361276      105.18088     0.16755424      123.38319      0.2268426
              1      116.09458     0.18524085      107.04773     0.16857645      125.42671     0.22967158
            1.2      120.25044     0.18916923      110.90539     0.17220766      130.11755     0.23502846
            1.4      126.50973     0.19601919      116.83199     0.17894247      136.69615     0.24302493
            1.6      135.66219     0.20262154      125.25984     0.18496089      146.95961     0.25147166
            1.8      147.22155     0.21302898      136.10944     0.19457577       159.2763     0.26458474
              2      163.26768     0.22654248      151.07123     0.20747981      176.53875     0.28015317
            2.2      183.36964      0.2413145      169.84645     0.22050628      198.29447     0.29965456
            2.4      207.99939      0.2611659      192.96487     0.24054181      224.94899     0.32437532
            2.6      236.87866     0.27991602      219.90856     0.25766224      255.93059     0.34896263
            2.8      265.64306     0.29793513      246.85154     0.27339563      287.14149     0.37267471
              3      199.93619     0.26261874      185.88419     0.24086307      216.15391     0.32868416
            3.2      199.93619     0.26261874      185.88419     0.24086307      216.15391     0.32868416
