# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      2.9135979    0.024891321      2.4391135    0.020901555      3.3802526    0.029623527
            0.2       9.420507     0.04492501      7.9558838    0.038158806      10.871538    0.053298883
            0.4      15.133902    0.057211485      12.842567    0.048896627      17.397087    0.067806337
            0.6      20.553401    0.066893308      17.490601    0.057350071      23.602404    0.079329594
            0.8      25.533378    0.074912262      21.784933     0.06452929      29.286083    0.088631293
              1      30.239547    0.082056696      25.931491    0.071314895      34.496832    0.096684958
            1.2      35.287353    0.088864599      30.387322    0.077322781      40.174361      0.1048264
            1.4       40.93367    0.096322778      35.485485    0.084477697      46.314371     0.11331106
            1.6       47.92868     0.10510515      41.852105    0.093164436       53.83767     0.12285051
            1.8       56.76909     0.11599552      50.004716     0.10386955      63.188797     0.13453202
              2      69.817845     0.13024996      62.157078     0.11758416      76.921215     0.15049539
            2.2      89.242821     0.14980099      80.380251     0.13702143      97.092798     0.17202872
            2.4      121.28839     0.17845302       110.7083     0.16496612      130.13017     0.20502327
            2.6      178.62355     0.22227828      165.01637     0.20685414       189.4711      0.2567725
            2.8       302.3269     0.30024776      282.41643     0.28117972      318.64314     0.35408893
              3      583.46465     0.44411269      550.00128     0.41407875      625.90271     0.56752499
            3.2      329.52465     0.34464836      310.96934     0.31947402      355.37306     0.44470407
            3.4      181.59288     0.25369547      171.03811       0.232612      195.55859     0.32687282
            3.6      109.49127     0.19470912      102.64045      0.1767872      118.43946     0.25045188
            3.8      69.023294     0.15297616      64.517913     0.13812772      74.680194     0.19615511
              4      45.477933      0.1230586      42.323282     0.11033441      49.440609     0.15773197
            4.2      30.709257     0.10028051      28.460996    0.089425119      33.459188      0.1288182
            4.4      21.034688    0.082709738       19.47297    0.073315338      22.918804     0.10644057
            4.6      14.811219    0.069045128      13.654582    0.060800138       16.26834     0.08933226
            4.8      10.515928     0.05760664      9.6660594    0.050294501      11.577222    0.074950071
              5      10.515928     0.05760664      9.6660594    0.050294501      11.577222    0.074950071
