# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.2828686    0.026573402       2.791749    0.023120959       3.760663    0.032195412
            0.2      9.7479555    0.045877274      8.2846413    0.039797064      11.195936    0.054552865
            0.4      15.480911    0.059121628      13.208661    0.051656002      17.713907    0.070122941
            0.6      20.887929    0.069213862      17.843455    0.059939298      23.910611    0.083365328
            0.8      25.866037    0.076158013      22.172385    0.067208117      29.555462    0.089941543
              1       30.58794    0.086601507      26.355747     0.07828516      34.764929     0.10358646
            1.2      35.637628    0.093189345      30.792019    0.081946959      40.485633     0.11272942
            1.4      41.217079    0.098796331      35.858347    0.088805129      46.503204     0.11802256
            1.6      48.264886     0.12309257      42.297106     0.10592405      54.100293     0.16465709
            1.8      57.223384     0.20608557      50.598729     0.14994398      63.578635     0.31803878
              2      70.102336     0.13722987       62.63883     0.12532521      77.035873     0.16231947
            2.2      89.407301     0.16714716      80.854311     0.15963504      96.928983     0.19681597
            2.4      121.21165     0.21588215      111.03508     0.18963249      129.66299     0.27683583
            2.6      177.55554     0.24571675      164.82969     0.23140318      187.45894     0.29297426
            2.8      298.89442     0.38561927      281.05259     0.35132592       312.4171      0.5068223
              3      571.06555     0.48161237      543.48821     0.50781552      604.20622     0.61186011
            3.2       324.0188     0.39010117      309.03372     0.41511127      344.90958     0.51638092
            3.4       179.0954     0.28605502      170.34329     0.27605657       190.1289     0.34820431
            3.6      108.16723     0.21538148       102.6246     0.20984623      115.61148     0.31656704
            3.8      68.294313      0.1681689      64.698257     0.18147078      72.724388     0.19939491
              4      45.224128     0.13335242      42.708109     0.13376116      48.318875     0.15798747
            4.2      30.736512     0.10865579      28.898434     0.10903278      32.924134     0.13661407
            4.4      21.125163    0.086250361      19.908311    0.082862993      22.571692     0.10928789
            4.6       15.07889    0.078320884      14.151014    0.074590687      16.211253    0.099908674
            4.8       10.73455    0.061162007       10.09239    0.058203642      11.523277    0.077317122
              5       10.73455    0.061162007       10.09239    0.058203642      11.523277    0.077317122
