#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4       4.358003     0.09195409      4.0334238    0.065358758      4.8277597     0.13759649
           -3.8      6.1887396    0.056126302      5.7297547    0.055461755      6.6848772    0.065998651
           -3.6      8.9574478    0.076808258      8.3894977    0.096968114      9.7348364     0.10303144
           -3.4      12.595826    0.072696121      11.662795    0.083219084      13.652357    0.082981853
           -3.2      17.399701    0.079975361       16.04758    0.095631984      18.953486    0.098878882
             -3      23.490523     0.10011019      21.833567      0.0957426      25.436217     0.12648075
           -2.8      31.106872      0.1099392      29.074353     0.16484279      33.629711     0.13038434
           -2.6      40.073215     0.15837684      37.196901      0.1365003      42.977571     0.16206758
           -2.4      49.796002     0.14516584       46.30974     0.13342085      53.580468     0.18285981
           -2.2      60.603474     0.22953183      56.402118     0.17866452      65.232032      0.3520792
             -2      70.907101      0.1687303      66.074101     0.15119506      76.023525     0.21213069
           -1.8      80.643243     0.17083485      75.298624     0.16826314      86.326479     0.21216645
           -1.6       89.45839     0.17757546      83.568477     0.17368025      95.557201     0.21376474
           -1.4      95.686638     0.18230418      89.401312     0.17489212      102.10028     0.22440966
           -1.2       101.0005     0.18872349      94.350031     0.18698885       107.7694     0.22989687
             -1      103.94772     0.19095523       97.10486      0.1893003        110.864     0.22704559
           -0.8      105.00831     0.19353599      98.096233     0.18577456      111.83724     0.23826973
           -0.6      105.02302     0.18891577      98.066105     0.17773562      112.01252     0.23643019
           -0.4      104.66148     0.19530807        97.7341     0.19351642      111.46379     0.24244116
           -0.2      104.04917      0.1888376       97.20851     0.17732045      110.73535     0.23678736
              0      104.00463     0.20151459      97.189823     0.19331156      110.73306     0.25127551
            0.2      104.61997     0.19085599      97.760058     0.18203812      111.38831     0.23412928
            0.4      105.09626     0.19079035      98.180496     0.17810568      111.89759     0.23878112
            0.6      104.73955     0.19568851       97.77929     0.18490043      111.72115     0.24860535
            0.8      104.02522     0.25174583       97.14773     0.22360665      111.03857     0.34629899
              1      100.90339     0.18575474      94.203204     0.18260627      107.69665     0.22389775
            1.2      96.346898     0.18937805      90.022168     0.19144374      103.01589     0.28125699
            1.4       89.62206       0.186445       83.61841      0.1778059      95.966836     0.23373889
            1.6      80.859097     0.17158386      75.294054     0.16026796      86.683456     0.21490931
            1.8      71.015968     0.18390714      66.198898     0.17031563      76.196073       0.238519
              2      60.521305     0.18068308       56.45966     0.16275523      65.105267     0.24244561
            2.2      49.689897     0.14092938      46.270176      0.1424297      53.499725     0.17714897
            2.4      39.956379     0.18048859      37.083357     0.15385478      43.169614     0.25495585
            2.6      31.040558     0.13770662      29.031243     0.19156236      33.406177     0.17427139
            2.8      23.412662    0.098699933         21.774     0.13996318      25.229207     0.12458261
              3      17.261546    0.087873099      16.088974     0.10203993      18.651816     0.10815264
            3.2       12.67329     0.10938503      11.757992    0.098041677      13.889516     0.15888743
            3.4      8.9075959    0.074565089      8.3210898     0.08008579        9.86572    0.079990823
            3.6      6.2736099    0.057508936      5.8059218     0.04468292      6.9280068    0.076173275
            3.8      4.2891631    0.046858637      3.8825944     0.13175244      4.6924001    0.050765344
              4      4.2891631    0.046858637      3.8825944     0.13175244      4.6924001    0.050765344
