#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.14784449   0.0072619283     0.12559648   0.0065902945      0.1785606   0.0088970664
           -3.8     0.28954949   0.0099764605     0.25237937   0.0095855113     0.33361371    0.011289337
           -3.6     0.52064609    0.013166705     0.45695168    0.012029788     0.59856108    0.015455492
           -3.4     0.88893011    0.017693772     0.78377303     0.01629909      1.0159387     0.02063088
           -3.2      1.5357463    0.023408066      1.3580605     0.02150469      1.7527046    0.027666906
             -3       2.496052    0.038324072      2.2187803    0.034059333      2.8212537     0.04987235
           -2.8       4.014106    0.040308226      3.6096684    0.038864001      4.4998677    0.045550289
           -2.6      6.4324607    0.051664269      5.8212184    0.051275022      7.1816324    0.073026402
           -2.4      9.8868485    0.057206733       8.978247    0.053371204      10.910937     0.06847959
           -2.2      14.956485    0.085554071      13.677964    0.094469757       16.44096     0.11162469
             -2      22.199594    0.093381044      20.430378    0.094594233      24.133053     0.10442188
           -1.8      32.549808     0.11290735      30.042724     0.10482335      35.279697     0.13952539
           -1.6      46.530712     0.13234597      43.114593     0.13417327      50.223208     0.16197925
           -1.4      65.882647     0.16978265      61.230423     0.16087251      70.729448     0.18893732
           -1.2      90.133422     0.17862029      84.117922     0.17526608      96.442361     0.21945163
             -1      120.71355      0.2258061      112.81846      0.2138315      129.05685     0.29405282
           -0.8       155.0892     0.26343237      144.84913     0.27034738      165.55339     0.35702262
           -0.6      191.02763     0.28464675      178.75925     0.26323432      203.90096     0.38070481
           -0.4      220.63435     0.32033478      206.41519     0.30221897      235.13687     0.40941726
           -0.2      238.67276      0.2967505      223.28414     0.29808912      254.29138     0.36624226
              0      237.96304     0.27992024       222.9148     0.31144556      253.55544     0.34482291
            0.2      220.87368     0.29925066      206.41043     0.27174012       235.6878     0.39845577
            0.4      190.54065     0.28878699      178.34202     0.27432486       202.6986     0.34958761
            0.6      155.45363     0.24573359      145.54289     0.26777224      165.66554     0.29446388
            0.8       121.1229     0.27173045       113.0691     0.23133486       129.7433     0.39973256
              1      90.456668     0.20682025      84.282743      0.1916121      96.905479     0.25676935
            1.2      65.393317     0.15324752      60.851773     0.14611402      70.293944     0.19699174
            1.4      46.269839     0.12655668       42.89082     0.12153226      49.825643     0.15289703
            1.6      32.512045     0.12326646      30.036993     0.11979841      35.545109     0.22006641
            1.8      22.284294     0.10371173      20.417278    0.088120011      24.249206     0.11063814
              2      14.991135    0.078565129      13.664081    0.068944874      16.411708    0.084616057
            2.2      9.8645326    0.060343837       8.973203    0.060844501      10.923677    0.076322424
            2.4      6.2707273    0.047670093      5.7999655     0.12711048      6.9432497    0.057549369
            2.6      4.0191437     0.03743914        3.56858    0.044446864      4.5138558    0.044512654
            2.8       2.436287    0.029035076      2.1635632    0.025816873      2.7535002    0.034507559
              3      1.5061046     0.02544683      1.3277766    0.024562074      1.7173222    0.027964355
            3.2     0.87876932    0.016517961      0.7823999    0.016652936      1.0113182     0.01998095
            3.4     0.51235157    0.012787337     0.44711405    0.011408261     0.58936332    0.016064398
            3.6      0.2941182   0.0098362633     0.25115972   0.0084488708     0.35043019    0.013875386
            3.8      0.1588791    0.007664049      0.1399821   0.0068414606     0.18595222   0.0090136281
              4      0.1588791    0.007664049      0.1399821   0.0068414606     0.18595222   0.0090136281
