#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      48.377025     0.39784855      42.241525      0.2720701      55.980899     0.61188564
            0.2      46.049633     0.15237839      40.861153     0.14689076      52.086193     0.19496071
            0.4      47.137024     0.14169418      42.044298     0.13226109      52.912519     0.16872081
            0.6      49.624912     0.13756258      44.400147     0.12909204      55.674425     0.17898589
            0.8      53.642256     0.15347408      48.114699     0.14222075      59.832042     0.19799424
              1      59.325987     0.15970166      53.433294     0.15850621      66.042689     0.19900898
            1.2      67.364408     0.17277966      60.934296      0.1690535      74.591647     0.21524801
            1.4      78.933135     0.16739673      71.733069     0.16531419      86.866729     0.19462636
            1.6      95.072158     0.18829447      86.888073     0.17886233      104.12566     0.23448389
            1.8       117.8861      0.2019719      108.40625      0.2042996      128.26612     0.25089569
              2      151.02088     0.23382084      139.65908     0.22646554      163.00196     0.28438494
            2.2      198.24059     0.25979348      184.43744     0.27868861      212.41232      0.3241911
            2.4      264.43837     0.29918168      248.23146     0.30017867       280.8496     0.36064597
            2.6      353.19576      0.3369902      333.97809     0.34634584      371.91981     0.41037172
            2.8      453.17086     0.39197373      430.92971      0.4447803      474.61685     0.49704952
              3      365.27295     0.34570114      348.22329     0.34466857      381.29068     0.42752436
            3.2      365.27295     0.34570114      348.22329     0.34466857      381.29068     0.42752436
